# file...... Voltage_634.csv
# date...... Wed Dec 01 07:41:56 2010
# user...... D3P313
# host...... (null)
# target.... node 43
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+276.948,-2.74252,-142.16,-239.994,-138.16,+241.63
2000-01-01 00:01:00 PST,+276.947,-2.74125,-142.16,-239.993,-138.162,+241.631
2000-01-01 00:02:00 PST,+276.873,-2.76579,-142.231,-239.931,-138.203,+241.639
2000-01-01 00:03:00 PST,+276.412,-3.58484,-142.512,-239.705,-137.273,+241.4
2000-01-01 00:04:00 PST,+276.44,-3.61649,-142.452,-239.778,-137.254,+241.372
2000-01-01 00:05:00 PST,+275.35,-4.68273,-143.148,-239.816,-137.62,+241.047
2000-01-01 00:06:00 PST,+275.438,-4.26659,-143.145,-239.606,-137.777,+241.227
2000-01-01 00:07:00 PST,+275.609,-3.80383,-143.105,-239.222,-137.742,+241.435
2000-01-01 00:08:00 PST,+275.711,-3.75744,-142.952,-239.391,-137.759,+241.391
2000-01-01 00:09:00 PST,+275.957,-3.4413,-142.755,-239.431,-137.839,+241.446
2000-01-01 00:10:00 PST,+276.268,-2.57403,-142.606,-239.082,-138.176,+241.747
2000-01-01 00:11:00 PST,+276.457,-2.16803,-142.5,-239.132,-138.66,+241.842
2000-01-01 00:12:00 PST,+277.208,-1.46186,-141.897,-239.326,-138.51,+241.981
2000-01-01 00:13:00 PST,+276.579,-1.57102,-142.677,-237.893,-137.923,+242.258
2000-01-01 00:14:00 PST,+276.555,-2.31889,-143.381,-238.233,-138.107,+242.733
2000-01-01 00:15:00 PST,+276.719,-2.4232,-143.114,-238.546,-137.791,+242.594
2000-01-01 00:16:00 PST,+276.747,-2.83021,-142.896,-239.024,-137.546,+242.345
2000-01-01 00:17:00 PST,+276.561,-3.11958,-142.876,-239.607,-138.181,+242.138
2000-01-01 00:18:00 PST,+277.05,-2.62136,-141.497,-240.351,-137.924,+241.329
2000-01-01 00:19:00 PST,+277.288,-2.46609,-141.274,-240.562,-137.957,+241.327
2000-01-01 00:20:00 PST,+277.13,-2.55534,-141.413,-240.421,-137.911,+241.331
2000-01-01 00:21:00 PST,+276.957,-2.47645,-141.629,-240.154,-138.128,+241.426
2000-01-01 00:22:00 PST,+277.014,-2.26789,-141.658,-240.004,-138.266,+241.528
2000-01-01 00:23:00 PST,+277.027,-2.15194,-141.691,-239.903,-138.266,+241.585
2000-01-01 00:24:00 PST,+276.654,-2.20148,-142.129,-239.33,-138.275,+241.706
2000-01-01 00:25:00 PST,+276.347,-2.5576,-143.375,-238.557,-138.428,+242.578
2000-01-01 00:26:00 PST,+276.293,-3.02411,-143.277,-238.846,-137.952,+242.342
2000-01-01 00:27:00 PST,+276.295,-3.01996,-143.269,-238.751,-137.796,+242.356
2000-01-01 00:28:00 PST,+276.475,-3.15966,-143.024,-239.112,-137.545,+242.217
2000-01-01 00:29:00 PST,+276.843,-3.09475,-142.63,-239.59,-137.439,+242.118
2000-01-01 00:30:00 PST,+276.771,-3.5752,-142.512,-240.034,-137.186,+241.854
2000-01-01 00:31:00 PST,+276.908,-3.32595,-142.509,-239.662,-136.912,+241.994
2000-01-01 00:32:00 PST,+276.962,-2.89291,-142.658,-239.217,-137.06,+242.236
2000-01-01 00:33:00 PST,+276.992,-2.85978,-142.579,-239.449,-137.391,+242.196
2000-01-01 00:34:00 PST,+276.334,-3.68084,-142.903,-239.856,-137.764,+241.873
2000-01-01 00:35:00 PST,+276.015,-3.58872,-143.367,-239.118,-137.681,+242.069
2000-01-01 00:36:00 PST,+275.732,-4.19052,-143.367,-239.758,-137.979,+241.757
2000-01-01 00:37:00 PST,+275.53,-3.62629,-143.876,-238.526,-137.999,+242.219
2000-01-01 00:38:00 PST,+275.778,-3.57108,-143.639,-238.742,-137.827,+242.174
2000-01-01 00:39:00 PST,+276.082,-3.30591,-143.473,-238.544,-137.395,+242.273
2000-01-01 00:40:00 PST,+276.307,-3.16855,-143.288,-238.661,-137.302,+242.283
2000-01-01 00:41:00 PST,+276.624,-2.92431,-143.021,-238.886,-137.366,+242.309
2000-01-01 00:42:00 PST,+276.793,-3.02778,-142.718,-239.494,-137.581,+242.146
2000-01-01 00:43:00 PST,+277.025,-2.90049,-142.492,-239.71,-137.535,+242.13
2000-01-01 00:44:00 PST,+277.43,-2.44237,-142.174,-239.981,-137.891,+242.221
2000-01-01 00:45:00 PST,+277.16,-2.52062,-142.432,-239.768,-138.081,+242.256
2000-01-01 00:46:00 PST,+276.475,-3.46377,-142.88,-239.601,-137.5,+241.98
2000-01-01 00:47:00 PST,+276.07,-3.38397,-143.44,-238.428,-137.085,+242.25
2000-01-01 00:48:00 PST,+275.157,-4.46419,-143.944,-238.686,-137.268,+241.872
2000-01-01 00:49:00 PST,+274.869,-4.96284,-144.097,-238.549,-136.62,+241.756
2000-01-01 00:50:00 PST,+276.094,-5.20396,-144.535,-238.057,-136.674,+241.801
2000-01-01 00:51:00 PST,+276.59,-4.33821,-144.41,-237.624,-136.806,+242.17
2000-01-01 00:52:00 PST,+276.631,-4.19821,-144.329,-238.076,-137.595,+242.162
2000-01-01 00:53:00 PST,+276.942,-4.26818,-143.934,-238.826,-137.682,+241.97
2000-01-01 00:54:00 PST,+277.48,-3.7131,-143.574,-238.904,-137.703,+242.124
2000-01-01 00:55:00 PST,+278.603,-2.79872,-142.735,-239.227,-137.41,+242.305
2000-01-01 00:56:00 PST,+278.854,-2.8062,-142.408,-239.64,-137.382,+242.201
2000-01-01 00:57:00 PST,+278.722,-2.9456,-142.501,-239.612,-137.358,+242.163
2000-01-01 00:58:00 PST,+278.524,-3.05014,-142.666,-239.555,-137.528,+242.155
2000-01-01 00:59:00 PST,+278.513,-3.01539,-142.761,-239.166,-137.108,+242.228
2000-01-01 01:00:00 PST,+277.568,-3.66466,-143.497,-238.81,-137.494,+242.139
2000-01-01 01:01:00 PST,+277.593,-3.67781,-143.562,-238.328,-136.759,+242.199
2000-01-01 01:02:00 PST,+277.481,-3.54843,-143.795,-237.645,-136.415,+242.367
2000-01-01 01:03:00 PST,+277.041,-3.8612,-144.162,-237.238,-136.271,+242.352
2000-01-01 01:04:00 PST,+276.649,-4.09611,-144.402,-237.396,-136.896,+242.314
2000-01-01 01:05:00 PST,+276.55,-4.02683,-144.539,-237.044,-136.827,+242.409
2000-01-01 01:06:00 PST,+276.85,-4.25929,-144.133,-237.729,-136.522,+242.157
2000-01-01 01:07:00 PST,+276.373,-4.74717,-144.361,-238.123,-137.085,+241.96
2000-01-01 01:08:00 PST,+276.774,-4.82264,-143.934,-238.609,-136.593,+241.793
2000-01-01 01:09:00 PST,+276.252,-5.48377,-144.133,-239.157,-137.094,+241.5
