# file...... b1m1_house_data.csv
# date...... Fri Jun 24 09:48:02 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,b1m1_house:air_temperature, b1m1_house:outdoor_temperature, b1m1_house:is_COOL_on, b1m1_house:cooling_setpoint, b1m1_house_node:measured_real_power, b1m1_house_node:measured_real_energy, b1m1_batt_inv:VA_Out.real, b1m1_batt:state_of_charge, b1m1_batt_meter:measured_real_energy, b1m1_solar_inv:VA_Out.real, b1m1_solar_meter:measured_real_energy
2009-08-08 04:30:00 PDT,+72.5,+63.052,+0,+73,+1499.85,+0,-608.876,+0.5,+0,+53.0228,+0
2009-08-08 04:30:05 PDT,+72.4841,+63.052,+0,+73,+1500.29,+2.08312,-609.026,+0.500079,+0.845661,+52.7322,-0.0736427
2009-08-08 04:30:10 PDT,+72.4686,+63.052,+0,+73,+1500.29,+4.16685,-609.026,+0.500157,+1.69153,+52.7286,-0.146882
2009-08-08 04:30:15 PDT,+72.4533,+63.052,+0,+73,+1500.29,+6.25059,-609.026,+0.500236,+2.5374,+52.7249,-0.220116
2009-08-08 04:30:20 PDT,+72.4384,+63.052,+0,+73,+1500.3,+8.33433,-609.026,+0.500314,+3.38327,+52.7213,-0.293345
2009-08-08 04:30:25 PDT,+72.4237,+63.052,+0,+73,+1500.3,+10.4181,-609.026,+0.500393,+4.22914,+52.7176,-0.366569
2009-08-08 04:30:30 PDT,+72.4094,+63.052,+0,+73,+1500.3,+12.5018,-609.026,+0.500472,+5.07501,+52.714,-0.439788
2009-08-08 04:30:35 PDT,+72.3953,+63.052,+0,+73,+1500.31,+14.5856,-609.026,+0.50055,+5.92088,+52.7103,-0.513002
2009-08-08 04:30:40 PDT,+72.3814,+63.052,+0,+73,+1500.31,+16.6693,-609.026,+0.500629,+6.76674,+52.7067,-0.586211
2009-08-08 04:30:45 PDT,+72.3679,+63.052,+0,+73,+1500.32,+18.7531,-609.026,+0.500708,+7.61261,+52.703,-0.659414
2009-08-08 04:30:50 PDT,+72.3546,+63.052,+0,+73,+1500.32,+20.8369,-609.026,+0.500786,+8.45848,+52.6994,-0.732613
2009-08-08 04:30:55 PDT,+72.3416,+63.052,+0,+73,+1500.32,+22.9207,-609.026,+0.500865,+9.30435,+52.6957,-0.805807
2009-08-08 04:31:00 PDT,+72.3288,+63.085,+0,+73,+1500,+25.0044,-609.927,+0.500943,+10.1502,+53.9178,-0.878995
2009-08-08 04:31:05 PDT,+72.3164,+63.085,+0,+73,+1500.01,+27.0878,-609.927,+0.501022,+10.9973,+53.9141,-0.953881
2009-08-08 04:31:10 PDT,+72.3042,+63.085,+0,+73,+1500.01,+29.1711,-609.927,+0.501101,+11.8445,+53.9103,-1.02876
2009-08-08 04:31:15 PDT,+72.2923,+63.085,+0,+73,+1500.01,+31.2545,-609.927,+0.50118,+12.6916,+53.9065,-1.10364
2009-08-08 04:31:20 PDT,+72.2806,+63.085,+0,+73,+1500.02,+33.3378,-609.927,+0.501258,+13.5387,+53.9028,-1.17851
2009-08-08 04:31:25 PDT,+72.2691,+63.085,+0,+73,+1500.02,+35.4212,-609.927,+0.501337,+14.3858,+53.899,-1.25337
2009-08-08 04:31:30 PDT,+72.2579,+63.085,+0,+73,+1500.02,+37.5045,-609.927,+0.501416,+15.2329,+53.8952,-1.32823
2009-08-08 04:31:35 PDT,+72.2468,+63.085,+0,+73,+1500.03,+39.5879,-609.927,+0.501495,+16.0801,+53.8914,-1.40309
2009-08-08 04:31:40 PDT,+72.236,+63.085,+0,+73,+1500.03,+41.6713,-609.927,+0.501573,+16.9272,+53.8876,-1.47794
2009-08-08 04:31:45 PDT,+72.2254,+63.085,+0,+73,+1500.04,+43.7547,-609.927,+0.501652,+17.7743,+53.8839,-1.55278
2009-08-08 04:31:50 PDT,+72.2149,+63.085,+0,+73,+1500.04,+45.838,-609.927,+0.501731,+18.6214,+53.8801,-1.62762
2009-08-08 04:31:55 PDT,+72.2047,+63.085,+0,+73,+1500.04,+47.9214,-609.927,+0.501809,+19.4685,+53.8763,-1.70245
2009-08-08 04:32:00 PDT,+72.1946,+63.118,+0,+73,+1500,+50.0048,-611.106,+0.501888,+20.3157,+55.0968,-1.77728
2009-08-08 04:32:05 PDT,+72.1849,+63.118,+0,+73,+1500.01,+52.0882,-611.106,+0.501967,+21.1644,+55.0929,-1.8538
2009-08-08 04:32:10 PDT,+72.1754,+63.118,+0,+73,+1500.01,+54.1715,-611.106,+0.502046,+22.0132,+55.089,-1.93032
2009-08-08 04:32:15 PDT,+72.166,+63.118,+0,+73,+1500.01,+56.2549,-611.106,+0.502125,+22.8619,+55.0851,-2.00683
2009-08-08 04:32:20 PDT,+72.1569,+63.118,+0,+73,+1500.02,+58.3382,-611.106,+0.502204,+23.7107,+55.0812,-2.08334
2009-08-08 04:32:25 PDT,+72.1478,+63.118,+0,+73,+1500.02,+60.4216,-611.106,+0.502283,+24.5595,+55.0773,-2.15984
2009-08-08 04:32:30 PDT,+72.139,+63.118,+0,+73,+1500.03,+62.5049,-611.106,+0.502361,+25.4082,+55.0734,-2.23634
2009-08-08 04:32:35 PDT,+72.1303,+63.118,+0,+73,+1500.03,+64.5883,-611.106,+0.50244,+26.257,+55.0695,-2.31283
2009-08-08 04:32:40 PDT,+72.1218,+63.118,+0,+73,+1500.03,+66.6717,-611.106,+0.502519,+27.1057,+55.0656,-2.38931
2009-08-08 04:32:45 PDT,+72.1134,+63.118,+0,+73,+1500.04,+68.755,-611.106,+0.502598,+27.9545,+55.0617,-2.46579
2009-08-08 04:32:50 PDT,+72.1052,+63.118,+0,+73,+1500.04,+70.8384,-611.106,+0.502677,+28.8032,+55.0577,-2.54227
2009-08-08 04:32:55 PDT,+72.0971,+63.118,+0,+73,+1500.05,+72.9218,-611.106,+0.502756,+29.652,+55.0538,-2.61874
2009-08-08 04:33:00 PDT,+72.0892,+63.151,+0,+73,+1500,+75.0052,-612.281,+0.502835,+30.5008,+56.2727,-2.6952
2009-08-08 04:33:05 PDT,+72.0815,+63.151,+0,+73,+1500.01,+77.0886,-612.281,+0.502914,+31.3511,+56.2687,-2.77336
2009-08-08 04:33:10 PDT,+72.074,+63.151,+0,+73,+1500.01,+79.1719,-612.281,+0.502993,+32.2015,+56.2647,-2.85151
2009-08-08 04:33:15 PDT,+72.0667,+63.151,+0,+73,+1500.01,+81.2552,-612.281,+0.503072,+33.0519,+56.2606,-2.92965
2009-08-08 04:33:20 PDT,+72.0594,+63.151,+0,+73,+1500.02,+83.3386,-612.281,+0.503151,+33.9023,+56.2566,-3.00779
2009-08-08 04:33:25 PDT,+72.0523,+63.151,+0,+73,+1500.02,+85.422,-612.281,+0.50323,+34.7527,+56.2526,-3.08593
2009-08-08 04:33:30 PDT,+72.0453,+63.151,+0,+73,+1500.03,+87.5053,-612.281,+0.503309,+35.6031,+56.2486,-3.16406
2009-08-08 04:33:35 PDT,+72.0385,+63.151,+0,+73,+1500.03,+89.5887,-612.281,+0.503388,+36.4535,+56.2445,-3.24218
