# file...... temperature.csv
# date...... Wed Dec 01 07:49:57 2010
# user...... D3P313
# host...... (null)
# target.... house 67
# trigger... (none)
# interval.. 60
# limit..... 100000
# timestamp,outdoor_temperature
2000-01-01 07:20:00 PST,+30.082
2000-01-01 07:21:00 PST,+30.0913
2000-01-01 07:22:00 PST,+30.1012
2000-01-01 07:23:00 PST,+30.1117
2000-01-01 07:24:00 PST,+30.1228
2000-01-01 07:25:00 PST,+30.1345
2000-01-01 07:26:00 PST,+30.1468
2000-01-01 07:27:00 PST,+30.1597
2000-01-01 07:28:00 PST,+30.1732
2000-01-01 07:29:00 PST,+30.1873
2000-01-01 07:30:00 PST,+30.202
2000-01-01 07:31:00 PST,+30.2173
2000-01-01 07:32:00 PST,+30.2332
2000-01-01 07:33:00 PST,+30.2497
2000-01-01 07:34:00 PST,+30.2668
2000-01-01 07:35:00 PST,+30.2845
2000-01-01 07:36:00 PST,+30.3028
2000-01-01 07:37:00 PST,+30.3217
2000-01-01 07:38:00 PST,+30.3412
2000-01-01 07:39:00 PST,+30.3613
2000-01-01 07:40:00 PST,+30.382
2000-01-01 07:41:00 PST,+30.4033
2000-01-01 07:42:00 PST,+30.4252
2000-01-01 07:43:00 PST,+30.4477
2000-01-01 07:44:00 PST,+30.4708
2000-01-01 07:45:00 PST,+30.4945
2000-01-01 07:46:00 PST,+30.5188
2000-01-01 07:47:00 PST,+30.5437
2000-01-01 07:48:00 PST,+30.5692
2000-01-01 07:49:00 PST,+30.5953
2000-01-01 07:50:00 PST,+30.622
2000-01-01 07:51:00 PST,+30.6493
2000-01-01 07:52:00 PST,+30.6772
2000-01-01 07:53:00 PST,+30.7057
2000-01-01 07:54:00 PST,+30.7348
2000-01-01 07:55:00 PST,+30.7645
2000-01-01 07:56:00 PST,+30.7948
2000-01-01 07:57:00 PST,+30.8257
2000-01-01 07:58:00 PST,+30.8572
2000-01-01 07:59:00 PST,+30.8893
2000-01-01 08:00:00 PST,+30.922
2000-01-01 08:01:00 PST,+30.973
2000-01-01 08:02:00 PST,+31.024
2000-01-01 08:03:00 PST,+31.075
2000-01-01 08:04:00 PST,+31.126
2000-01-01 08:05:00 PST,+31.177
2000-01-01 08:06:00 PST,+31.228
2000-01-01 08:07:00 PST,+31.279
2000-01-01 08:08:00 PST,+31.33
2000-01-01 08:09:00 PST,+31.381
2000-01-01 08:10:00 PST,+31.432
