# file...... Voltage_646.csv
# date...... Wed Dec 01 07:49:57 2010
# user...... D3P313
# host...... (null)
# target.... node 45
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2412.88,-30.4131,-1243.02,-2086.9,-1200.98,+2110.96
2000-01-01 00:01:00 PST,+2412.95,-30.4588,-1235.34,-2073.94,-1193.45,+2097.79
2000-01-01 00:02:00 PST,+2412.38,-30.6395,-1228.26,-2060.36,-1193.74,+2097.88
2000-01-01 00:03:00 PST,+2408.24,-37.7813,-1230.73,-2058.34,-1185.65,+2095.64
2000-01-01 00:04:00 PST,+2408.48,-38.0838,-1230.21,-2059.03,-1185.48,+2095.37
2000-01-01 00:05:00 PST,+2386.4,-40.5988,-1226.57,-2046.9,-1185.94,+2077.34
2000-01-01 00:06:00 PST,+2402.22,-36.984,-1226.52,-2045.09,-1194.79,+2091.91
2000-01-01 00:07:00 PST,+2418.97,-33.2326,-1225.67,-2042.59,-1194.29,+2093.43
2000-01-01 00:08:00 PST,+2419.63,-32.5103,-1224.85,-2043.39,-1194.6,+2093.3
2000-01-01 00:09:00 PST,+2422.35,-28.3419,-1222.88,-2043.07,-1195.03,+2094.34
2000-01-01 00:10:00 PST,+2424.9,-21.5383,-1221.61,-2040.03,-1198.03,+2096.76
2000-01-01 00:11:00 PST,+2425.66,-18.0878,-1221.74,-2039.5,-1202.72,+2097.82
2000-01-01 00:12:00 PST,+2432.27,-12.3472,-1216.23,-2042.75,-1201.27,+2098.53
2000-01-01 00:13:00 PST,+2427.09,-13.4916,-1229.8,-2043.02,-1196.02,+2100.96
2000-01-01 00:14:00 PST,+2422.93,-17.3062,-1232.65,-2041.39,-1196.55,+2100.22
2000-01-01 00:15:00 PST,+2423.64,-19.4448,-1230.67,-2044.69,-1194.12,+2098.55
2000-01-01 00:16:00 PST,+2423.86,-22.0473,-1229.29,-2048.57,-1192.6,+2096.64
2000-01-01 00:17:00 PST,+2423.34,-24.8281,-1227.66,-2055.14,-1195.73,+2094.42
2000-01-01 00:18:00 PST,+2431.19,-22.6034,-1219.36,-2067.71,-1195.66,+2092.08
2000-01-01 00:19:00 PST,+2433.51,-20.5949,-1217.31,-2069.29,-1195.83,+2092.31
2000-01-01 00:20:00 PST,+2416.84,-22.0748,-1218.64,-2068.42,-1195.56,+2092.06
2000-01-01 00:21:00 PST,+2415.34,-21.3835,-1220.51,-2066.11,-1197.44,+2092.88
2000-01-01 00:22:00 PST,+2415.82,-19.5869,-1220.78,-2064.14,-1198.7,+2093.93
2000-01-01 00:23:00 PST,+2415.93,-18.5789,-1221.06,-2062.93,-1198.73,+2094.51
2000-01-01 00:24:00 PST,+2412.18,-18.9281,-1225.4,-2057.52,-1200.16,+2095.74
2000-01-01 00:25:00 PST,+2405.3,-19.9957,-1233.06,-2044.71,-1200.68,+2098.64
2000-01-01 00:26:00 PST,+2406.59,-22.429,-1231.18,-2046.4,-1194.73,+2097.21
2000-01-01 00:27:00 PST,+2405.42,-24.0053,-1231.66,-2046.37,-1193.9,+2096.7
2000-01-01 00:28:00 PST,+2406.98,-25.1885,-1229.54,-2049.47,-1191.73,+2095.52
2000-01-01 00:29:00 PST,+2410.67,-24.6851,-1225.68,-2053.79,-1189.51,+2094.53
2000-01-01 00:30:00 PST,+2409.93,-28.4325,-1224.99,-2057.43,-1187.34,+2092.43
2000-01-01 00:31:00 PST,+2410.9,-26.1237,-1225.26,-2055.18,-1184.98,+2093.45
2000-01-01 00:32:00 PST,+2409.95,-24.4926,-1226.95,-2052.71,-1187.95,+2094.7
2000-01-01 00:33:00 PST,+2411.4,-22.6084,-1225.64,-2054.86,-1190.18,+2094.74
2000-01-01 00:34:00 PST,+2405.57,-29.1563,-1228.89,-2056.93,-1193.53,+2092.47
2000-01-01 00:35:00 PST,+2402.04,-29.5671,-1233.06,-2052.36,-1194.13,+2093.45
2000-01-01 00:36:00 PST,+2415.27,-35.0302,-1232.29,-2058.63,-1195.68,+2090.44
2000-01-01 00:37:00 PST,+2413.79,-29.6787,-1236.56,-2045.22,-1196.66,+2095.27
2000-01-01 00:38:00 PST,+2417.34,-27.0652,-1234.12,-2045.7,-1193.51,+2095.75
2000-01-01 00:39:00 PST,+2420.73,-24.5112,-1231.94,-2044.4,-1189.43,+2096.59
2000-01-01 00:40:00 PST,+2420.99,-25.2395,-1231.37,-2045.52,-1188.71,+2096.07
2000-01-01 00:41:00 PST,+2424.35,-22.4948,-1228.71,-2047.53,-1188.6,+2096.42
2000-01-01 00:42:00 PST,+2425.81,-23.3323,-1226.07,-2053.89,-1190.34,+2094.75
2000-01-01 00:43:00 PST,+2427.57,-22.567,-1224.36,-2055.38,-1189.19,+2094.57
2000-01-01 00:44:00 PST,+2430.18,-19.0021,-1222.1,-2059.65,-1194.48,+2094.87
2000-01-01 00:45:00 PST,+2426.32,-20.597,-1225.63,-2056.25,-1196.94,+2095.31
2000-01-01 00:46:00 PST,+2420.34,-28.8994,-1229.41,-2055.34,-1192.56,+2092.83
2000-01-01 00:47:00 PST,+2416.58,-26.8347,-1235.01,-2043.31,-1190.99,+2096.17
2000-01-01 00:48:00 PST,+2410.38,-36.2724,-1237.68,-2047.22,-1190.34,+2092.37
2000-01-01 00:49:00 PST,+2423.66,-39.643,-1238.56,-2045.02,-1185.35,+2091.98
2000-01-01 00:50:00 PST,+2419.55,-41.0623,-1242.7,-2036.99,-1183.35,+2093.29
2000-01-01 00:51:00 PST,+2426.9,-32.1319,-1238.99,-2035.81,-1182.98,+2096.18
2000-01-01 00:52:00 PST,+2425.27,-32.4814,-1239.64,-2039.35,-1190.65,+2095.76
2000-01-01 00:53:00 PST,+2427.17,-33.2843,-1237.02,-2044.05,-1191.17,+2094.47
2000-01-01 00:54:00 PST,+2432.23,-29.4094,-1233.05,-2046.84,-1190.67,+2094.95
2000-01-01 00:55:00 PST,+2439.89,-22.306,-1227.43,-2050.27,-1190.4,+2096.24
2000-01-01 00:56:00 PST,+2441.36,-20.9389,-1226.39,-2051.11,-1190,+2096.41
2000-01-01 00:57:00 PST,+2425.42,-24.2201,-1226.04,-2053.91,-1188.97,+2094.72
2000-01-01 00:58:00 PST,+2425.09,-24.5,-1225.99,-2057.73,-1191.1,+2093.81
2000-01-01 00:59:00 PST,+2422.64,-27.4729,-1227.46,-2054.88,-1189.6,+2093.51
2000-01-01 01:00:00 PST,+2416.15,-31.1239,-1233.04,-2049.49,-1191.63,+2093.8
2000-01-01 01:01:00 PST,+2416.41,-29.5743,-1234.02,-2043.54,-1188.05,+2095.45
2000-01-01 01:02:00 PST,+2414.14,-30.4247,-1236.56,-2039.34,-1185.41,+2095.96
2000-01-01 01:03:00 PST,+2410.41,-32.3868,-1240.24,-2032.9,-1182.85,+2096.69
2000-01-01 01:04:00 PST,+2425.01,-28.1052,-1242.25,-2027.68,-1185.73,+2099.54
2000-01-01 01:05:00 PST,+2424.49,-29.9174,-1249.51,-2042.43,-1184.75,+2098.5
2000-01-01 01:06:00 PST,+2427.64,-33.1619,-1245.1,-2049.32,-1179.46,+2095.55
2000-01-01 01:07:00 PST,+2423.08,-38.1826,-1247.1,-2053.21,-1185.18,+2093.57
2000-01-01 01:08:00 PST,+2424.05,-39.8525,-1245.6,-2055.21,-1181.99,+2092.41
2000-01-01 01:09:00 PST,+2412.68,-52.1129,-1260.26,-2073.23,-1191.43,+2085.46
2000-01-01 01:10:00 PST,+2428.25,-54.2459,-1251.06,-2063.92,-1198.39,+2097.07
2000-01-01 01:11:00 PST,+2427.49,-49.317,-1245.86,-2047.36,-1207.09,+2099.81
2000-01-01 01:12:00 PST,+2436.56,-42.0641,-1232.48,-2032.84,-1199.13,+2101.84
2000-01-01 01:13:00 PST,+2438.62,-41.5134,-1230.61,-2035.89,-1198.98,+2101.25
2000-01-01 01:14:00 PST,+2444.63,-33.6288,-1219.46,-2018.88,-1193.31,+2106.95
2000-01-01 01:15:00 PST,+2446.3,-28.705,-1227.22,-2028.92,-1194.64,+2109.05
2000-01-01 01:16:00 PST,+2449.96,-24.5174,-1233.05,-2037.95,-1190.45,+2111.11
2000-01-01 01:17:00 PST,+2434.51,-21.1886,-1242.22,-2046.46,-1191.93,+2113.23
2000-01-01 01:18:00 PST,+2432.38,-20.0819,-1244.6,-2043.8,-1196.05,+2114.43
2000-01-01 01:19:00 PST,+2429.62,-24.1497,-1245.78,-2045.22,-1196.63,+2112.93
2000-01-01 01:20:00 PST,+2430.22,-29.2322,-1243.07,-2053,-1191.99,+2109.29
2000-01-01 01:21:00 PST,+2424.09,-34.0476,-1247.51,-2050.58,-1194.16,+2108.37
2000-01-01 01:22:00 PST,+2415.56,-42.7032,-1252.6,-2050.79,-1197.42,+2105.85
2000-01-01 01:23:00 PST,+2427.31,-47.405,-1254.19,-2050.01,-1195.88,+2104.55
