# file...... branch_2_meters.csv
# date...... Tue May 24 11:13:25 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_2_meter_1:measured_voltage_A, branch_2_meter_1:measured_current_A, branch_2_meter_1:measured_power_A, branch_2_meter_2:measured_voltage_A, branch_2_meter_2:measured_current_A, branch_2_meter_2:measured_power_A, branch_2_meter_3:measured_voltage_A, branch_2_meter_3:measured_current_A, branch_2_meter_3:measured_power_A
2009-01-01 00:00:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:01:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:02:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:03:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:04:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:05:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:06:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:07:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:08:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:09:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:10:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:11:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:12:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:13:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:14:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:15:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:16:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:17:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:18:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:19:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:20:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:21:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:22:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:23:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:24:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:25:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:26:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:27:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:28:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:29:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:30:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:31:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:32:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:33:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:34:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:35:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:36:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:37:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:38:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:39:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:40:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:41:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
