# file...... branch_2_meters.csv
# date...... Tue May 24 11:13:25 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_2_meter_1:measured_voltage_A, branch_2_meter_1:measured_current_A, branch_2_meter_1:measured_power_A, branch_2_meter_2:measured_voltage_A, branch_2_meter_2:measured_current_A, branch_2_meter_2:measured_power_A, branch_2_meter_3:measured_voltage_A, branch_2_meter_3:measured_current_A, branch_2_meter_3:measured_power_A
2009-01-01 00:42:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:43:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:44:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:45:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:46:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:47:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:48:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:49:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:50:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:51:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:52:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:53:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:54:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:55:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:56:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:57:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:58:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
2009-01-01 00:59:00 PST,+7193.36-0.049647d,+45.5027-17.7916j,+351448+21.3059d,+7115.98-0.188369d,+45.5027-17.7916j,+347668+21.1672d,+7041.76-0.59862d,+11.5107-12.9019j,+121754+47.663d
