# file...... b1m1_house_data.csv
# date...... Thu Jun  9 10:40:14 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,b1m1_house:air_temperature, b1m1_house:outdoor_temperature, b1m1_house:is_COOL_on, b1m1_house:cooling_setpoint, b1m1_house_meter:measured_real_power, b1m1_house_meter:measured_real_energy
2009-08-08 04:30:00 PDT,+73.4419,+63.052,+0,+75,+944.952,+0
2009-08-08 04:31:00 PDT,+73.2462,+63.085,+0,+75,+944.952,+15.7492
2009-08-08 04:32:00 PDT,+73.0922,+63.118,+0,+75,+944.952,+31.4984
2009-08-08 04:33:00 PDT,+72.9705,+63.151,+0,+75,+944.952,+47.2476
2009-08-08 04:34:00 PDT,+72.8737,+63.184,+0,+75,+944.952,+62.9968
2009-08-08 04:35:00 PDT,+72.7963,+63.217,+0,+75,+944.952,+78.746
2009-08-08 04:36:00 PDT,+72.7339,+63.25,+0,+75,+944.952,+94.4952
2009-08-08 04:37:00 PDT,+72.6832,+63.283,+0,+75,+944.952,+110.244
2009-08-08 04:38:00 PDT,+72.6417,+63.316,+0,+75,+944.952,+125.994
2009-08-08 04:39:00 PDT,+72.6073,+63.349,+0,+75,+944.952,+141.743
2009-08-08 04:40:00 PDT,+72.5786,+63.382,+0,+75,+944.952,+157.492
2009-08-08 04:41:00 PDT,+72.5543,+63.415,+0,+75,+944.952,+173.241
2009-08-08 04:42:00 PDT,+72.5335,+63.448,+0,+75,+944.952,+188.99
2009-08-08 04:43:00 PDT,+72.5156,+63.481,+0,+75,+944.952,+204.74
2009-08-08 04:44:00 PDT,+72.5,+63.514,+0,+75,+944.952,+220.489
2009-08-08 04:45:00 PDT,+72.4862,+63.547,+0,+75,+944.952,+236.238
2009-08-08 04:46:00 PDT,+72.474,+63.58,+0,+75,+944.952,+251.987
2009-08-08 04:47:00 PDT,+72.4632,+63.613,+0,+75,+944.952,+267.736
2009-08-08 04:48:00 PDT,+72.4534,+63.646,+0,+75,+944.952,+283.486
2009-08-08 04:49:00 PDT,+72.4446,+63.679,+0,+75,+946.517,+299.235
2009-08-08 04:50:00 PDT,+72.4367,+63.712,+0,+75,+946.517,+315.01
2009-08-08 04:51:00 PDT,+72.4296,+63.745,+0,+75,+946.517,+330.785
2009-08-08 04:52:00 PDT,+72.4232,+63.778,+0,+75,+946.517,+346.561
2009-08-08 04:53:00 PDT,+72.4174,+63.811,+0,+75,+946.517,+362.336
2009-08-08 04:54:00 PDT,+72.4122,+63.844,+0,+75,+946.517,+378.111
2009-08-08 04:55:00 PDT,+72.4075,+63.877,+0,+75,+946.517,+393.887
2009-08-08 04:56:00 PDT,+72.4034,+63.91,+0,+75,+946.517,+409.662
2009-08-08 04:57:00 PDT,+72.3998,+63.943,+0,+75,+946.517,+425.437
2009-08-08 04:58:00 PDT,+72.3967,+63.976,+0,+75,+946.517,+441.212
2009-08-08 04:59:00 PDT,+72.3941,+64.009,+0,+75,+946.517,+456.988
2009-08-08 05:00:00 PDT,+72.392,+64.042,+0,+75,+946.517,+472.763
2009-08-08 05:01:00 PDT,+72.3903,+64.126,+0,+75,+946.517,+488.538
2009-08-08 05:02:00 PDT,+72.3902,+64.21,+0,+75,+946.517,+504.313
2009-08-08 05:03:00 PDT,+72.3915,+64.294,+0,+75,+946.517,+520.089
2009-08-08 05:04:00 PDT,+72.3939,+64.378,+0,+75,+946.517,+535.864
2009-08-08 05:05:00 PDT,+72.3974,+64.462,+0,+75,+946.517,+551.639
2009-08-08 05:06:00 PDT,+72.4019,+64.546,+0,+75,+946.517,+567.415
2009-08-08 05:07:00 PDT,+72.4071,+64.63,+0,+75,+946.517,+583.19
2009-08-08 05:08:00 PDT,+72.4132,+64.714,+0,+75,+946.517,+598.965
2009-08-08 05:09:00 PDT,+72.42,+64.798,+0,+75,+946.517,+614.74
2009-08-08 05:10:00 PDT,+72.4276,+64.882,+0,+75,+946.517,+630.516
2009-08-08 05:11:00 PDT,+72.4358,+64.966,+0,+75,+946.517,+646.291
2009-08-08 05:12:00 PDT,+72.4446,+65.05,+0,+75,+946.517,+662.066
2009-08-08 05:13:00 PDT,+72.4541,+65.134,+0,+75,+946.517,+677.842
2009-08-08 05:14:00 PDT,+72.4642,+65.218,+0,+75,+946.517,+693.617
2009-08-08 05:15:00 PDT,+72.4748,+65.302,+0,+75,+946.517,+709.392
2009-08-08 05:16:00 PDT,+72.4861,+65.386,+0,+75,+946.517,+725.167
2009-08-08 05:17:00 PDT,+72.498,+65.47,+0,+75,+946.517,+740.943
2009-08-08 05:18:00 PDT,+72.5104,+65.554,+0,+75,+946.517,+756.718
2009-08-08 05:19:00 PDT,+72.5234,+65.638,+0,+75,+946.517,+772.493
2009-08-08 05:20:00 PDT,+72.537,+65.722,+0,+75,+946.517,+788.269
2009-08-08 05:21:00 PDT,+72.5511,+65.806,+0,+75,+946.517,+804.044
2009-08-08 05:22:00 PDT,+72.5658,+65.89,+0,+75,+946.517,+819.819
2009-08-08 05:23:00 PDT,+72.581,+65.974,+0,+75,+946.517,+835.594
2009-08-08 05:24:00 PDT,+72.5967,+66.058,+0,+75,+946.517,+851.37
2009-08-08 05:25:00 PDT,+72.613,+66.142,+0,+75,+946.517,+867.145
2009-08-08 05:26:00 PDT,+72.6299,+66.226,+0,+75,+946.517,+882.92
2009-08-08 05:27:00 PDT,+72.6473,+66.31,+0,+75,+946.517,+898.696
