# file...... voltage_data.csv
# date...... Fri Jun 24 10:44:12 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,substation_reg:tap_A, substation_meter:measured_voltage_A, feeder_meter:measured_voltage_A, branch_1_meter_1:measured_voltage_A, branch_1_meter_2:measured_voltage_A, branch_1_meter_3:measured_voltage_A, b1m1_house_meter:voltage_1, b1m2_house_meter:voltage_1, b1m3_house_meter:voltage_1
2009-08-08 04:30:00 PDT,0,+7216-0.000108106d,+7216-0.000108216d,+7201.79-0.159652d,+7196.57-0.216548d,+7182.9-0.342328d,+124.019-0.192725d,+123.94-0.238566d,+123.682-0.401115d
2009-08-08 19:22:50 PDT,-1,+7215.99-0.000263207d,+7171.17-0.000263209d,+7124.3-0.368001d,+7102.77-0.524375d,+7042.43-0.915287d,+122.687-0.410149d,+122.325-0.563338d,+121.153-1.10775d
2009-08-08 19:22:55 PDT,-1,+7215.99-0.000263207d,+7171.17-0.000263209d,+7124.3-0.368001d,+7102.77-0.524375d,+7042.43-0.915287d,+122.687-0.410149d,+122.325-0.563338d,+121.153-1.10775d
2009-08-08 19:23:00 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914954d,+122.688-0.410045d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:05 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:10 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:15 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:20 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:25 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:30 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:35 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:40 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:45 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:50 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:23:55 PDT,-1,+7215.99-0.000263122d,+7171.17-0.000263124d,+7124.33-0.367895d,+7102.81-0.524213d,+7042.51-0.914953d,+122.688-0.410044d,+122.326-0.563176d,+121.155-1.10732d
2009-08-08 19:24:00 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367789d,+7102.84-0.524051d,+7042.58-0.91462d,+122.688-0.40994d,+122.326-0.563014d,+121.156-1.10689d
2009-08-08 19:24:05 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563014d,+121.156-1.10689d
2009-08-08 19:24:10 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563014d,+121.156-1.10689d
2009-08-08 19:24:15 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563014d,+121.156-1.10689d
2009-08-08 19:24:20 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563014d,+121.156-1.10689d
2009-08-08 19:24:25 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563013d,+121.156-1.10689d
2009-08-08 19:24:30 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563013d,+121.156-1.10689d
2009-08-08 19:24:35 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563013d,+121.156-1.10689d
2009-08-08 19:24:40 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563013d,+121.156-1.10689d
2009-08-08 19:24:45 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563013d,+121.156-1.10689d
2009-08-08 19:24:50 PDT,-1,+7215.99-0.000263037d,+7171.17-0.000263039d,+7124.35-0.367788d,+7102.84-0.524051d,+7042.58-0.914619d,+122.688-0.40994d,+122.326-0.563013d,+121.156-1.10689d
2009-08-08 19:24:55 PDT,-1,+7216-0.000177773d,+7171.18-0.000177959d,+7148.63-0.260243d,+7139.2-0.361764d,+7115.03-0.585044d,+123.106-0.302206d,+122.952-0.400478d,+122.499-0.687047d
2009-08-08 19:25:00 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:05 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:10 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:15 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:20 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:25 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:30 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:35 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:40 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:45 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:50 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:25:55 PDT,-1,+7216-0.000177775d,+7171.18-0.000177961d,+7148.63-0.260246d,+7139.2-0.361767d,+7115.03-0.585047d,+123.106-0.302211d,+122.952-0.400481d,+122.499-0.68705d
2009-08-08 19:26:00 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539166d,+7035.76-0.945488d,+122.649-0.41996d,+122.267-0.578152d,+121.03-1.14633d
2009-08-08 19:26:05 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:10 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:15 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:20 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:25 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:30 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:35 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:40 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:45 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:50 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:26:55 PDT,-1,+7215.99-0.00027102d,+7171.17-0.000271004d,+7122.06-0.377787d,+7099.42-0.539165d,+7035.76-0.945487d,+122.649-0.41996d,+122.267-0.578151d,+121.03-1.14633d
2009-08-08 19:27:00 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538989d,+7035.84-0.945123d,+122.649-0.419846d,+122.268-0.577975d,+121.031-1.14587d
2009-08-08 19:27:05 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:10 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:15 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:20 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:25 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:30 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:35 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:40 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:45 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:50 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:27:55 PDT,-1,+7215.99-0.000270927d,+7171.17-0.000270911d,+7122.09-0.377671d,+7099.46-0.538988d,+7035.84-0.945122d,+122.649-0.419845d,+122.268-0.577974d,+121.031-1.14587d
2009-08-08 19:28:00 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944758d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:05 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:10 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:15 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:20 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:25 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:30 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:35 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:40 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:45 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:50 PDT,-1,+7215.99-0.000270833d,+7171.17-0.000270818d,+7122.11-0.377555d,+7099.5-0.538811d,+7035.92-0.944757d,+122.65-0.419731d,+122.269-0.577797d,+121.033-1.1454d
2009-08-08 19:28:55 PDT,-1,+7215.99-0.00034122d,+7171.17-0.000341204d,+7122.11-0.377625d,+7099.49-0.538882d,+7035.92-0.944828d,+122.65-0.419801d,+122.269-0.577867d,+121.033-1.14547d
2009-08-08 19:29:00 PDT,-1,+7215.99-0.000341053d,+7171.17-0.000341037d,+7122.14-0.377509d,+7099.53-0.538704d,+7036-0.944462d,+122.65-0.419687d,+122.269-0.57769d,+121.034-1.145d
2009-08-08 19:29:05 PDT,-1,+7215.99-0.000341052d,+7171.17-0.000341037d,+7122.14-0.377509d,+7099.53-0.538704d,+7036-0.944462d,+122.65-0.419687d,+122.269-0.577689d,+121.034-1.145d
2009-08-08 19:29:10 PDT,-1,+7215.99-0.000341052d,+7171.17-0.000341037d,+7122.14-0.377509d,+7099.53-0.538704d,+7036-0.944462d,+122.65-0.419687d,+122.269-0.577689d,+121.034-1.145d
2009-08-08 19:29:15 PDT,-1,+7215.99-0.000341052d,+7171.17-0.000341037d,+7122.14-0.377509d,+7099.53-0.538704d,+7036-0.944462d,+122.65-0.419687d,+122.269-0.577689d,+121.034-1.145d
2009-08-08 19:29:20 PDT,-1,+7215.99-0.000341052d,+7171.17-0.000341037d,+7122.14-0.377509d,+7099.53-0.538704d,+7036-0.944462d,+122.65-0.419687d,+122.269-0.577689d,+121.034-1.145d
2009-08-08 19:29:25 PDT,-1,+7216-0.000248095d,+7171.18-0.000248281d,+7148.62-0.260328d,+7139.2-0.361849d,+7115.03-0.585129d,+123.106-0.302301d,+122.952-0.400563d,+122.499-0.687133d
2009-08-08 19:29:30 PDT,-1,+7216-0.000248095d,+7171.18-0.000248281d,+7148.62-0.260328d,+7139.2-0.361849d,+7115.03-0.585129d,+123.106-0.302301d,+122.952-0.400563d,+122.499-0.687132d
2009-08-08 19:29:35 PDT,-1,+7216-0.000248095d,+7171.18-0.000248281d,+7148.62-0.260328d,+7139.2-0.361849d,+7115.03-0.585129d,+123.106-0.302301d,+122.952-0.400563d,+122.499-0.687132d
2009-08-08 19:29:40 PDT,-1,+7216-0.000248095d,+7171.18-0.000248281d,+7148.62-0.260328d,+7139.2-0.361849d,+7115.03-0.585129d,+123.106-0.302301d,+122.952-0.400563d,+122.499-0.687132d
2009-08-08 19:29:45 PDT,-1,+7216-0.000248095d,+7171.18-0.000248281d,+7148.62-0.260328d,+7139.2-0.361849d,+7115.03-0.585129d,+123.106-0.302301d,+122.952-0.400563d,+122.499-0.687132d
2009-08-08 19:29:50 PDT,-1,+7215.99-0.000265727d,+7171.17-0.000265812d,+7141.54-0.270066d,+7132.12-0.37168d,+7107.96-0.595139d,+122.927-0.330093d,+122.831-0.410442d,+122.377-0.697225d
2009-08-08 19:29:55 PDT,-1,+7215.99-0.000265727d,+7171.17-0.000265812d,+7141.54-0.270066d,+7132.12-0.37168d,+7107.96-0.595139d,+122.927-0.330093d,+122.831-0.410441d,+122.377-0.697225d
2009-08-08 19:30:00 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270002d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:05 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270002d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:10 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270002d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:15 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270002d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:20 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270002d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:25 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270002d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:30 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270001d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:35 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270001d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:40 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270001d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:45 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270001d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:50 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270001d,+7132.14-0.371615d,+7107.97-0.595074d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:30:55 PDT,-1,+7215.99-0.000265603d,+7171.17-0.000265688d,+7141.56-0.270001d,+7132.14-0.371615d,+7107.97-0.595073d,+122.928-0.329975d,+122.831-0.410376d,+122.377-0.69716d
2009-08-08 19:31:00 PDT,-1,+7215.99-0.000265478d,+7171.17-0.000265563d,+7141.57-0.269937d,+7132.15-0.37155d,+7107.99-0.595008d,+122.928-0.329858d,+122.831-0.410311d,+122.378-0.697094d
2009-08-08 19:31:05 PDT,-1,+7215.99-0.000265478d,+7171.17-0.000265563d,+7141.57-0.269937d,+7132.15-0.37155d,+7107.99-0.595008d,+122.928-0.329858d,+122.831-0.410311d,+122.378-0.697094d
2009-08-08 19:31:10 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:15 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:20 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:25 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:30 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:35 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:40 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:45 PDT,-1,+7216-0.000195313d,+7171.18-0.000195398d,+7141.58-0.269866d,+7132.15-0.371479d,+7107.99-0.594938d,+122.928-0.329787d,+122.831-0.410241d,+122.378-0.697024d
2009-08-08 19:31:50 PDT,-1,+7216-0.000177786d,+7171.18-0.000177972d,+7148.63-0.260264d,+7139.2-0.361785d,+7115.03-0.585065d,+123.106-0.30224d,+122.952-0.400499d,+122.499-0.687068d
2009-08-08 19:31:55 PDT,-1,+7216-0.000177786d,+7171.18-0.000177972d,+7148.63-0.260264d,+7139.2-0.361785d,+7115.03-0.585065d,+123.106-0.30224d,+122.952-0.400499d,+122.499-0.687068d
2009-08-08 19:32:00 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:05 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:10 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:15 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:20 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:25 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:30 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:35 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
2009-08-08 19:32:40 PDT,-1,+7216-0.000177787d,+7171.18-0.000177974d,+7148.62-0.260267d,+7139.2-0.361788d,+7115.03-0.585068d,+123.106-0.302245d,+122.952-0.400502d,+122.499-0.687071d
