# file...... Distribution_Trans_Losses.csv
# date...... Wed Dec 01 12:18:16 2010
# user...... D3P313
# host...... (null)
# group..... class=transformer AND groupid=Distribution_Trans
# trigger... (none)
# interval.. 60
# limit..... 100000
# property.. timestamp,sum(power_losses_A.real),sum(power_losses_B.real),sum(power_losses_C.real),sum(power_losses_A.imag),sum(power_losses_B.imag),sum(power_losses_C.imag)
2000-01-01 00:00:00 PST,+145.213,+144.768,+101.043,+287.977,+279.102,+183.188
2000-01-01 00:01:00 PST,+145.208,+143.109,+99.8401,+287.885,+276.357,+181.236
2000-01-01 00:02:00 PST,+145.773,+142.157,+99.8382,+292.305,+278.51,+181.086
2000-01-01 00:03:00 PST,+158.988,+150.72,+111.778,+385.491,+336.579,+266.007
2000-01-01 00:04:00 PST,+158.989,+149.804,+111.706,+385.271,+330.001,+265.802
2000-01-01 00:05:00 PST,+174.624,+153.129,+109.747,+515.751,+366.097,+267.371
2000-01-01 00:06:00 PST,+169.856,+152.921,+108.443,+475.103,+366.615,+251.129
2000-01-01 00:07:00 PST,+165.984,+153.855,+108.696,+439.13,+375.927,+251.977
2000-01-01 00:08:00 PST,+163.829,+151.719,+107.632,+423.906,+361.149,+244.867
2000-01-01 00:09:00 PST,+156.282,+148.342,+104.573,+370.547,+339.397,+223.744
2000-01-01 00:10:00 PST,+146.876,+145.409,+99.1539,+304.437,+323.034,+184.998
2000-01-01 00:11:00 PST,+141.216,+143.283,+94.3049,+265.992,+308.994,+149.659
2000-01-01 00:12:00 PST,+133.264,+134.913,+92.688,+205.344,+254.034,+138.511
2000-01-01 00:13:00 PST,+141.976,+155.924,+100.863,+269.546,+394.206,+194.284
2000-01-01 00:14:00 PST,+148.728,+161.456,+102.629,+319.336,+430.103,+206.98
2000-01-01 00:15:00 PST,+150.871,+157.57,+104.667,+333.551,+401.459,+222.589
2000-01-01 00:16:00 PST,+152.731,+154.25,+105.941,+345.938,+377.307,+232.797
2000-01-01 00:17:00 PST,+153.235,+146.888,+101.671,+350.164,+323.839,+204.114
2000-01-01 00:18:00 PST,+140.78,+131.843,+96.6326,+258.72,+218.627,+170.764
2000-01-01 00:19:00 PST,+137.269,+128.95,+95.236,+232.472,+198.745,+161.072
