# file...... b2m3_house_data.csv
# date...... Fri Jun 24 09:48:33 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,b2m3_house:air_temperature, b2m3_house:outdoor_temperature, b2m3_house:is_COOL_on, b2m3_house:cooling_setpoint, b2m3_house_meter:measured_real_power, b2m3_house_meter:measured_real_energy
2009-08-08 04:30:00 PDT,+73,+63.052,+0,+73.5,+851.741,+0
2009-08-08 04:30:05 PDT,+72.9934,+63.052,+0,+73.5,+851.741,+1.18297
2009-08-08 04:30:10 PDT,+72.9869,+63.052,+0,+73.5,+851.741,+2.36595
2009-08-08 04:30:15 PDT,+72.9805,+63.052,+0,+73.5,+851.741,+3.54892
2009-08-08 04:30:20 PDT,+72.9742,+63.052,+0,+73.5,+851.741,+4.7319
2009-08-08 04:30:25 PDT,+72.968,+63.052,+0,+73.5,+851.741,+5.91487
2009-08-08 04:30:30 PDT,+72.9619,+63.052,+0,+73.5,+851.741,+7.09784
2009-08-08 04:30:35 PDT,+72.9559,+63.052,+0,+73.5,+851.741,+8.28082
2009-08-08 04:30:40 PDT,+72.95,+63.052,+0,+73.5,+851.741,+9.46379
2009-08-08 04:30:45 PDT,+72.9441,+63.052,+0,+73.5,+851.741,+10.6468
2009-08-08 04:30:50 PDT,+72.9384,+63.052,+0,+73.5,+851.741,+11.8297
2009-08-08 04:30:55 PDT,+72.9327,+63.052,+0,+73.5,+851.741,+13.0127
2009-08-08 04:31:00 PDT,+72.9272,+63.085,+0,+73.5,+851.741,+14.1957
2009-08-08 04:31:05 PDT,+72.9218,+63.085,+0,+73.5,+851.741,+15.3787
2009-08-08 04:31:10 PDT,+72.9164,+63.085,+0,+73.5,+851.741,+16.5616
2009-08-08 04:31:15 PDT,+72.9112,+63.085,+0,+73.5,+851.741,+17.7446
2009-08-08 04:31:20 PDT,+72.906,+63.085,+0,+73.5,+851.741,+18.9276
2009-08-08 04:31:25 PDT,+72.9009,+63.085,+0,+73.5,+851.741,+20.1106
2009-08-08 04:31:30 PDT,+72.8959,+63.085,+0,+73.5,+851.741,+21.2935
2009-08-08 04:31:35 PDT,+72.891,+63.085,+0,+73.5,+851.741,+22.4765
2009-08-08 04:31:40 PDT,+72.8861,+63.085,+0,+73.5,+851.741,+23.6595
2009-08-08 04:31:45 PDT,+72.8813,+63.085,+0,+73.5,+851.741,+24.8425
2009-08-08 04:31:50 PDT,+72.8766,+63.085,+0,+73.5,+851.741,+26.0254
2009-08-08 04:31:55 PDT,+72.872,+63.085,+0,+73.5,+851.741,+27.2084
2009-08-08 04:32:00 PDT,+72.8674,+63.118,+0,+73.5,+851.741,+28.3914
2009-08-08 04:32:05 PDT,+72.8629,+63.118,+0,+73.5,+851.741,+29.5743
2009-08-08 04:32:10 PDT,+72.8586,+63.118,+0,+73.5,+851.741,+30.7573
2009-08-08 04:32:15 PDT,+72.8543,+63.118,+0,+73.5,+851.741,+31.9403
2009-08-08 04:32:20 PDT,+72.85,+63.118,+0,+73.5,+851.741,+33.1233
2009-08-08 04:32:25 PDT,+72.8458,+63.118,+0,+73.5,+851.741,+34.3062
2009-08-08 04:32:30 PDT,+72.8417,+63.118,+0,+73.5,+851.741,+35.4892
2009-08-08 04:32:35 PDT,+72.8377,+63.118,+0,+73.5,+851.741,+36.6722
2009-08-08 04:32:40 PDT,+72.8337,+63.118,+0,+73.5,+851.741,+37.8552
2009-08-08 04:32:45 PDT,+72.8297,+63.118,+0,+73.5,+851.741,+39.0381
2009-08-08 04:32:50 PDT,+72.8258,+63.118,+0,+73.5,+851.741,+40.2211
2009-08-08 04:32:55 PDT,+72.822,+63.118,+0,+73.5,+851.741,+41.4041
2009-08-08 04:33:00 PDT,+72.8183,+63.151,+0,+73.5,+851.741,+42.5871
2009-08-08 04:33:05 PDT,+72.8146,+63.151,+0,+73.5,+851.741,+43.77
2009-08-08 04:33:10 PDT,+72.811,+63.151,+0,+73.5,+851.741,+44.953
2009-08-08 04:33:15 PDT,+72.8075,+63.151,+0,+73.5,+851.741,+46.136
2009-08-08 04:33:20 PDT,+72.804,+63.151,+0,+73.5,+851.741,+47.319
2009-08-08 04:33:25 PDT,+72.8006,+63.151,+0,+73.5,+851.741,+48.5019
2009-08-08 04:33:30 PDT,+72.7972,+63.151,+0,+73.5,+851.741,+49.6849
2009-08-08 04:33:35 PDT,+72.7939,+63.151,+0,+73.5,+851.741,+50.8679
2009-08-08 04:33:40 PDT,+72.7906,+63.151,+0,+73.5,+851.741,+52.0509
2009-08-08 04:33:45 PDT,+72.7873,+63.151,+0,+73.5,+851.741,+53.2338
2009-08-08 04:33:50 PDT,+72.7841,+63.151,+0,+73.5,+851.741,+54.4168
2009-08-08 04:33:55 PDT,+72.781,+63.151,+0,+73.5,+851.741,+55.5998
2009-08-08 04:34:00 PDT,+72.7779,+63.184,+0,+73.5,+851.741,+56.7827
2009-08-08 04:34:05 PDT,+72.7749,+63.184,+0,+73.5,+851.993,+57.9657
2009-08-08 04:34:10 PDT,+72.772,+63.184,+0,+73.5,+851.993,+59.149
2009-08-08 04:34:15 PDT,+72.7691,+63.184,+0,+73.5,+851.993,+60.3324
2009-08-08 04:34:20 PDT,+72.7662,+63.184,+0,+73.5,+851.993,+61.5157
2009-08-08 04:34:25 PDT,+72.7634,+63.184,+0,+73.5,+851.993,+62.699
2009-08-08 04:34:30 PDT,+72.7606,+63.184,+0,+73.5,+851.993,+63.8823
2009-08-08 04:34:35 PDT,+72.7579,+63.184,+0,+73.5,+851.993,+65.0657
2009-08-08 04:34:40 PDT,+72.7552,+63.184,+0,+73.5,+851.993,+66.249
2009-08-08 04:34:45 PDT,+72.7525,+63.184,+0,+73.5,+851.993,+67.4323
2009-08-08 04:34:50 PDT,+72.7499,+63.184,+0,+73.5,+851.993,+68.6156
