# file...... HVAC_Data.csv
# date...... Tue Nov 02 09:17:01 2010
# user...... D3P313
# host...... (null)
# group..... class=house
# trigger... (none)
# interval.. 60
# limit..... 2880
# property.. timestamp,sum(hvac_power.real),sum(hvac_power.imag),sum(is_HEAT_on),sum(is_AUX_on),sum(is_COOL_on) 
2000-08-01 05:51:00 PDT,+1.57942,+0.460665,+5,+0,+0
2000-08-01 05:52:00 PDT,+0.948389,+0.276613,+3,+0,+0
2000-08-01 05:53:00 PDT,+0.633504,+0.184772,+2,+0,+0
2000-08-01 05:54:00 PDT,+0.631913,+0.184308,+2,+0,+0
2000-08-01 05:55:00 PDT,+0.316287,+0.0922505,+1,+0,+0
2000-08-01 05:56:00 PDT,+1.26368,+0.368575,+4,+0,+0
2000-08-01 05:57:00 PDT,+1.26452,+0.368818,+4,+0,+0
2000-08-01 05:58:00 PDT,+1.5771,+0.459988,+5,+0,+0
2000-08-01 05:59:00 PDT,+1.57398,+0.459077,+5,+0,+0
2000-08-01 06:00:00 PDT,+0.3136,+0.0914667,+1,+0,+0
2000-08-01 06:01:00 PDT,+0.417325,+0.12172,+1,+0,+0
2000-08-01 06:02:00 PDT,+6.07804,+1.54042,+1,+0,+1
2000-08-01 06:03:00 PDT,+6.08298,+1.54164,+1,+0,+1
2000-08-01 06:04:00 PDT,+5.69159,+1.42645,+0,+0,+1
2000-08-01 06:05:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:06:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:07:00 PDT,+0.315762,+0.0920973,+1,+0,+0
2000-08-01 06:08:00 PDT,+0.315671,+0.0920707,+1,+0,+0
2000-08-01 06:09:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:10:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:11:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:12:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:13:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:14:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:15:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:16:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:17:00 PDT,+2.639,+0.661396,+0,+0,+1
2000-08-01 06:18:00 PDT,+2.64114,+0.661932,+0,+0,+1
2000-08-01 06:19:00 PDT,+2.64386,+0.662615,+0,+0,+1
2000-08-01 06:20:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:21:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:22:00 PDT,+0.210926,+0.0615201,+1,+0,+0
2000-08-01 06:23:00 PDT,+0.210905,+0.0615139,+1,+0,+0
2000-08-01 06:24:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:25:00 PDT,+3.1589,+0.791694,+0,+0,+1
2000-08-01 06:26:00 PDT,+5.81849,+1.45825,+0,+0,+2
2000-08-01 06:27:00 PDT,+5.82349,+1.4595,+0,+0,+2
2000-08-01 06:28:00 PDT,+10.3264,+2.58803,+0,+0,+3
2000-08-01 06:29:00 PDT,+7.67023,+1.92234,+0,+0,+2
2000-08-01 06:30:00 PDT,+4.50645,+1.12942,+0,+0,+1
2000-08-01 06:31:00 PDT,+4.7208,+1.19178,+1,+0,+1
2000-08-01 06:32:00 PDT,+3.11508,+0.797988,+2,+0,+1
2000-08-01 06:33:00 PDT,+2.90524,+0.736749,+1,+0,+1
2000-08-01 06:34:00 PDT,+3.01288,+0.768035,+1,+0,+1
2000-08-01 06:35:00 PDT,+3.01392,+0.768295,+1,+0,+1
2000-08-01 06:36:00 PDT,+2.70063,+0.676843,+0,+0,+1
2000-08-01 06:37:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:38:00 PDT,+0,+0,+0,+0,+0
2000-08-01 06:39:00 PDT,+6.31624,+1.59163,+1,+0,+2
2000-08-01 06:40:00 PDT,+6.31953,+1.59245,+1,+0,+2
2000-08-01 06:41:00 PDT,+6.11422,+1.53237,+0,+0,+2
2000-08-01 06:42:00 PDT,+8.14607,+2.0416,+0,+0,+2
2000-08-01 06:43:00 PDT,+8.14767,+2.042,+0,+0,+2
2000-08-01 06:44:00 PDT,+4.93034,+1.24431,+1,+0,+1
2000-08-01 06:45:00 PDT,+4.93433,+1.2453,+1,+0,+1
2000-08-01 06:46:00 PDT,+5.05057,+1.27877,+1,+0,+1
2000-08-01 06:47:00 PDT,+19.4865,+4.89678,+1,+0,+5
2000-08-01 06:48:00 PDT,+22.1827,+5.57248,+1,+0,+6
2000-08-01 06:49:00 PDT,+25.4992,+6.40367,+1,+0,+7
2000-08-01 06:50:00 PDT,+20.4446,+5.1239,+0,+0,+6
2000-08-01 06:51:00 PDT,+6.5136,+1.63246,+0,+0,+2
2000-08-01 06:52:00 PDT,+3.62387,+0.92124,+1,+0,+1
2000-08-01 06:53:00 PDT,+5.01776,+1.31395,+5,+0,+1
2000-08-01 06:54:00 PDT,+11.4571,+2.92338,+5,+0,+3
2000-08-01 06:55:00 PDT,+14.8409,+3.73675,+2,+0,+4
2000-08-01 06:56:00 PDT,+14.6314,+3.6756,+1,+0,+4
2000-08-01 06:57:00 PDT,+13.486,+3.3799,+0,+0,+4
2000-08-01 06:58:00 PDT,+9.66804,+2.42304,+0,+0,+3
2000-08-01 06:59:00 PDT,+9.7987,+2.46882,+1,+0,+3
2000-08-01 07:00:00 PDT,+7.40869,+1.88283,+2,+0,+2
2000-08-01 07:01:00 PDT,+4.29658,+1.11149,+3,+0,+1
2000-08-01 07:02:00 PDT,+3.29913,+0.857193,+3,+0,+1
2000-08-01 07:03:00 PDT,+2.9782,+0.763775,+2,+0,+1
2000-08-01 07:04:00 PDT,+2.76535,+0.70175,+1,+0,+1
2000-08-01 07:05:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:06:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:07:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:08:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:09:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:10:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:11:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:12:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:13:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:14:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:15:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:16:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:17:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:18:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:19:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:20:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:21:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:22:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:23:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:24:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:25:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:26:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:27:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:28:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:29:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:30:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:31:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:32:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:33:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:34:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:35:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:36:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:37:00 PDT,+3.19452,+0.800623,+0,+0,+1
2000-08-01 07:38:00 PDT,+3.19333,+0.800324,+0,+0,+1
2000-08-01 07:39:00 PDT,+3.19367,+0.800408,+0,+0,+1
2000-08-01 07:40:00 PDT,+3.19307,+0.800259,+0,+0,+1
2000-08-01 07:41:00 PDT,+3.19269,+0.800164,+0,+0,+1
2000-08-01 07:42:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:43:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:44:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:45:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:46:00 PDT,+0,+0,+0,+0,+0
2000-08-01 07:47:00 PDT,+4.46332,+1.11861,+0,+0,+1
2000-08-01 07:48:00 PDT,+4.46116,+1.11807,+0,+0,+1
2000-08-01 07:49:00 PDT,+4.46275,+1.11847,+0,+0,+1
2000-08-01 07:50:00 PDT,+4.464,+1.11878,+0,+0,+1
2000-08-01 07:51:00 PDT,+5.87909,+1.47344,+0,+0,+2
2000-08-01 07:52:00 PDT,+5.87899,+1.47341,+0,+0,+2
2000-08-01 07:53:00 PDT,+5.8802,+1.47372,+0,+0,+2
2000-08-01 07:54:00 PDT,+9.91147,+2.48405,+0,+0,+3
2000-08-01 07:55:00 PDT,+7.40717,+1.85641,+0,+0,+2
2000-08-01 07:56:00 PDT,+4.03021,+1.01007,+0,+0,+1
2000-08-01 07:57:00 PDT,+4.03129,+1.01034,+0,+0,+1
2000-08-01 07:58:00 PDT,+3.38514,+0.848397,+0,+0,+1
2000-08-01 07:59:00 PDT,+3.38547,+0.848478,+0,+0,+1
2000-08-01 08:00:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:01:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:02:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:03:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:04:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:05:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:06:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:07:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:08:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:09:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:10:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:11:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:12:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:13:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:14:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:15:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:16:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:17:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:18:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:19:00 PDT,+3.22921,+0.809316,+0,+0,+1
2000-08-01 08:20:00 PDT,+3.23328,+0.810337,+0,+0,+1
2000-08-01 08:21:00 PDT,+3.23671,+0.811195,+0,+0,+1
2000-08-01 08:22:00 PDT,+3.24027,+0.812087,+0,+0,+1
2000-08-01 08:23:00 PDT,+3.24486,+0.813238,+0,+0,+1
2000-08-01 08:24:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:25:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:26:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:27:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:28:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:29:00 PDT,+0,+0,+0,+0,+0
2000-08-01 08:30:00 PDT,+3.35712,+0.841373,+0,+0,+1
2000-08-01 08:31:00 PDT,+3.36031,+0.842173,+0,+0,+1
2000-08-01 08:32:00 PDT,+3.36413,+0.843131,+0,+0,+1
2000-08-01 08:33:00 PDT,+3.36772,+0.844031,+0,+0,+1
2000-08-01 08:34:00 PDT,+3.37132,+0.844932,+0,+0,+1
2000-08-01 08:35:00 PDT,+4.40022,+1.1028,+0,+0,+1
2000-08-01 08:36:00 PDT,+4.40525,+1.10406,+0,+0,+1
2000-08-01 08:37:00 PDT,+4.41071,+1.10543,+0,+0,+1
2000-08-01 08:38:00 PDT,+4.41644,+1.10686,+0,+0,+1
2000-08-01 08:39:00 PDT,+4.76026,+1.19303,+0,+0,+1
2000-08-01 08:40:00 PDT,+4.76179,+1.19342,+0,+0,+1
2000-08-01 08:41:00 PDT,+7.42861,+1.86178,+0,+0,+2
2000-08-01 08:42:00 PDT,+7.43516,+1.86343,+0,+0,+2
2000-08-01 08:43:00 PDT,+9.19252,+2.30386,+0,+0,+3
2000-08-01 08:44:00 PDT,+16.225,+4.06636,+0,+0,+5
2000-08-01 08:45:00 PDT,+13.5636,+3.39936,+0,+0,+4
2000-08-01 08:46:00 PDT,+10.4728,+2.62474,+0,+0,+3
2000-08-01 08:47:00 PDT,+10.6521,+2.66966,+0,+0,+3
2000-08-01 08:48:00 PDT,+6.94897,+1.74157,+0,+0,+2
2000-08-01 08:49:00 PDT,+3.61721,+0.906557,+0,+0,+1
2000-08-01 08:50:00 PDT,+3.61969,+0.90718,+0,+0,+1
2000-08-01 08:51:00 PDT,+3.62249,+0.907882,+0,+0,+1
2000-08-01 08:52:00 PDT,+3.48903,+0.874433,+0,+0,+1
2000-08-01 08:53:00 PDT,+3.49082,+0.874883,+0,+0,+1
2000-08-01 08:54:00 PDT,+6.92686,+1.73603,+0,+0,+2
2000-08-01 08:55:00 PDT,+6.93093,+1.73705,+0,+0,+2
2000-08-01 08:56:00 PDT,+7.58819,+1.90178,+0,+0,+2
2000-08-01 08:57:00 PDT,+15.3718,+3.85253,+0,+0,+4
2000-08-01 08:58:00 PDT,+23.7153,+5.94362,+0,+0,+6
2000-08-01 08:59:00 PDT,+23.9232,+5.99571,+0,+0,+6
2000-08-01 09:00:00 PDT,+16.4847,+4.13147,+0,+0,+4
2000-08-01 09:01:00 PDT,+6.34125,+1.58927,+0,+0,+2
2000-08-01 09:02:00 PDT,+2.69891,+0.676411,+0,+0,+1
2000-08-01 09:03:00 PDT,+2.69948,+0.676552,+0,+0,+1
2000-08-01 09:04:00 PDT,+2.69976,+0.676623,+0,+0,+1
2000-08-01 09:05:00 PDT,+0,+0,+0,+0,+0
2000-08-01 09:06:00 PDT,+0,+0,+0,+0,+0
2000-08-01 09:07:00 PDT,+0,+0,+0,+0,+0
2000-08-01 09:08:00 PDT,+0,+0,+0,+0,+0
2000-08-01 09:09:00 PDT,+3.13055,+0.78459,+0,+0,+1
2000-08-01 09:10:00 PDT,+11.4213,+2.86246,+0,+0,+3
2000-08-01 09:11:00 PDT,+14.3676,+3.60086,+0,+0,+4
2000-08-01 09:12:00 PDT,+11.2351,+2.81579,+0,+0,+3
2000-08-01 09:13:00 PDT,+11.2336,+2.81541,+0,+0,+3
2000-08-01 09:14:00 PDT,+2.9483,+0.738914,+0,+0,+1
2000-08-01 09:15:00 PDT,+7.90935,+1.98227,+0,+0,+2
2000-08-01 09:16:00 PDT,+11.6436,+2.91815,+0,+0,+3
2000-08-01 09:17:00 PDT,+11.6425,+2.91789,+0,+0,+3
2000-08-01 09:18:00 PDT,+10.2294,+2.56374,+0,+0,+3
2000-08-01 09:19:00 PDT,+10.3304,+2.58904,+0,+0,+3
2000-08-01 09:20:00 PDT,+6.97304,+1.74761,+0,+0,+2
2000-08-01 09:21:00 PDT,+11.0442,+2.76794,+0,+0,+3
2000-08-01 09:22:00 PDT,+13.889,+3.48092,+0,+0,+4
2000-08-01 09:23:00 PDT,+18.0358,+4.52021,+0,+0,+5
2000-08-01 09:24:00 PDT,+20.9008,+5.23824,+0,+0,+6
2000-08-01 09:25:00 PDT,+21.369,+5.35558,+0,+0,+6
2000-08-01 09:26:00 PDT,+23.0063,+5.76592,+0,+0,+6
2000-08-01 09:27:00 PDT,+18.8588,+4.72647,+0,+0,+5
2000-08-01 09:28:00 PDT,+21.6638,+5.42946,+0,+0,+6
2000-08-01 09:29:00 PDT,+18.7905,+4.70936,+0,+0,+5
2000-08-01 09:30:00 PDT,+15.2298,+3.81695,+0,+0,+4
2000-08-01 09:31:00 PDT,+10.7436,+2.69259,+0,+0,+3
2000-08-01 09:32:00 PDT,+6.89042,+1.7269,+0,+0,+2
2000-08-01 09:33:00 PDT,+6.5783,+1.64868,+0,+0,+2
2000-08-01 09:34:00 PDT,+6.83995,+1.71425,+0,+0,+2
2000-08-01 09:35:00 PDT,+22.0114,+5.51658,+0,+0,+6
2000-08-01 09:36:00 PDT,+18.8852,+4.73308,+0,+0,+5
2000-08-01 09:37:00 PDT,+26.0034,+6.51708,+0,+0,+7
2000-08-01 09:38:00 PDT,+25.6565,+6.43013,+0,+0,+7
2000-08-01 09:39:00 PDT,+10.4929,+2.62976,+0,+0,+3
2000-08-01 09:40:00 PDT,+10.493,+2.62979,+0,+0,+3
2000-08-01 09:41:00 PDT,+10.7306,+2.68933,+0,+0,+3
2000-08-01 09:42:00 PDT,+3.72636,+0.933914,+0,+0,+1
2000-08-01 09:43:00 PDT,+7.65477,+1.91847,+0,+0,+2
2000-08-01 09:44:00 PDT,+11.1318,+2.78988,+0,+0,+3
2000-08-01 09:45:00 PDT,+14.4735,+3.6274,+0,+0,+4
2000-08-01 09:46:00 PDT,+18.6023,+4.66217,+0,+0,+5
2000-08-01 09:47:00 PDT,+14.1758,+3.5528,+0,+0,+4
2000-08-01 09:48:00 PDT,+21.3482,+5.35037,+0,+0,+6
2000-08-01 09:49:00 PDT,+24.6326,+6.17352,+0,+0,+7
2000-08-01 09:50:00 PDT,+28.8997,+7.24294,+0,+0,+8
2000-08-01 09:51:00 PDT,+24.8574,+6.22986,+0,+0,+7
2000-08-01 09:52:00 PDT,+17.8339,+4.4696,+0,+0,+5
2000-08-01 09:53:00 PDT,+21.2517,+5.32618,+0,+0,+6
2000-08-01 09:54:00 PDT,+21.4141,+5.36687,+0,+0,+6
2000-08-01 09:55:00 PDT,+24.8952,+6.23934,+0,+0,+7
2000-08-01 09:56:00 PDT,+21.6214,+5.41883,+0,+0,+6
2000-08-01 09:57:00 PDT,+25.0315,+6.27348,+0,+0,+7
2000-08-01 09:58:00 PDT,+23.3538,+5.85302,+0,+0,+6
2000-08-01 09:59:00 PDT,+21.8102,+5.46615,+0,+0,+6
2000-08-01 10:00:00 PDT,+18.1997,+4.56127,+0,+0,+5
2000-08-01 10:01:00 PDT,+14.7818,+3.70466,+0,+0,+4
2000-08-01 10:02:00 PDT,+7.64767,+1.91669,+0,+0,+2
2000-08-01 10:03:00 PDT,+4.973,+1.24635,+0,+0,+1
2000-08-01 10:04:00 PDT,+8.66239,+2.171,+0,+0,+2
2000-08-01 10:05:00 PDT,+8.65763,+2.16981,+0,+0,+2
2000-08-01 10:06:00 PDT,+3.68682,+0.924005,+0,+0,+1
2000-08-01 10:07:00 PDT,+10.9573,+2.74617,+0,+0,+3
2000-08-01 10:08:00 PDT,+7.26664,+1.82119,+0,+0,+2
2000-08-01 10:09:00 PDT,+10.8636,+2.72266,+0,+0,+3
2000-08-01 10:10:00 PDT,+10.8563,+2.72086,+0,+0,+3
2000-08-01 10:11:00 PDT,+3.5931,+0.900516,+0,+0,+1
2000-08-01 10:12:00 PDT,+3.59187,+0.900208,+0,+0,+1
2000-08-01 10:13:00 PDT,+14.3152,+3.58772,+0,+0,+4
2000-08-01 10:14:00 PDT,+13.6171,+3.41277,+0,+0,+4
2000-08-01 10:15:00 PDT,+16.3004,+4.08528,+0,+0,+5
2000-08-01 10:16:00 PDT,+23.87,+5.9824,+0,+0,+7
2000-08-01 10:17:00 PDT,+27.1673,+6.80877,+0,+0,+8
2000-08-01 10:18:00 PDT,+24.2356,+6.07401,+0,+0,+7
2000-08-01 10:19:00 PDT,+28.4798,+7.13771,+0,+0,+8
2000-08-01 10:20:00 PDT,+21.8835,+5.48452,+0,+0,+6
2000-08-01 10:21:00 PDT,+22.5814,+5.65943,+0,+0,+6
2000-08-01 10:22:00 PDT,+22.4289,+5.62122,+0,+0,+6
2000-08-01 10:23:00 PDT,+21.8338,+5.47207,+0,+0,+6
2000-08-01 10:24:00 PDT,+23.7406,+5.94996,+0,+0,+7
2000-08-01 10:25:00 PDT,+19.3293,+4.84439,+0,+0,+6
2000-08-01 10:26:00 PDT,+8.8925,+2.22867,+0,+0,+3
2000-08-01 10:27:00 PDT,+5.56749,+1.39534,+0,+0,+2
2000-08-01 10:28:00 PDT,+2.81608,+0.705776,+0,+0,+1
2000-08-01 10:29:00 PDT,+11.4446,+2.86828,+0,+0,+3
2000-08-01 10:30:00 PDT,+15.0815,+3.77978,+0,+0,+4
2000-08-01 10:31:00 PDT,+31.8709,+7.9876,+0,+0,+8
2000-08-01 10:32:00 PDT,+31.8491,+7.98213,+0,+0,+8
2000-08-01 10:33:00 PDT,+35.5799,+8.91717,+0,+0,+9
2000-08-01 10:34:00 PDT,+24.1107,+6.04271,+0,+0,+6
2000-08-01 10:35:00 PDT,+16.4194,+4.1151,+0,+0,+4
2000-08-01 10:36:00 PDT,+19.7739,+4.9558,+0,+0,+5
2000-08-01 10:37:00 PDT,+17.136,+4.2947,+0,+0,+4
2000-08-01 10:38:00 PDT,+8.05318,+2.01832,+0,+0,+2
2000-08-01 10:39:00 PDT,+11.6517,+2.92019,+0,+0,+3
2000-08-01 10:40:00 PDT,+18.6021,+4.66212,+0,+0,+5
2000-08-01 10:41:00 PDT,+15.236,+3.81851,+0,+0,+4
2000-08-01 10:42:00 PDT,+18.1852,+4.55765,+0,+0,+5
2000-08-01 10:43:00 PDT,+21.091,+5.28589,+0,+0,+6
2000-08-01 10:44:00 PDT,+24.0906,+6.03767,+0,+0,+7
2000-08-01 10:45:00 PDT,+29.3846,+7.36447,+0,+0,+9
2000-08-01 10:46:00 PDT,+32.4979,+8.14473,+0,+0,+10
2000-08-01 10:47:00 PDT,+39.1319,+9.80737,+0,+0,+11
2000-08-01 10:48:00 PDT,+42.7615,+10.717,+0,+0,+12
2000-08-01 10:49:00 PDT,+41.1121,+10.3037,+0,+0,+11
2000-08-01 10:50:00 PDT,+42.5515,+10.6644,+0,+0,+11
2000-08-01 10:51:00 PDT,+39.4863,+9.89619,+0,+0,+10
2000-08-01 10:52:00 PDT,+33.7778,+8.4655,+0,+0,+9
2000-08-01 10:53:00 PDT,+25.4721,+6.38391,+0,+0,+7
2000-08-01 10:54:00 PDT,+12.9318,+3.24102,+0,+0,+4
2000-08-01 10:55:00 PDT,+12.832,+3.21601,+0,+0,+4
2000-08-01 10:56:00 PDT,+15.9485,+3.99707,+0,+0,+5
2000-08-01 10:57:00 PDT,+15.9939,+4.00846,+0,+0,+5
2000-08-01 10:58:00 PDT,+26.9851,+6.76311,+0,+0,+8
2000-08-01 10:59:00 PDT,+36.5975,+9.17219,+0,+0,+11
2000-08-01 11:00:00 PDT,+33.0939,+8.29412,+0,+0,+10
2000-08-01 11:01:00 PDT,+34.7706,+8.71432,+0,+0,+10
2000-08-01 11:02:00 PDT,+28.0112,+7.02026,+0,+0,+8
2000-08-01 11:03:00 PDT,+18.1695,+4.5537,+0,+0,+5
2000-08-01 11:04:00 PDT,+15.699,+3.93453,+0,+0,+4
2000-08-01 11:05:00 PDT,+19.3295,+4.84442,+0,+0,+5
2000-08-01 11:06:00 PDT,+23.2292,+5.82179,+0,+0,+6
2000-08-01 11:07:00 PDT,+23.1347,+5.7981,+0,+0,+6
2000-08-01 11:08:00 PDT,+14.9503,+3.7469,+0,+0,+4
2000-08-01 11:09:00 PDT,+19.31,+4.83955,+0,+0,+5
2000-08-01 11:10:00 PDT,+16.0381,+4.01953,+0,+0,+4
2000-08-01 11:11:00 PDT,+24.1786,+6.05972,+0,+0,+6
2000-08-01 11:12:00 PDT,+25.9296,+6.49858,+0,+0,+7
2000-08-01 11:13:00 PDT,+37.6076,+9.42536,+0,+0,+10
2000-08-01 11:14:00 PDT,+43.2529,+10.8402,+0,+0,+12
2000-08-01 11:15:00 PDT,+34.5465,+8.65818,+0,+0,+10
2000-08-01 11:16:00 PDT,+29.4934,+7.39175,+0,+0,+8
2000-08-01 11:17:00 PDT,+14.052,+3.52176,+0,+0,+4
2000-08-01 11:18:00 PDT,+17.4142,+4.36442,+0,+0,+5
2000-08-01 11:19:00 PDT,+29.4287,+7.37553,+0,+0,+8
2000-08-01 11:20:00 PDT,+32.2986,+8.09479,+0,+0,+9
2000-08-01 11:21:00 PDT,+36.9859,+9.26954,+0,+0,+10
2000-08-01 11:22:00 PDT,+37.8959,+9.49761,+0,+0,+10
2000-08-01 11:23:00 PDT,+23.2239,+5.82046,+0,+0,+6
2000-08-01 11:24:00 PDT,+27.0979,+6.79138,+0,+0,+7
2000-08-01 11:25:00 PDT,+31.6991,+7.94455,+0,+0,+9
2000-08-01 11:26:00 PDT,+24.1975,+6.06446,+0,+0,+7
2000-08-01 11:27:00 PDT,+28.8791,+7.23779,+0,+0,+8
2000-08-01 11:28:00 PDT,+36.4126,+9.12585,+0,+0,+11
2000-08-01 11:29:00 PDT,+27.0768,+6.78608,+0,+0,+8
2000-08-01 11:30:00 PDT,+33.0671,+8.28739,+0,+0,+10
2000-08-01 11:31:00 PDT,+22.7874,+5.71106,+0,+0,+7
2000-08-01 11:32:00 PDT,+30.8013,+7.71954,+0,+0,+9
2000-08-01 11:33:00 PDT,+28.1308,+7.05025,+0,+0,+8
2000-08-01 11:34:00 PDT,+21.3597,+5.35324,+0,+0,+6
2000-08-01 11:35:00 PDT,+28.2146,+7.07124,+0,+0,+8
2000-08-01 11:36:00 PDT,+25.2814,+6.33612,+0,+0,+7
2000-08-01 11:37:00 PDT,+29.1384,+7.30278,+0,+0,+8
2000-08-01 11:38:00 PDT,+36.0513,+9.03531,+0,+0,+10
2000-08-01 11:39:00 PDT,+40.9695,+10.2679,+0,+0,+11
2000-08-01 11:40:00 PDT,+41.6596,+10.4409,+0,+0,+11
2000-08-01 11:41:00 PDT,+30.1155,+7.54765,+0,+0,+8
2000-08-01 11:42:00 PDT,+36.9231,+9.25381,+0,+0,+10
2000-08-01 11:43:00 PDT,+43.0043,+10.7779,+0,+0,+12
2000-08-01 11:44:00 PDT,+34.4046,+8.62261,+0,+0,+10
2000-08-01 11:45:00 PDT,+30.4578,+7.63345,+0,+0,+9
2000-08-01 11:46:00 PDT,+18.7412,+4.69699,+0,+0,+6
2000-08-01 11:47:00 PDT,+35.5642,+8.91322,+0,+0,+10
2000-08-01 11:48:00 PDT,+43.8531,+10.9906,+0,+0,+12
2000-08-01 11:49:00 PDT,+41.0639,+10.2916,+0,+0,+11
2000-08-01 11:50:00 PDT,+62.2823,+15.6094,+0,+0,+16
2000-08-01 11:51:00 PDT,+58.4908,+14.6592,+0,+0,+15
2000-08-01 11:52:00 PDT,+61.7221,+15.469,+0,+0,+16
2000-08-01 11:53:00 PDT,+69.406,+17.3948,+0,+0,+18
2000-08-01 11:54:00 PDT,+59.1639,+14.8279,+0,+0,+16
2000-08-01 11:55:00 PDT,+38.2235,+9.57971,+0,+0,+11
2000-08-01 11:56:00 PDT,+40.3311,+10.1079,+0,+0,+11
2000-08-01 11:57:00 PDT,+39.2884,+9.84661,+0,+0,+11
2000-08-01 11:58:00 PDT,+32.4745,+8.13888,+0,+0,+9
2000-08-01 11:59:00 PDT,+47.5796,+11.9246,+0,+0,+13
2000-08-01 12:00:00 PDT,+52.4868,+13.1544,+0,+0,+14
2000-08-01 12:01:00 PDT,+41.2784,+10.3453,+0,+0,+11
2000-08-01 12:02:00 PDT,+48.8646,+12.2466,+0,+0,+13
2000-08-01 12:03:00 PDT,+58.9619,+14.7773,+0,+0,+16
2000-08-01 12:04:00 PDT,+62.719,+15.7189,+0,+0,+17
2000-08-01 12:05:00 PDT,+101.749,+25.5008,+0,+0,+27
2000-08-01 12:06:00 PDT,+100.179,+25.1072,+0,+0,+27
2000-08-01 12:07:00 PDT,+94.4507,+23.6716,+0,+0,+26
