# file...... reg1_output.csv
# date...... Wed Dec 01 07:20:04 2010
# user...... D3P313
# host...... (null)
# target.... regulator 55
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 PST,-1,-1,-1,+254837,-140505,+241518,-143968,+161835,-147147,+658189,-431621
2000-01-01 00:01:00 PST,-2,-2,-2,+252530,-138689,+239440,-142115,+160366,-145287,+652335,-426091
2000-01-01 00:02:00 PST,-3,-3,-3,+254480,-135528,+242488,-138720,+158825,-143502,+655794,-417751
2000-01-01 00:03:00 PST,-4,-4,-4,+322096,-111098,+286296,-123077,+226440,-120903,+834832,-355078
2000-01-01 00:04:00 PST,-5,-5,-5,+319589,-109301,+279437,-121669,+224849,-119079,+823876,-350049
2000-01-01 00:05:00 PST,-6,-6,-6,+399065,-78910.3,+310480,-108928,+230834,-114651,+940379,-302489
2000-01-01 00:06:00 PST,-7,-7,-7,+387488,-78249.2,+312211,-106465,+217792,-116464,+917491,-301178
2000-01-01 00:07:00 PST,-7,-8,-8,+354736,-83957,+315509,-98775.9,+214452,-114081,+884697,-296814
2000-01-01 00:08:00 PST,-8,-9,-9,+348414,-82504,+303954,-99238.9,+208343,-112600,+860711,-294343
2000-01-01 00:09:00 PST,-8,-10,-10,+319490,-89179.4,+287769,-99929.1,+195338,-112093,+802597,-301202
2000-01-01 00:10:00 PST,-8,-11,-11,+286905,-97159.1,+288007,-94058.8,+174764,-115142,+749677,-306360
2000-01-01 00:11:00 PST,-8,-12,-11,+255947,-102746,+268766,-95505.6,+137997,-121939,+662710,-320191
2000-01-01 00:12:00 PST,-9,-12,-12,+197180,-118986,+240660,-102874,+123380,-122963,+561220,-344823
2000-01-01 00:13:00 PST,-9,-12,-12,+240145,-15612.9,+324837,+11444.4,+177936,-19777.7,+742919,-23946.2
2000-01-01 00:14:00 PST,-9,-12,-12,+273780,-5412.65,+344277,+19932.8,+187462,-16984.5,+805518,-2464.36
2000-01-01 00:15:00 PST,-9,-12,-12,+279298,-3155.42,+330155,+15692.3,+203808,-12275.6,+813261,+261.254
2000-01-01 00:16:00 PST,-9,-12,-12,+281608,+774.571,+312316,+11618.5,+207165,-10294.5,+801089,+2098.57
2000-01-01 00:17:00 PST,-9,-12,-12,+280527,+527.065,+309478,+10888.2,+190934,-15096.8,+780939,-3681.56
2000-01-01 00:18:00 PST,-9,-12,-12,+232326,-14290.3,+210521,-17733.7,+151209,-25476.2,+594056,-57500.2
2000-01-01 00:19:00 PST,-9,-12,-12,+206623,+22306.6,+165111,+12814.2,+142755,+14606.2,+514489,+49727
2000-01-01 00:20:00 PST,-9,-12,-12,+220771,+26623.6,+168513,+13927.5,+141071,+14105.4,+530355,+54656.5
2000-01-01 00:21:00 PST,-9,-12,-12,+221726,+26494.6,+197318,+22472.3,+149719,+16692.8,+568763,+65659.6
2000-01-01 00:22:00 PST,-9,-12,-12,+210895,+23187.5,+202117,+23881.5,+142232,+14739,+555244,+61808
2000-01-01 00:23:00 PST,-9,-12,-12,+210783,+23184.9,+203371,+23508,+133627,+12378.7,+547781,+59071.5
2000-01-01 00:24:00 PST,-9,-12,-12,+230403,+30058.3,+215100,+26254.6,+137208,+13275.5,+582711,+69588.3
2000-01-01 00:25:00 PST,-9,-12,-12,+282263,+44918.9,+297399,+51349.4,+174159,+22674.9,+753821,+118943
2000-01-01 00:26:00 PST,-9,-12,-12,+309562,+9927.63,+332637,+20228.1,+195491,-13518.4,+837690,+16637.3
2000-01-01 00:27:00 PST,-9,-12,-12,+323890,+16051.1,+319898,+15905.3,+206533,-10316.3,+850321,+21640.1
2000-01-01 00:28:00 PST,-9,-12,-12,+320992,+15060.4,+323022,+17784.7,+211186,-9079.89,+855200,+23765.2
2000-01-01 00:29:00 PST,-9,-12,-12,+291465,+5788.19,+314089,+14539.7,+216039,-7201.65,+821593,+13126.2
2000-01-01 00:30:00 PST,-9,-12,-12,+317471,+15004.3,+285035,+5537.92,+224693,-4872.74,+827200,+15669.5
2000-01-01 00:31:00 PST,-9,-12,-12,+303227,+9804.4,+310957,+14004.2,+247583,+2891.97,+861767,+26700.6
2000-01-01 00:32:00 PST,-9,-12,-12,+298639,+8070.4,+315740,+14015.2,+230313,-2337.5,+844692,+19748.1
2000-01-01 00:33:00 PST,-9,-12,-12,+283574,+3349.99,+306103,+11654.9,+217796,-6111.13,+807472,+8893.72
2000-01-01 00:34:00 PST,-9,-12,-12,+321932,+16519.8,+287549,+5446.43,+226477,-3143.17,+835958,+18823
2000-01-01 00:35:00 PST,-9,-12,-12,+347150,+24766.2,+305891,+9386.49,+219418,-5525.27,+872459,+28627.4
2000-01-01 00:36:00 PST,-9,-12,-12,+364352,+29660.8,+312720,+11646.3,+214298,-7230.83,+891369,+34076.3
2000-01-01 00:37:00 PST,-9,-12,-12,+361207,+28213,+334894,+19615.2,+219480,-5644.86,+915581,+42183.3
2000-01-01 00:38:00 PST,-9,-12,-12,+344730,+22094.5,+353879,+26259.8,+218208,-5814.55,+916817,+42539.7
2000-01-01 00:39:00 PST,-9,-12,-12,+338712,+20837.6,+329366,+17132.1,+230836,-1934.53,+898914,+36035.2
2000-01-01 00:40:00 PST,-9,-12,-12,+338644,+20748.2,+333562,+18693.7,+228671,-2524.68,+900877,+36917.2
2000-01-01 00:41:00 PST,-9,-12,-12,+308124,+10304.2,+342984,+22167.4,+221830,-4113.31,+872938,+28358.3
2000-01-01 00:42:00 PST,-9,-12,-12,+297625,+8156.32,+281554,+2405.67,+206292,-8970.67,+785471,+1591.32
2000-01-01 00:43:00 PST,-9,-12,-12,+294706,+7407.84,+275790,+2225.2,+201126,-10536.6,+771622,-903.522
2000-01-01 00:44:00 PST,-9,-12,-12,+264174,-1513.51,+275357,+2552.38,+187941,-14007.7,+727471,-12968.8
2000-01-01 00:45:00 PST,-9,-12,-12,+256294,-3954.41,+281140,+4704.17,+180768,-16024.1,+718202,-15274.3
2000-01-01 00:46:00 PST,-9,-12,-12,+314318,+14977.2,+279945,+3251.53,+214698,-6380.06,+808961,+11848.6
2000-01-01 00:47:00 PST,-9,-12,-12,+356947,+28321.9,+330559,+19517.3,+265571,+9272.58,+953077,+57111.8
2000-01-01 00:48:00 PST,-9,-12,-12,+410883,+46238.9,+373231,+33800.8,+294066,+17635.2,+1.07818e+006,+97674.9
2000-01-01 00:49:00 PST,-9,-12,-12,+451324,+59955.4,+409848,+46245.1,+305922,+18221.5,+1.16709e+006,+124422
2000-01-01 00:50:00 PST,-9,-12,-12,+455908,+60874.9,+438247,+56757.6,+307773,+19144.2,+1.20193e+006,+136777
2000-01-01 00:51:00 PST,-9,-12,-12,+445902,+57359,+428785,+51782.5,+301949,+17509.4,+1.17664e+006,+126651
2000-01-01 00:52:00 PST,-9,-12,-12,+430018,+51928.4,+425224,+50820.5,+281944,+11266.5,+1.13719e+006,+114015
2000-01-01 00:53:00 PST,-9,-12,-12,+404698,+43517.9,+406552,+44252.6,+259210,+4340.42,+1.07046e+006,+92110.8
2000-01-01 00:54:00 PST,-9,-12,-12,+367914,+31966.5,+359427,+28813.3,+226166,-5576.05,+953507,+55203.8
2000-01-01 00:55:00 PST,-9,-12,-12,+326207,+18591.3,+333341,+20346,+196886,-14046.7,+856434,+24890.5
2000-01-01 00:56:00 PST,-9,-12,-12,+307534,+12804.4,+313558,+13855.1,+205793,-11245.5,+826885,+15413.9
2000-01-01 00:57:00 PST,-9,-12,-12,+301495,+11844.6,+276234,+1145.08,+215595,-8244,+793324,+4745.68
2000-01-01 00:58:00 PST,-9,-12,-12,+317317,+16684.8,+300100,+8121.61,+222953,-5998.86,+840370,+18807.6
2000-01-01 00:59:00 PST,-9,-12,-12,+359104,+30683.7,+315853,+12560.7,+243260,-119.923,+918217,+43124.5
