# file...... 
# date...... Thu Apr 16 10:41:50 2009
# user...... D3G637
# host...... (null)
# target.... node 45
# trigger... (none)
# interval.. 0
# limit..... 0
# timestamp,voltage_A,voltage_B,voltage_C
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
2000-01-01 03:00:00 EST,+2504.88-1446.19j,-2504.88-1446.19j,-44.88+2814.65j
