# file...... branch_2_meters.csv
# date...... Tue May 24 14:46:34 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,branch_2_meter_1:measured_voltage_A, branch_2_meter_1:measured_current_A, branch_2_meter_1:measured_power_A, branch_2_meter_2:measured_voltage_A, branch_2_meter_2:measured_current_A, branch_2_meter_2:measured_power_A, branch_2_meter_3:measured_voltage_A, branch_2_meter_3:measured_current_A, branch_2_meter_3:measured_power_A
2009-01-01 00:00:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:01:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:02:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:03:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:04:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:05:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:06:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:07:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:08:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:09:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:10:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:11:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
2009-01-01 00:12:00 PST,+7212.22+0.0237111d,+2.80118-9.75228j,+73179.6+73.9979d,+7199.64+0.1082d,+2.80118-9.75228j,+73051.9+74.0824d,+7163.7+0.147396d,+0.0180252-6.97961j,+50000+89.9994d
