# file...... house_temperatures.csv
# date...... Thu Jun 23 14:48:57 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,b1m1_house:air_temperature, b1m2_house:air_temperature, b1m3_house:air_temperature, b2m1_house:air_temperature, b2m2_house:air_temperature, b2m3_house:air_temperature
2009-08-08 04:30:00 PDT,+72.5,+72,+72,+71.5,+73,+73
2009-08-08 04:31:00 PDT,+72.3327,+71.9754,+71.9622,+71.4812,+72.9518,+72.9318
2009-08-08 04:32:00 PDT,+72.2018,+71.9582,+71.9312,+71.4694,+72.912,+72.8761
2009-08-08 04:33:00 PDT,+72.0993,+71.9475,+71.9059,+71.463,+72.8792,+72.8307
2009-08-08 04:34:00 PDT,+72.0186,+71.9423,+71.8853,+71.4607,+72.8524,+72.7936
2009-08-08 04:35:00 PDT,+71.9548,+71.9418,+71.8688,+71.4618,+72.8305,+72.7635
2009-08-08 04:36:00 PDT,+71.9043,+71.9453,+71.8557,+71.4655,+72.8128,+72.7391
2009-08-08 04:37:00 PDT,+71.8641,+71.9524,+71.8455,+71.4713,+72.7988,+72.7194
2009-08-08 04:38:00 PDT,+71.8318,+71.9625,+71.8378,+71.4787,+72.7877,+72.7036
2009-08-08 04:39:00 PDT,+71.8059,+71.9752,+71.8322,+71.4875,+72.7791,+72.691
2009-08-08 04:40:00 PDT,+71.7849,+71.9903,+71.8285,+71.4974,+72.7728,+72.681
2009-08-08 04:41:00 PDT,+71.7679,+72.0075,+71.8263,+71.5083,+72.7682,+72.6734
2009-08-08 04:42:00 PDT,+71.7539,+72.0265,+71.8255,+71.52,+72.7653,+72.6675
2009-08-08 04:43:00 PDT,+71.7425,+72.0471,+71.8259,+71.5324,+72.7636,+72.6633
2009-08-08 04:44:00 PDT,+71.7332,+72.0692,+71.8274,+71.5454,+72.7632,+72.6604
2009-08-08 04:45:00 PDT,+71.7255,+72.0926,+71.8298,+71.5589,+72.7637,+72.6586
2009-08-08 04:46:00 PDT,+71.7192,+72.1173,+71.833,+71.573,+72.7651,+72.6578
2009-08-08 04:47:00 PDT,+71.7141,+72.143,+71.8369,+71.5875,+72.7672,+72.6579
2009-08-08 04:48:00 PDT,+71.71,+72.1698,+71.8416,+71.6025,+72.77,+72.6587
2009-08-08 04:49:00 PDT,+71.7068,+72.1975,+71.8468,+71.6179,+72.7733,+72.6602
2009-08-08 04:50:00 PDT,+71.7043,+72.2262,+71.8527,+71.6337,+72.7772,+72.6622
2009-08-08 04:51:00 PDT,+71.7026,+72.2557,+71.859,+71.6499,+72.7815,+72.6648
2009-08-08 04:52:00 PDT,+71.7014,+72.286,+71.8658,+71.6664,+72.7863,+72.6679
2009-08-08 04:53:00 PDT,+71.7009,+72.3171,+71.8731,+71.6833,+72.7914,+72.6714
2009-08-08 04:54:00 PDT,+71.701,+72.3489,+71.8809,+71.7006,+72.7968,+72.6753
2009-08-08 04:55:00 PDT,+71.7015,+72.3815,+71.889,+71.7183,+72.8026,+72.6795
2009-08-08 04:56:00 PDT,+71.7026,+72.4147,+71.8976,+71.7363,+72.8086,+72.6842
2009-08-08 04:57:00 PDT,+71.7041,+72.4486,+71.9065,+71.7546,+72.8149,+72.6891
2009-08-08 04:58:00 PDT,+71.7061,+72.4832,+71.9159,+71.7733,+72.8215,+72.6944
2009-08-08 04:59:00 PDT,+71.7086,+72.5184,+71.9256,+71.7923,+72.8283,+72.7001
2009-08-08 05:00:00 PDT,+71.7115,+72.5543,+71.9356,+71.8117,+72.8353,+72.706
2009-08-08 05:01:00 PDT,+71.7208,+72.5934,+71.9477,+71.8339,+72.8451,+72.7147
2009-08-08 05:02:00 PDT,+71.7308,+72.6329,+71.9603,+71.8563,+72.8551,+72.7239
2009-08-08 05:03:00 PDT,+71.7414,+72.673,+71.9734,+71.879,+72.8653,+72.7335
2009-08-08 05:04:00 PDT,+71.7527,+72.7136,+71.9869,+71.9018,+72.8758,+72.7434
2009-08-08 05:05:00 PDT,+71.7646,+72.7547,+72.0008,+71.925,+72.8864,+72.7537
2009-08-08 05:06:00 PDT,+71.7771,+72.7962,+72.0151,+71.9484,+72.8973,+72.7643
2009-08-08 05:07:00 PDT,+71.7902,+72.8384,+72.0299,+71.9721,+72.9084,+72.7753
2009-08-08 05:08:00 PDT,+71.8038,+72.881,+72.045,+71.9961,+72.9197,+72.7867
2009-08-08 05:09:00 PDT,+71.8181,+72.9241,+72.0605,+72.0204,+72.9312,+72.7983
2009-08-08 05:10:00 PDT,+71.8329,+72.9677,+72.0764,+72.045,+72.943,+72.8103
2009-08-08 05:11:00 PDT,+71.8482,+73.0118,+72.0926,+72.07,+72.9549,+72.8227
2009-08-08 05:12:00 PDT,+71.8641,+73.0565,+72.1092,+72.0952,+72.967,+72.8353
2009-08-08 05:13:00 PDT,+71.8806,+73.1016,+72.1262,+72.1208,+72.9793,+72.8482
2009-08-08 05:14:00 PDT,+71.8976,+73.1473,+72.1435,+72.1467,+72.9918,+72.8615
2009-08-08 05:15:00 PDT,+71.9151,+73.1934,+72.1612,+72.1729,+73.0045,+72.875
2009-08-08 05:16:00 PDT,+71.9331,+73.24,+72.1792,+72.1994,+73.0174,+72.8889
2009-08-08 05:17:00 PDT,+71.9517,+73.2872,+72.1976,+72.2263,+73.0304,+72.9031
2009-08-08 05:18:00 PDT,+71.9708,+73.3348,+72.2163,+72.2534,+73.0437,+72.9176
2009-08-08 05:19:00 PDT,+71.9905,+73.383,+72.2354,+72.2809,+73.0572,+72.9323
2009-08-08 05:20:00 PDT,+72.0106,+73.4316,+72.2547,+72.3087,+73.0708,+72.9474
2009-08-08 05:21:00 PDT,+72.0313,+73.4807,+72.2745,+72.3368,+73.0847,+72.9628
2009-08-08 05:22:00 PDT,+72.0525,+73.5303,+72.2946,+72.3653,+73.0987,+72.9785
2009-08-08 05:23:00 PDT,+72.0742,+73.5805,+72.315,+72.394,+73.113,+72.9944
2009-08-08 05:24:00 PDT,+72.0964,+73.6311,+72.3357,+72.4231,+73.1274,+73.0107
2009-08-08 05:25:00 PDT,+72.1191,+73.6822,+72.3568,+72.4525,+73.142,+73.0273
2009-08-08 05:26:00 PDT,+72.1423,+73.7337,+72.3782,+72.4822,+73.1568,+73.0441
2009-08-08 05:27:00 PDT,+72.166,+73.7858,+72.3999,+72.5123,+73.1718,+73.0613
2009-08-08 05:28:00 PDT,+72.1902,+73.8384,+72.422,+72.5426,+73.1869,+73.0787
2009-08-08 05:29:00 PDT,+72.2149,+73.8914,+72.4444,+72.5733,+73.2023,+73.0964
2009-08-08 05:30:00 PDT,+72.2401,+73.945,+72.4672,+72.6043,+73.2178,+73.1145
2009-08-08 05:31:00 PDT,+72.2658,+73.999,+72.4902,+72.6356,+73.2336,+73.1328
2009-08-08 05:32:00 PDT,+72.292,+74.0535,+72.5136,+72.6672,+73.2495,+73.1514
2009-08-08 05:33:00 PDT,+72.3186,+74.1084,+72.5373,+72.6991,+73.2656,+73.1703
2009-08-08 05:34:00 PDT,+72.3458,+74.1639,+72.5613,+72.7313,+73.2819,+73.1895
2009-08-08 05:35:00 PDT,+72.3734,+74.2198,+72.5857,+72.7639,+73.2984,+73.2089
2009-08-08 05:36:00 PDT,+72.4015,+74.2763,+72.6104,+72.7967,+73.3151,+73.2287
2009-08-08 05:37:00 PDT,+72.4301,+74.3331,+72.6354,+72.8299,+73.3319,+73.2487
2009-08-08 05:38:00 PDT,+72.4591,+74.3905,+72.6607,+72.8634,+73.3489,+73.2691
2009-08-08 05:39:00 PDT,+72.4886,+74.4484,+72.6864,+72.8972,+73.3662,+73.2897
