# file...... theat_shaper.csv
# date...... Mon May 10 14:51:02 2010
# user...... D3X289
# host...... (null)
# target.... house 1
# trigger... (none)
# interval.. 3600
# limit..... 48
# timestamp,air_temperature
2001-01-01 00:00:00 PST,+78.1168
2001-01-01 01:00:00 PST,+77.8602
2001-01-01 02:00:00 PST,+77.7126
2001-01-01 03:00:00 PST,+77.5754
2001-01-01 04:00:00 PST,+77.4455
2001-01-01 05:00:00 PST,+77.3347
2001-01-01 06:00:00 PST,+77.2738
2001-01-01 07:00:00 PST,+77.3381
2001-01-01 08:00:00 PST,+77.4526
2001-01-01 09:00:00 PST,+77.4945
2001-01-01 10:00:00 PST,+77.503
2001-01-01 11:00:00 PST,+77.505
2001-01-01 12:00:00 PST,+77.4827
2001-01-01 13:00:00 PST,+77.4467
2001-01-01 14:00:00 PST,+77.4062
2001-01-01 15:00:00 PST,+77.3712
2001-01-01 16:00:00 PST,+77.3657
2001-01-01 17:00:00 PST,+77.4307
2001-01-01 18:00:00 PST,+77.6466
2001-01-01 19:00:00 PST,+77.903
2001-01-01 20:00:00 PST,+78.1352
2001-01-01 21:00:00 PST,+78.319
2001-01-01 22:00:00 PST,+78.4409
2001-01-01 23:00:00 PST,+78.4439
2001-01-02 00:00:00 PST,+78.3369
2001-01-02 01:00:00 PST,+78.1578
2001-01-02 02:00:00 PST,+77.9811
2001-01-02 03:00:00 PST,+77.8176
2001-01-02 04:00:00 PST,+77.664
2001-01-02 05:00:00 PST,+77.5318
2001-01-02 06:00:00 PST,+77.4517
2001-01-02 07:00:00 PST,+77.4986
2001-01-02 08:00:00 PST,+77.5974
2001-01-02 09:00:00 PST,+77.6251
2001-01-02 10:00:00 PST,+77.6209
2001-01-02 11:00:00 PST,+77.6113
2001-01-02 12:00:00 PST,+77.5786
2001-01-02 13:00:00 PST,+77.5332
2001-01-02 14:00:00 PST,+77.4843
2001-01-02 15:00:00 PST,+77.4416
2001-01-02 16:00:00 PST,+77.4292
2001-01-02 17:00:00 PST,+77.4881
2001-01-02 18:00:00 PST,+77.6983
2001-01-02 19:00:00 PST,+77.9497
2001-01-02 20:00:00 PST,+78.1773
2001-01-02 21:00:00 PST,+78.357
2001-01-02 22:00:00 PST,+78.4752
2001-01-02 23:00:00 PST,+78.4748
2001-01-03 00:00:00 PST,+78.3648
# end of tape
