# file...... underground_line_losses.csv
# date...... Tue May 24 13:16:15 2016
# user...... hard312
# host...... (null)
# group..... class=underground_line
# trigger... (none)
# interval.. 60
# limit..... 0
# property.. timestamp,sum(power_losses_A.real), std(power_losses_A.real)
2009-01-01 00:01:00 PST,+141.274,+55.4977
2009-01-01 00:02:00 PST,+141.274,+55.4977
2009-01-01 00:03:00 PST,+141.274,+55.4977
2009-01-01 00:04:00 PST,+141.274,+55.4977
2009-01-01 00:05:00 PST,+141.274,+55.4977
2009-01-01 00:06:00 PST,+141.274,+55.4977
2009-01-01 00:07:00 PST,+141.274,+55.4977
2009-01-01 00:08:00 PST,+141.274,+55.4977
2009-01-01 00:09:00 PST,+141.274,+55.4977
2009-01-01 00:10:00 PST,+141.274,+55.4977
2009-01-01 00:11:00 PST,+141.274,+55.4977
2009-01-01 00:12:00 PST,+141.274,+55.4977
2009-01-01 00:13:00 PST,+141.274,+55.4977
2009-01-01 00:14:00 PST,+141.274,+55.4977
2009-01-01 00:15:00 PST,+271.273,+106.566
2009-01-01 00:16:00 PST,+271.273,+106.566
2009-01-01 00:17:00 PST,+271.273,+106.566
2009-01-01 00:18:00 PST,+271.273,+106.566
2009-01-01 00:19:00 PST,+271.273,+106.566
2009-01-01 00:20:00 PST,+271.273,+106.566
2009-01-01 00:21:00 PST,+271.273,+106.566
2009-01-01 00:22:00 PST,+271.273,+106.566
2009-01-01 00:23:00 PST,+271.273,+106.566
2009-01-01 00:24:00 PST,+271.273,+106.566
2009-01-01 00:25:00 PST,+271.273,+106.566
2009-01-01 00:26:00 PST,+271.273,+106.566
2009-01-01 00:27:00 PST,+271.273,+106.566
2009-01-01 00:28:00 PST,+271.273,+106.566
2009-01-01 00:29:00 PST,+271.273,+106.566
2009-01-01 00:30:00 PST,+405.929,+159.464
2009-01-01 00:31:00 PST,+405.929,+159.464
2009-01-01 00:32:00 PST,+405.929,+159.464
2009-01-01 00:33:00 PST,+405.929,+159.464
2009-01-01 00:34:00 PST,+405.929,+159.464
2009-01-01 00:35:00 PST,+405.929,+159.464
2009-01-01 00:36:00 PST,+405.929,+159.464
2009-01-01 00:37:00 PST,+405.929,+159.464
2009-01-01 00:38:00 PST,+405.929,+159.464
2009-01-01 00:39:00 PST,+405.929,+159.464
2009-01-01 00:40:00 PST,+405.929,+159.464
2009-01-01 00:41:00 PST,+405.929,+159.464
2009-01-01 00:42:00 PST,+405.929,+159.464
2009-01-01 00:43:00 PST,+405.929,+159.464
2009-01-01 00:44:00 PST,+405.929,+159.464
2009-01-01 00:45:00 PST,+214.323,+84.1939
2009-01-01 00:46:00 PST,+214.323,+84.1939
2009-01-01 00:47:00 PST,+214.323,+84.1939
2009-01-01 00:48:00 PST,+214.323,+84.1939
2009-01-01 00:49:00 PST,+214.323,+84.1939
2009-01-01 00:50:00 PST,+214.323,+84.1939
2009-01-01 00:51:00 PST,+214.323,+84.1939
2009-01-01 00:52:00 PST,+214.323,+84.1939
2009-01-01 00:53:00 PST,+214.323,+84.1939
2009-01-01 00:54:00 PST,+214.323,+84.1939
2009-01-01 00:55:00 PST,+214.323,+84.1939
2009-01-01 00:56:00 PST,+214.323,+84.1939
2009-01-01 00:57:00 PST,+214.323,+84.1939
2009-01-01 00:58:00 PST,+214.323,+84.1939
2009-01-01 00:59:00 PST,+214.323,+84.1939
2009-01-01 01:00:00 PST,+2.06795e-24,+8.77358e-25
2009-01-01 01:01:00 PST,+3.72231e-24,+8.77358e-25
2009-01-01 01:02:00 PST,+1.65436e-24,+1.16981e-24
2009-01-01 01:03:00 PST,+2.06795e-25,+1.46226e-25
2009-01-01 01:04:00 PST,+7.03104e-24,+4.38679e-24
2009-01-01 01:05:00 PST,+2.48154e-24,+5.84905e-25
2009-01-01 01:06:00 PST,+0,+0
2009-01-01 01:07:00 PST,+1.31832e-24,+2.37618e-25
2009-01-01 01:08:00 PST,+5.79026e-24,+5.84905e-25
2009-01-01 01:09:00 PST,+3.82571e-24,+1.97405e-24
2009-01-01 01:10:00 PST,+2.06795e-24,+8.77358e-25
2009-01-01 01:11:00 PST,+2.06795e-24,+8.77358e-25
2009-01-01 01:12:00 PST,+3.41212e-24,+2.26651e-24
2009-01-01 01:13:00 PST,+3.72231e-24,+2.04717e-24
2009-01-01 01:14:00 PST,+8.27181e-25,+5.84905e-25
2009-01-01 01:15:00 PST,+8.27181e-25,+0
2009-01-01 01:16:00 PST,+7.85822e-24,+3.80188e-24
2009-01-01 01:17:00 PST,+2.48154e-24,+5.84905e-25
2009-01-01 01:18:00 PST,+8.27181e-25,+5.84905e-25
2009-01-01 01:19:00 PST,+6.61744e-24,+0
2009-01-01 01:20:00 PST,+3.72231e-24,+2.04717e-24
2009-01-01 01:21:00 PST,+3.38304e-24,+2.28707e-24
2009-01-01 01:22:00 PST,+1.65436e-24,+1.16981e-24
2009-01-01 01:23:00 PST,+1.03398e-25,+7.31131e-26
2009-01-01 01:24:00 PST,+7.03104e-24,+4.38679e-24
2009-01-01 01:25:00 PST,+5.16988e-26,+3.65566e-26
