# file...... substation_data.csv
# date...... Tue May 24 13:16:15 2016
# user...... hard312
# host...... (null)
# target.... meter 10
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,measured_voltage_A.real, measured_voltage_A.imag, measured_current_A.real, measured_current_A.real, measured_power_A.real, measured_power_A.imag
2009-01-01 00:39:00 PST,+7215.94,-0.416446,+30.5619,+30.5619,+220533,+1199.57
2009-01-01 00:40:00 PST,+7215.94,-0.416446,+30.5619,+30.5619,+220533,+1199.57
2009-01-01 00:41:00 PST,+7215.94,-0.416446,+30.5619,+30.5619,+220533,+1199.57
2009-01-01 00:42:00 PST,+7215.94,-0.416446,+30.5619,+30.5619,+220533,+1199.57
2009-01-01 00:43:00 PST,+7215.94,-0.416446,+30.5619,+30.5619,+220533,+1199.57
2009-01-01 00:44:00 PST,+7215.94,-0.416446,+30.5619,+30.5619,+220533,+1199.57
2009-01-01 00:45:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:46:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:47:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:48:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:49:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:50:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:51:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:52:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:53:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:54:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:55:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:56:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:57:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:58:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 00:59:00 PST,+7215.95,-0.302732,+22.2161,+22.2161,+160310,+844.523
2009-01-01 01:00:00 PST,+7216,-9.79973e-14,+1.178e-12,+1.178e-12,+8.50048e-09,+1.3876e-08
2009-01-01 01:01:00 PST,+7216,-2.16274e-13,+8.33129e-13,+8.33129e-13,+6.01186e-09,+2.56371e-08
2009-01-01 01:02:00 PST,+7216,-9.33267e-14,+1.7175e-12,+1.7175e-12,+1.23935e-08,+7.46517e-09
2009-01-01 01:03:00 PST,+7216,-2.00421e-13,+2.18801e-12,+2.18801e-12,+1.57887e-08,+2.34067e-08
2009-01-01 01:04:00 PST,+7216,-1.03714e-13,+4.56999e-12,+4.56999e-12,+3.2977e-08,+6.69753e-10
2009-01-01 01:05:00 PST,+7216,-5.23571e-14,+1.53133e-12,+1.53133e-12,+1.10501e-08,+1.5451e-08
2009-01-01 01:06:00 PST,+7216,-1.09606e-13,+3.39629e-13,+3.39629e-13,+2.45077e-09,+1.5142e-08
2009-01-01 01:07:00 PST,+7216,-2.92172e-14,+1.09249e-12,+1.09249e-12,+7.88337e-09,+9.02249e-09
2009-01-01 01:08:00 PST,+7216,-1.17048e-13,+3.07009e-12,+3.07009e-12,+2.21538e-08,+1.66493e-08
2009-01-01 01:09:00 PST,+7216,-5.48765e-14,+2.50424e-12,+2.50424e-12,+1.80706e-08,+1.32583e-08
2009-01-01 01:10:00 PST,+7216,-1.33947e-13,+1.87195e-12,+1.87195e-12,+1.3508e-08,+7.78847e-09
2009-01-01 01:11:00 PST,+7216,-7.7053e-15,+6.68122e-13,+6.68122e-13,+4.82117e-09,+3.32272e-08
2009-01-01 01:12:00 PST,+7216,-1.31564e-13,+3.62927e-12,+3.62927e-12,+2.61888e-08,+8.85106e-09
2009-01-01 01:13:00 PST,+7216,-2.77831e-14,+1.72e-12,+1.72e-12,+1.24116e-08,+1.18898e-08
2009-01-01 01:14:00 PST,+7216,-7.81908e-14,+3.505e-13,+3.505e-13,+2.52921e-09,-3.13351e-10
2009-01-01 01:15:00 PST,+7216,-1.967e-13,+3.11716e-13,+3.11716e-13,+2.24935e-09,+6.01716e-09
2009-01-01 01:16:00 PST,+7216,-1.36099e-13,+6.09085e-12,+6.09085e-12,+4.39515e-08,+1.07898e-08
2009-01-01 01:17:00 PST,+7216,+2.36324e-14,+3.71959e-13,+3.71959e-13,+2.68406e-09,+2.09414e-08
2009-01-01 01:18:00 PST,+7216,-7.80164e-14,+1.00335e-12,+1.00335e-12,+7.24017e-09,-1.49053e-08
2009-01-01 01:19:00 PST,+7216,-1.69103e-13,+1.23266e-12,+1.23266e-12,+8.89488e-09,+1.22322e-08
2009-01-01 01:20:00 PST,+7216,-4.56516e-14,+1.50895e-12,+1.50895e-12,+1.08885e-08,+3.47602e-08
2009-01-01 01:21:00 PST,+7216,-1.59083e-13,+1.98793e-12,+1.98793e-12,+1.43449e-08,+1.79677e-08
2009-01-01 01:22:00 PST,+7216,-6.93923e-14,+2.68838e-12,+2.68838e-12,+1.93993e-08,-1.92556e-08
2009-01-01 01:23:00 PST,+7216,-1.51797e-13,+2.00682e-13,+2.00682e-13,+1.44812e-09,-4.3792e-09
2009-01-01 01:24:00 PST,+7216,-7.04775e-14,+4.11999e-12,+4.11999e-12,+2.97299e-08,+2.91455e-09
2009-01-01 01:25:00 PST,+7216,-1.88386e-13,+1.52729e-12,+1.52729e-12,+1.10209e-08,+1.10909e-08
2009-01-01 01:26:00 PST,+7216,-9.45864e-14,+5.44702e-12,+5.44702e-12,+3.93057e-08,+4.51855e-09
2009-01-01 01:27:00 PST,+7216,-1.8296e-13,+1.86333e-12,+1.86333e-12,+1.34458e-08,+2.72412e-08
2009-01-01 01:28:00 PST,+7216,-5.89464e-14,+1.42821e-12,+1.42821e-12,+1.0306e-08,+2.1763e-08
2009-01-01 01:29:00 PST,+7216,-1.96642e-13,+2.27548e-12,+2.27548e-12,+1.64199e-08,+4.85724e-08
2009-01-01 01:30:00 PST,+7216,-6.09231e-14,+1.16636e-12,+1.16636e-12,+8.41649e-09,-1.37301e-08
2009-01-01 01:31:00 PST,+7216,-1.86584e-13,+1.4007e-12,+1.4007e-12,+1.01075e-08,+8.60223e-09
2009-01-01 01:32:00 PST,+7216,-8.2687e-14,+4.50442e-12,+4.50442e-12,+3.25039e-08,+2.23811e-08
2009-01-01 01:33:00 PST,+7216,-1.92224e-13,+1.5675e-12,+1.5675e-12,+1.13111e-08,+3.6384e-08
2009-01-01 01:34:00 PST,+7216,-7.47412e-14,+9.60208e-13,+9.60208e-13,+6.92886e-09,-4.79213e-09
2009-01-01 01:35:00 PST,+7216,-1.58657e-13,+2.95922e-13,+2.95922e-13,+2.13538e-09,+5.37922e-09
2009-01-01 01:36:00 PST,+7216,-3.72794e-14,+3.06701e-12,+3.06701e-12,+2.21315e-08,-1.83769e-09
2009-01-01 01:37:00 PST,+7216,-2.02456e-13,+3.17482e-12,+3.17482e-12,+2.29095e-08,-2.90451e-12
2009-01-01 01:38:00 PST,+7216,-2.04962e-14,+4.23163e-13,+4.23163e-13,+3.05355e-09,-8.01496e-10
2009-01-01 01:39:00 PST,+7216,-1.12242e-13,+1.24203e-12,+1.24203e-12,+8.9625e-09,+1.74667e-08
2009-01-01 01:40:00 PST,+7216,+7.91508e-15,+4.95229e-12,+4.95229e-12,+3.57358e-08,+4.55626e-08
2009-01-01 01:41:00 PST,+7216,-1.40692e-13,+1.16183e-12,+1.16183e-12,+8.3838e-09,+1.09799e-08
2009-01-01 01:42:00 PST,+7216,-4.28221e-14,+2.5636e-12,+2.5636e-12,+1.84989e-08,-1.68263e-08
2009-01-01 01:43:00 PST,+7216,-1.4606e-13,+1.55847e-13,+1.55847e-13,+1.12459e-09,+3.50732e-08
2009-01-01 01:44:00 PST,+7216,-6.94504e-14,+4.00546e-12,+4.00546e-12,+2.89034e-08,+8.42381e-09
2009-01-01 01:45:00 PST,+7216,-1.52048e-13,+2.02104e-12,+2.02104e-12,+1.45838e-08,+1.09067e-08
2009-01-01 01:46:00 PST,+7216,-3.18723e-14,+2.59404e-12,+2.59404e-12,+1.87186e-08,+1.74106e-08
2009-01-01 01:47:00 PST,+7216,-1.01815e-13,-3.78166e-13,-3.78166e-13,-2.72885e-09,+5.04268e-09
2009-01-01 01:48:00 PST,+7216,-5.50703e-14,+5.90961e-12,+5.90961e-12,+4.26438e-08,+4.59747e-09
2009-01-01 01:49:00 PST,+7216,-1.41816e-13,+2.22479e-12,+2.22479e-12,+1.60541e-08,+2.83047e-08
2009-01-01 01:50:00 PST,+7216,-3.74732e-14,+2.90406e-12,+2.90406e-12,+2.09557e-08,-5.36528e-09
2009-01-01 01:51:00 PST,+7216,-1.90925e-13,+2.36754e-12,+2.36754e-12,+1.70842e-08,-4.61871e-09
2009-01-01 01:52:00 PST,+7216,-8.08459e-14,+2.68274e-12,+2.68274e-12,+1.93587e-08,+8.29324e-09
2009-01-01 01:53:00 PST,+7216,-2.23309e-13,+2.25896e-12,+2.25896e-12,+1.63007e-08,+2.8313e-08
2009-01-01 01:54:00 PST,+7216,-2.78025e-14,+7.50948e-14,+7.50948e-14,+5.41884e-10,+3.20118e-08
2009-01-01 01:55:00 PST,+7216,-1.46273e-13,+2.20685e-12,+2.20685e-12,+1.59246e-08,+4.20147e-09
2009-01-01 01:56:00 PST,+7216,+6.26777e-15,+1.84091e-12,+1.84091e-12,+1.3284e-08,+2.52545e-08
2009-01-01 01:57:00 PST,+7216,-3.7667e-14,-3.81367e-13,-3.81367e-13,-2.75194e-09,+3.11067e-08
2009-01-01 01:58:00 PST,+7216,-1.54549e-13,+3.99011e-12,+3.99011e-12,+2.87926e-08,+3.30491e-08
2009-01-01 01:59:00 PST,+7216,-1.22978e-13,+1.21137e-12,+1.21137e-12,+8.74127e-09,+5.99277e-09
