# file...... output.csv
# date...... Thu Sep 03 17:42:37 2009
# user...... D3G637
# host...... (null)
# group..... class=house
# trigger... (none)
# interval.. -1
# limit..... 0
# property.. timestamp,sum(panel.power.real),sum(panel.power.imag)
2009-08-01 01:35:52 PDT,23.7729,5.9281
2009-08-01 01:36:23 PDT,33.6017,5.9281
2009-08-01 01:36:54 PDT,23.7729,5.9281
2009-08-01 01:37:26 PDT,33.6017,5.9281
2009-08-01 01:37:57 PDT,23.7729,5.9281
2009-08-01 01:38:28 PDT,33.6017,5.9281
2009-08-01 01:38:59 PDT,23.7729,5.9281
2009-08-01 01:39:30 PDT,33.6017,5.9281
2009-08-01 01:40:00 PDT,23.7729,5.9281
2009-08-01 01:40:31 PDT,33.6017,5.9281
2009-08-01 01:41:02 PDT,23.7729,5.9281
2009-08-01 01:41:33 PDT,33.6017,5.9281
2009-08-01 01:42:04 PDT,23.7729,5.9281
2009-08-01 01:42:36 PDT,33.6017,5.9281
2009-08-01 01:42:41 PDT,22.0689,5.9281
2009-08-01 01:42:47 PDT,33.5815,5.9281
2009-08-01 01:43:18 PDT,22.0689,5.9281
2009-08-01 01:43:50 PDT,33.5815,5.9281
2009-08-01 01:44:21 PDT,22.0689,5.9281
2009-08-01 01:44:53 PDT,33.5815,5.9281
2009-08-01 01:45:01 PDT,42.4119,5.9281
2009-08-01 01:45:29 PDT,33.5815,5.9281
2009-08-01 01:45:58 PDT,42.4119,5.9281
