# file...... theat_collector.csv
# date...... Tue Jul 28 10:49:09 2009
# user...... D3K077
# host...... (null)
# group..... class=lights
# trigger... (none)
# interval.. 3600
# limit..... 768
# property.. timestamp,sum(energy_meter.real),avg(energy_meter.real)
2001-01-04 23:00:00 PST,1.06905,0.534523
2001-01-05 00:00:00 PST,0.0252082,0.0126041
2001-01-05 01:00:00 PST,0.024481,0.0122405
2001-01-05 02:00:00 PST,0.0185937,0.00929687
2001-01-05 03:00:00 PST,0.299941,0.149971
2001-01-05 04:00:00 PST,0.676136,0.338068
2001-01-05 05:00:00 PST,0.0242386,0.0121193
2001-01-05 06:00:00 PST,0.497377,0.248688
2001-01-05 07:00:00 PST,0.872591,0.436296
2001-01-05 08:00:00 PST,0.872591,0.436296
2001-01-05 09:00:00 PST,0.872591,0.436296
2001-01-05 10:00:00 PST,1.06905,0.534523
2001-01-05 11:00:00 PST,1.06905,0.534523
2001-01-05 12:00:00 PST,1.06905,0.534523
2001-01-05 13:00:00 PST,0.872591,0.436296
2001-01-05 14:00:00 PST,0.872591,0.436296
2001-01-05 15:00:00 PST,0.872591,0.436296
2001-01-05 16:00:00 PST,0.872591,0.436296
2001-01-05 17:00:00 PST,0.872591,0.436296
2001-01-05 18:00:00 PST,0.872591,0.436296
2001-01-05 19:00:00 PST,0.872591,0.436296
2001-01-05 20:00:00 PST,0.872591,0.436296
2001-01-05 21:00:00 PST,0.872591,0.436296
2001-01-05 22:00:00 PST,1.06905,0.534523
2001-01-05 23:00:00 PST,1.06905,0.534523
2001-01-06 00:00:00 PST,0.024481,0.0122405
2001-01-06 01:00:00 PST,0.606451,0.303225
2001-01-06 02:00:00 PST,0.0187816,0.00939078
2001-01-06 03:00:00 PST,0.210541,0.105271
2001-01-06 04:00:00 PST,0.676136,0.338068
2001-01-06 05:00:00 PST,0.676136,0.338068
2001-01-06 06:00:00 PST,0.676136,0.338068
2001-01-06 07:00:00 PST,0.872591,0.436296
2001-01-06 08:00:00 PST,0.872591,0.436296
2001-01-06 09:00:00 PST,0.872591,0.436296
2001-01-06 10:00:00 PST,1.06905,0.534523
2001-01-06 11:00:00 PST,1.06905,0.534523
2001-01-06 12:00:00 PST,1.06905,0.534523
2001-01-06 13:00:00 PST,0.872591,0.436296
2001-01-06 14:00:00 PST,0.872591,0.436296
2001-01-06 15:00:00 PST,0.872591,0.436296
2001-01-06 16:00:00 PST,0.872591,0.436296
2001-01-06 17:00:00 PST,0.872591,0.436296
2001-01-06 18:00:00 PST,0.872591,0.436296
2001-01-06 19:00:00 PST,0.872591,0.436296
2001-01-06 20:00:00 PST,0.872591,0.436296
2001-01-06 21:00:00 PST,0.872591,0.436296
2001-01-06 22:00:00 PST,1.06905,0.534523
2001-01-06 23:00:00 PST,1.06905,0.534523
2001-01-07 00:00:00 PST,0.0249658,0.0124829
2001-01-07 01:00:00 PST,0.024481,0.0122405
2001-01-07 02:00:00 PST,0.530826,0.265413
2001-01-07 03:00:00 PST,0.0191572,0.00957859
2001-01-07 04:00:00 PST,0.0195328,0.00976641
2001-01-07 05:00:00 PST,0.0252082,0.0126041
2001-01-07 06:00:00 PST,0.0242386,0.0121193
2001-01-07 07:00:00 PST,0.500286,0.250143
2001-01-07 08:00:00 PST,0.872591,0.436296
2001-01-07 09:00:00 PST,0.872591,0.436296
2001-01-07 10:00:00 PST,1.06905,0.534523
2001-01-07 11:00:00 PST,1.06905,0.534523
2001-01-07 12:00:00 PST,1.06905,0.534523
2001-01-07 13:00:00 PST,0.872591,0.436296
2001-01-07 14:00:00 PST,0.872591,0.436296
2001-01-07 15:00:00 PST,0.872591,0.436296
2001-01-07 16:00:00 PST,0.872591,0.436296
2001-01-07 17:00:00 PST,0.872591,0.436296
2001-01-07 18:00:00 PST,0.872591,0.436296
2001-01-07 19:00:00 PST,0.872591,0.436296
2001-01-07 20:00:00 PST,0.872591,0.436296
2001-01-07 21:00:00 PST,0.872591,0.436296
2001-01-07 22:00:00 PST,1.06905,0.534523
2001-01-07 23:00:00 PST,1.06905,0.534523
2001-01-08 00:00:00 PST,0.0247234,0.0123617
2001-01-08 01:00:00 PST,0.622933,0.311467
2001-01-08 02:00:00 PST,0.0187816,0.00939078
2001-01-08 03:00:00 PST,0.33619,0.168095
2001-01-08 04:00:00 PST,0.676136,0.338068
2001-01-08 05:00:00 PST,0.0185937,0.00929687
2001-01-08 06:00:00 PST,0.848595,0.424297
2001-01-08 07:00:00 PST,0.872591,0.436296
2001-01-08 08:00:00 PST,0.872591,0.436296
2001-01-08 09:00:00 PST,0.872591,0.436296
2001-01-08 10:00:00 PST,1.06905,0.534523
2001-01-08 11:00:00 PST,1.06905,0.534523
2001-01-08 12:00:00 PST,1.06905,0.534523
2001-01-08 13:00:00 PST,0.872591,0.436296
2001-01-08 14:00:00 PST,0.872591,0.436296
2001-01-08 15:00:00 PST,0.872591,0.436296
2001-01-08 16:00:00 PST,0.872591,0.436296
2001-01-08 17:00:00 PST,0.872591,0.436296
2001-01-08 18:00:00 PST,0.872591,0.436296
2001-01-08 19:00:00 PST,0.872591,0.436296
2001-01-08 20:00:00 PST,0.872591,0.436296
2001-01-08 21:00:00 PST,0.872591,0.436296
2001-01-08 22:00:00 PST,1.06905,0.534523
2001-01-08 23:00:00 PST,1.06905,0.534523
2001-01-09 00:00:00 PST,1.06905,0.534523
2001-01-09 01:00:00 PST,0.872591,0.436296
2001-01-09 02:00:00 PST,0.872591,0.436296
2001-01-09 03:00:00 PST,0.0189694,0.00948469
2001-01-09 04:00:00 PST,0.0191572,0.00957859
2001-01-09 05:00:00 PST,0.0242386,0.0121193
2001-01-09 06:00:00 PST,0.50174,0.25087
2001-01-09 07:00:00 PST,0.872591,0.436296
2001-01-09 08:00:00 PST,0.872591,0.436296
2001-01-09 09:00:00 PST,0.872591,0.436296
2001-01-09 10:00:00 PST,1.06905,0.534523
2001-01-09 11:00:00 PST,1.06905,0.534523
2001-01-09 12:00:00 PST,1.06905,0.534523
2001-01-09 13:00:00 PST,0.872591,0.436296
2001-01-09 14:00:00 PST,0.872591,0.436296
2001-01-09 15:00:00 PST,0.872591,0.436296
2001-01-09 16:00:00 PST,0.872591,0.436296
2001-01-09 17:00:00 PST,0.872591,0.436296
2001-01-09 18:00:00 PST,0.872591,0.436296
2001-01-09 19:00:00 PST,0.872591,0.436296
2001-01-09 20:00:00 PST,0.872591,0.436296
2001-01-09 21:00:00 PST,0.872591,0.436296
2001-01-09 22:00:00 PST,1.06905,0.534523
2001-01-09 23:00:00 PST,1.06905,0.534523
2001-01-10 00:00:00 PST,0.024481,0.0122405
2001-01-10 01:00:00 PST,0.607905,0.303953
2001-01-10 02:00:00 PST,0.0187816,0.00939078
2001-01-10 03:00:00 PST,0.221435,0.110717
2001-01-10 04:00:00 PST,0.676136,0.338068
2001-01-10 05:00:00 PST,0.676136,0.338068
2001-01-10 06:00:00 PST,0.676136,0.338068
2001-01-10 07:00:00 PST,0.872591,0.436296
2001-01-10 08:00:00 PST,0.872591,0.436296
2001-01-10 09:00:00 PST,0.872591,0.436296
2001-01-10 10:00:00 PST,1.06905,0.534523
2001-01-10 11:00:00 PST,1.06905,0.534523
2001-01-10 12:00:00 PST,1.06905,0.534523
2001-01-10 13:00:00 PST,0.872591,0.436296
2001-01-10 14:00:00 PST,0.872591,0.436296
2001-01-10 15:00:00 PST,0.872591,0.436296
2001-01-10 16:00:00 PST,0.872591,0.436296
2001-01-10 17:00:00 PST,0.872591,0.436296
2001-01-10 18:00:00 PST,0.872591,0.436296
2001-01-10 19:00:00 PST,0.872591,0.436296
2001-01-10 20:00:00 PST,0.872591,0.436296
2001-01-10 21:00:00 PST,0.872591,0.436296
2001-01-10 22:00:00 PST,1.06905,0.534523
2001-01-10 23:00:00 PST,1.06905,0.534523
2001-01-11 00:00:00 PST,0.0252082,0.0126041
2001-01-11 01:00:00 PST,0.024481,0.0122405
2001-01-11 02:00:00 PST,0.0185937,0.00929687
2001-01-11 03:00:00 PST,0.27083,0.135415
2001-01-11 04:00:00 PST,0.676136,0.338068
2001-01-11 05:00:00 PST,0.0242386,0.0121193
2001-01-11 06:00:00 PST,0.18591,0.0929552
2001-01-11 07:00:00 PST,0.872591,0.436296
2001-01-11 08:00:00 PST,0.872591,0.436296
2001-01-11 09:00:00 PST,0.872591,0.436296
2001-01-11 10:00:00 PST,1.06905,0.534523
2001-01-11 11:00:00 PST,1.06905,0.534523
2001-01-11 12:00:00 PST,1.06905,0.534523
2001-01-11 13:00:00 PST,0.872591,0.436296
2001-01-11 14:00:00 PST,0.872591,0.436296
2001-01-11 15:00:00 PST,0.872591,0.436296
2001-01-11 16:00:00 PST,0.872591,0.436296
2001-01-11 17:00:00 PST,0.872591,0.436296
2001-01-11 18:00:00 PST,0.872591,0.436296
2001-01-11 19:00:00 PST,0.872591,0.436296
2001-01-11 20:00:00 PST,0.872591,0.436296
2001-01-11 21:00:00 PST,0.872591,0.436296
2001-01-11 22:00:00 PST,1.06905,0.534523
2001-01-11 23:00:00 PST,1.06905,0.534523
2001-01-12 00:00:00 PST,1.06905,0.534523
2001-01-12 01:00:00 PST,0.872591,0.436296
2001-01-12 02:00:00 PST,0.0185937,0.00929687
2001-01-12 03:00:00 PST,0.0353093,0.0176547
2001-01-12 04:00:00 PST,0.676136,0.338068
2001-01-12 05:00:00 PST,0.676136,0.338068
2001-01-12 06:00:00 PST,0.676136,0.338068
2001-01-12 07:00:00 PST,0.872591,0.436296
2001-01-12 08:00:00 PST,0.872591,0.436296
2001-01-12 09:00:00 PST,0.872591,0.436296
2001-01-12 10:00:00 PST,1.06905,0.534523
2001-01-12 11:00:00 PST,1.06905,0.534523
2001-01-12 12:00:00 PST,1.06905,0.534523
2001-01-12 13:00:00 PST,0.872591,0.436296
2001-01-12 14:00:00 PST,0.872591,0.436296
2001-01-12 15:00:00 PST,0.872591,0.436296
2001-01-12 16:00:00 PST,0.872591,0.436296
2001-01-12 17:00:00 PST,0.872591,0.436296
2001-01-12 18:00:00 PST,0.872591,0.436296
2001-01-12 19:00:00 PST,0.872591,0.436296
2001-01-12 20:00:00 PST,0.872591,0.436296
2001-01-12 21:00:00 PST,0.872591,0.436296
2001-01-12 22:00:00 PST,1.06905,0.534523
2001-01-12 23:00:00 PST,1.06905,0.534523
2001-01-13 00:00:00 PST,0.024481,0.0122405
2001-01-13 01:00:00 PST,0.451808,0.225904
2001-01-13 02:00:00 PST,0.872591,0.436296
2001-01-13 03:00:00 PST,0.673507,0.336753
2001-01-13 04:00:00 PST,0.00262942,0.00131471
2001-01-13 05:00:00 PST,0.676136,0.338068
2001-01-13 06:00:00 PST,0.676136,0.338068
2001-01-13 07:00:00 PST,0.872591,0.436296
2001-01-13 08:00:00 PST,0.872591,0.436296
2001-01-13 09:00:00 PST,0.872591,0.436296
2001-01-13 10:00:00 PST,1.06905,0.534523
2001-01-13 11:00:00 PST,1.06905,0.534523
2001-01-13 12:00:00 PST,1.06905,0.534523
2001-01-13 13:00:00 PST,0.872591,0.436296
2001-01-13 14:00:00 PST,0.872591,0.436296
2001-01-13 15:00:00 PST,0.872591,0.436296
2001-01-13 16:00:00 PST,0.872591,0.436296
2001-01-13 17:00:00 PST,0.872591,0.436296
2001-01-13 18:00:00 PST,0.872591,0.436296
2001-01-13 19:00:00 PST,0.872591,0.436296
2001-01-13 20:00:00 PST,0.872591,0.436296
2001-01-13 21:00:00 PST,0.872591,0.436296
2001-01-13 22:00:00 PST,1.06905,0.534523
2001-01-13 23:00:00 PST,1.06905,0.534523
2001-01-14 00:00:00 PST,1.06905,0.534523
2001-01-14 01:00:00 PST,0.872591,0.436296
2001-01-14 02:00:00 PST,0.0187816,0.00939078
2001-01-14 03:00:00 PST,0.252612,0.126306
2001-01-14 04:00:00 PST,0.676136,0.338068
2001-01-14 05:00:00 PST,0.0242386,0.0121193
2001-01-14 06:00:00 PST,0.182759,0.0913797
2001-01-14 07:00:00 PST,0.872591,0.436296
2001-01-14 08:00:00 PST,0.872591,0.436296
2001-01-14 09:00:00 PST,0.872591,0.436296
2001-01-14 10:00:00 PST,1.06905,0.534523
2001-01-14 11:00:00 PST,1.06905,0.534523
2001-01-14 12:00:00 PST,1.06905,0.534523
2001-01-14 13:00:00 PST,0.872591,0.436296
2001-01-14 14:00:00 PST,0.872591,0.436296
2001-01-14 15:00:00 PST,0.872591,0.436296
2001-01-14 16:00:00 PST,0.872591,0.436296
2001-01-14 17:00:00 PST,0.872591,0.436296
2001-01-14 18:00:00 PST,0.872591,0.436296
2001-01-14 19:00:00 PST,0.872591,0.436296
2001-01-14 20:00:00 PST,0.872591,0.436296
2001-01-14 21:00:00 PST,0.872591,0.436296
2001-01-14 22:00:00 PST,1.06905,0.534523
2001-01-14 23:00:00 PST,1.06905,0.534523
2001-01-15 00:00:00 PST,1.06905,0.534523
2001-01-15 01:00:00 PST,0.872591,0.436296
2001-01-15 02:00:00 PST,0.0185937,0.00929687
2001-01-15 03:00:00 PST,0.0227257,0.0113628
2001-01-15 04:00:00 PST,0.676136,0.338068
2001-01-15 05:00:00 PST,0.676136,0.338068
2001-01-15 06:00:00 PST,0.676136,0.338068
2001-01-15 07:00:00 PST,0.872591,0.436296
2001-01-15 08:00:00 PST,0.872591,0.436296
2001-01-15 09:00:00 PST,0.872591,0.436296
2001-01-15 10:00:00 PST,1.06905,0.534523
2001-01-15 11:00:00 PST,1.06905,0.534523
2001-01-15 12:00:00 PST,1.06905,0.534523
2001-01-15 13:00:00 PST,0.872591,0.436296
2001-01-15 14:00:00 PST,0.872591,0.436296
2001-01-15 15:00:00 PST,0.872591,0.436296
2001-01-15 16:00:00 PST,0.872591,0.436296
2001-01-15 17:00:00 PST,0.872591,0.436296
2001-01-15 18:00:00 PST,0.872591,0.436296
2001-01-15 19:00:00 PST,0.872591,0.436296
2001-01-15 20:00:00 PST,0.872591,0.436296
2001-01-15 21:00:00 PST,0.872591,0.436296
2001-01-15 22:00:00 PST,1.06905,0.534523
2001-01-15 23:00:00 PST,1.06905,0.534523
2001-01-16 00:00:00 PST,0.0242386,0.0121193
2001-01-16 01:00:00 PST,0.400422,0.200211
2001-01-16 02:00:00 PST,0.872591,0.436296
2001-01-16 03:00:00 PST,0.872591,0.436296
2001-01-16 04:00:00 PST,0.0189694,0.00948469
2001-01-16 05:00:00 PST,0.024481,0.0122405
2001-01-16 06:00:00 PST,0.510466,0.255233
2001-01-16 07:00:00 PST,0.872591,0.436296
2001-01-16 08:00:00 PST,0.872591,0.436296
2001-01-16 09:00:00 PST,0.872591,0.436296
2001-01-16 10:00:00 PST,1.06905,0.534523
2001-01-16 11:00:00 PST,1.06905,0.534523
2001-01-16 12:00:00 PST,1.06905,0.534523
2001-01-16 13:00:00 PST,0.872591,0.436296
2001-01-16 14:00:00 PST,0.872591,0.436296
2001-01-16 15:00:00 PST,0.872591,0.436296
2001-01-16 16:00:00 PST,0.872591,0.436296
2001-01-16 17:00:00 PST,0.872591,0.436296
2001-01-16 18:00:00 PST,0.872591,0.436296
2001-01-16 19:00:00 PST,0.872591,0.436296
2001-01-16 20:00:00 PST,0.872591,0.436296
2001-01-16 21:00:00 PST,0.872591,0.436296
2001-01-16 22:00:00 PST,1.06905,0.534523
2001-01-16 23:00:00 PST,1.06905,0.534523
2001-01-17 00:00:00 PST,0.0247234,0.0123617
2001-01-17 01:00:00 PST,0.636264,0.318132
2001-01-17 02:00:00 PST,0.0187816,0.00939078
2001-01-17 03:00:00 PST,0.428219,0.21411
2001-01-17 04:00:00 PST,0.0191572,0.00957859
2001-01-17 05:00:00 PST,0.0252082,0.0126041
2001-01-17 06:00:00 PST,0.0242386,0.0121193
2001-01-17 07:00:00 PST,0.501013,0.250506
2001-01-17 08:00:00 PST,0.872591,0.436296
2001-01-17 09:00:00 PST,0.872591,0.436296
2001-01-17 10:00:00 PST,1.06905,0.534523
2001-01-17 11:00:00 PST,1.06905,0.534523
2001-01-17 12:00:00 PST,1.06905,0.534523
2001-01-17 13:00:00 PST,0.872591,0.436296
2001-01-17 14:00:00 PST,0.872591,0.436296
2001-01-17 15:00:00 PST,0.872591,0.436296
2001-01-17 16:00:00 PST,0.872591,0.436296
2001-01-17 17:00:00 PST,0.872591,0.436296
2001-01-17 18:00:00 PST,0.872591,0.436296
2001-01-17 19:00:00 PST,0.872591,0.436296
2001-01-17 20:00:00 PST,0.872591,0.436296
2001-01-17 21:00:00 PST,0.872591,0.436296
2001-01-17 22:00:00 PST,1.06905,0.534523
2001-01-17 23:00:00 PST,1.06905,0.534523
2001-01-18 00:00:00 PST,0.0247234,0.0123617
2001-01-18 01:00:00 PST,0.623418,0.311709
2001-01-18 02:00:00 PST,0.0187816,0.00939078
2001-01-18 03:00:00 PST,0.339571,0.169785
2001-01-18 04:00:00 PST,0.661299,0.330649
2001-01-18 05:00:00 PST,0.0148374,0.00741871
2001-01-18 06:00:00 PST,0.676136,0.338068
2001-01-18 07:00:00 PST,0.872591,0.436296
2001-01-18 08:00:00 PST,0.872591,0.436296
2001-01-18 09:00:00 PST,0.872591,0.436296
2001-01-18 10:00:00 PST,1.06905,0.534523
2001-01-18 11:00:00 PST,1.06905,0.534523
2001-01-18 12:00:00 PST,1.06905,0.534523
2001-01-18 13:00:00 PST,0.872591,0.436296
2001-01-18 14:00:00 PST,0.872591,0.436296
2001-01-18 15:00:00 PST,0.872591,0.436296
2001-01-18 16:00:00 PST,0.872591,0.436296
2001-01-18 17:00:00 PST,0.872591,0.436296
2001-01-18 18:00:00 PST,0.872591,0.436296
2001-01-18 19:00:00 PST,0.872591,0.436296
2001-01-18 20:00:00 PST,0.872591,0.436296
2001-01-18 21:00:00 PST,0.872591,0.436296
2001-01-18 22:00:00 PST,1.06905,0.534523
2001-01-18 23:00:00 PST,1.06905,0.534523
2001-01-19 00:00:00 PST,1.06905,0.534523
2001-01-19 01:00:00 PST,0.872591,0.436296
2001-01-19 02:00:00 PST,0.872591,0.436296
2001-01-19 03:00:00 PST,0.0189694,0.00948469
2001-01-19 04:00:00 PST,0.019345,0.0096725
2001-01-19 05:00:00 PST,0.0247234,0.0123617
2001-01-19 06:00:00 PST,0.600391,0.300196
2001-01-19 07:00:00 PST,0.872591,0.436296
2001-01-19 08:00:00 PST,0.872591,0.436296
2001-01-19 09:00:00 PST,0.872591,0.436296
2001-01-19 10:00:00 PST,1.06905,0.534523
2001-01-19 11:00:00 PST,1.06905,0.534523
2001-01-19 12:00:00 PST,1.06905,0.534523
2001-01-19 13:00:00 PST,0.872591,0.436296
2001-01-19 14:00:00 PST,0.872591,0.436296
2001-01-19 15:00:00 PST,0.872591,0.436296
2001-01-19 16:00:00 PST,0.872591,0.436296
2001-01-19 17:00:00 PST,0.872591,0.436296
2001-01-19 18:00:00 PST,0.872591,0.436296
2001-01-19 19:00:00 PST,0.872591,0.436296
2001-01-19 20:00:00 PST,0.872591,0.436296
2001-01-19 21:00:00 PST,0.872591,0.436296
2001-01-19 22:00:00 PST,1.06905,0.534523
2001-01-19 23:00:00 PST,1.06905,0.534523
2001-01-20 00:00:00 PST,0.0249658,0.0124829
2001-01-20 01:00:00 PST,0.024481,0.0122405
2001-01-20 02:00:00 PST,0.526948,0.263474
2001-01-20 03:00:00 PST,0.0189694,0.00948469
2001-01-20 04:00:00 PST,0.019345,0.0096725
2001-01-20 05:00:00 PST,0.0249658,0.0124829
2001-01-20 06:00:00 PST,0.0242386,0.0121193
2001-01-20 07:00:00 PST,0.421752,0.210876
2001-01-20 08:00:00 PST,0.872591,0.436296
2001-01-20 09:00:00 PST,0.872591,0.436296
2001-01-20 10:00:00 PST,1.06905,0.534523
2001-01-20 11:00:00 PST,1.06905,0.534523
2001-01-20 12:00:00 PST,1.06905,0.534523
2001-01-20 13:00:00 PST,0.872591,0.436296
2001-01-20 14:00:00 PST,0.872591,0.436296
2001-01-20 15:00:00 PST,0.872591,0.436296
2001-01-20 16:00:00 PST,0.872591,0.436296
2001-01-20 17:00:00 PST,0.872591,0.436296
2001-01-20 18:00:00 PST,0.872591,0.436296
2001-01-20 19:00:00 PST,0.872591,0.436296
2001-01-20 20:00:00 PST,0.872591,0.436296
2001-01-20 21:00:00 PST,0.872591,0.436296
2001-01-20 22:00:00 PST,1.06905,0.534523
2001-01-20 23:00:00 PST,1.06905,0.534523
2001-01-21 00:00:00 PST,0.0242386,0.0121193
2001-01-21 01:00:00 PST,0.38394,0.19197
2001-01-21 02:00:00 PST,0.872591,0.436296
2001-01-21 03:00:00 PST,0.872591,0.436296
2001-01-21 04:00:00 PST,0.0187816,0.00939078
2001-01-21 05:00:00 PST,0.401925,0.200963
2001-01-21 06:00:00 PST,0.676136,0.338068
2001-01-21 07:00:00 PST,0.872591,0.436296
2001-01-21 08:00:00 PST,0.872591,0.436296
2001-01-21 09:00:00 PST,0.872591,0.436296
2001-01-21 10:00:00 PST,1.06905,0.534523
2001-01-21 11:00:00 PST,1.06905,0.534523
2001-01-21 12:00:00 PST,1.06905,0.534523
2001-01-21 13:00:00 PST,0.872591,0.436296
2001-01-21 14:00:00 PST,0.872591,0.436296
2001-01-21 15:00:00 PST,0.872591,0.436296
2001-01-21 16:00:00 PST,0.872591,0.436296
2001-01-21 17:00:00 PST,0.872591,0.436296
2001-01-21 18:00:00 PST,0.872591,0.436296
2001-01-21 19:00:00 PST,0.872591,0.436296
2001-01-21 20:00:00 PST,0.872591,0.436296
2001-01-21 21:00:00 PST,0.872591,0.436296
2001-01-21 22:00:00 PST,1.06905,0.534523
2001-01-21 23:00:00 PST,1.06905,0.534523
2001-01-22 00:00:00 PST,0.0249658,0.0124829
2001-01-22 01:00:00 PST,0.024481,0.0122405
2001-01-22 02:00:00 PST,0.516525,0.258263
2001-01-22 03:00:00 PST,0.0189694,0.00948469
2001-01-22 04:00:00 PST,0.0191572,0.00957859
2001-01-22 05:00:00 PST,0.0247234,0.0123617
2001-01-22 06:00:00 PST,0.576637,0.288319
2001-01-22 07:00:00 PST,0.872591,0.436296
2001-01-22 08:00:00 PST,0.872591,0.436296
2001-01-22 09:00:00 PST,0.872591,0.436296
2001-01-22 10:00:00 PST,1.06905,0.534523
2001-01-22 11:00:00 PST,1.06905,0.534523
2001-01-22 12:00:00 PST,1.06905,0.534523
2001-01-22 13:00:00 PST,0.872591,0.436296
2001-01-22 14:00:00 PST,0.872591,0.436296
2001-01-22 15:00:00 PST,0.872591,0.436296
2001-01-22 16:00:00 PST,0.872591,0.436296
2001-01-22 17:00:00 PST,0.872591,0.436296
2001-01-22 18:00:00 PST,0.872591,0.436296
2001-01-22 19:00:00 PST,0.872591,0.436296
2001-01-22 20:00:00 PST,0.872591,0.436296
