-1,-3000
0.5,-3000
0.50036,-3000
0.50072,-3000
0.50108,-3000
0.50144,-3000
0.5018,-3000
0.50216,-3000
0.50252,-3000
0.50288,-3000
0.50324,-3000
0.50359,-3000
0.50395,-3000
0.50431,-3000
0.50467,-3000
0.50503,-3000
0.50539,-3000
0.50575,-3000
0.50611,-3000
0.50647,-3000
0.50683,-3000
0.50719,-3000
0.50755,-3000
0.50791,-3000
0.50827,-3000
0.50863,-3000
0.50899,-3000
0.50935,-3000
0.50971,-3000
0.51006,-3000
0.51042,-3000
0.51078,-3000
0.51114,-3000
0.5115,-3000
0.51186,-3000
0.51222,-3000
0.51258,-3000
0.51294,-3000
0.5133,-3000
0.51366,-3000
0.51402,-3000
0.51438,-3000
0.51474,-3000
0.5151,-3000
0.51546,-3000
0.51582,-3000
0.51618,-3000
0.51654,-3000
0.51689,-3000
0.51725,-3000
0.51747,-3000
0.51761,-3000
0.51797,-3000
0.51833,-3000
0.51869,-3000
0.51905,-3000
0.51941,-3000
0.51977,-3000
0.52013,-3000
0.52049,-3000
0.52085,-3000
0.52121,-3000
0.52157,-3000
0.52193,-3000
0.52229,-3000
0.52265,-3000
0.52301,-3000
0.52337,-3000
0.52372,-3000
0.52408,-3000
0.52444,-3000
0.5248,-3000
0.52516,-3000
0.52552,-3000
0.52588,-3000
0.52624,-3000
0.5266,-3000
0.52696,-3000
0.52732,-3000
0.52768,-3000
0.52804,-3000
0.5284,-3000
0.52876,-3000
0.52912,-3000
0.52948,-3000
0.52984,-3000
0.53019,-3000
0.53055,-3000
0.53091,-3000
0.53127,-3000
0.53163,-3000
0.53199,-3000
0.53235,-3000
0.53271,-3000
0.53307,-3000
0.53343,-3000
0.53379,-3000
0.53415,-3000
0.53451,-3000
0.53487,-3000
0.53523,-3000
0.53559,-3000
0.53595,-3000
0.53631,-3000
0.53667,-3000
0.53702,-3000
0.53738,-3000
0.53774,-3000
0.5381,-3000
0.53846,-3000
0.53882,-3000
0.53918,-3000
0.53954,-3000
0.5399,-3000
0.54026,-3000
0.54062,-3000
0.54098,-3000
0.54134,-3000
0.5417,-3000
0.54206,-3000
0.54242,-3000
0.54278,-3000
0.54314,-3000
0.54349,-3000
0.54385,-3000
0.54421,-3000
0.54457,-3000
0.54493,-3000
0.54529,-3000
0.54565,-3000
0.54601,-3000
0.54637,-3000
0.54673,-3000
0.54709,-3000
0.54745,-3000
0.54781,-3000
0.54817,-3000
0.54853,-3000
0.54889,-3000
0.54925,-3000
0.54961,-3000
0.54997,-3000
0.55032,-3000
0.55068,-3000
0.55104,-3000
0.5514,-3000
0.55176,-3000
0.55212,-3000
0.55248,-3000
0.55284,-3000
0.5532,-3000
0.55356,-3000
0.55392,-3000
0.55428,-3000
0.55464,-3000
0.555,-3000
0.55536,-3000
0.55572,-3000
0.55608,-3000
0.55644,-3000
0.5568,-3000
0.55715,-3000
0.55751,-3000
0.55787,-3000
0.55823,-3000
