# file...... voltage_data.csv
# date...... Wed Sep 14 09:17:52 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,substation_reg:tap_A, substation_meter:measured_voltage_A, feeder_meter:measured_voltage_A, branch_1_meter_1:measured_voltage_A, branch_1_meter_2:measured_voltage_A, branch_1_meter_3:measured_voltage_A, b1m1_house_meter:voltage_1, b1m2_house_meter:voltage_1, b1m3_house_meter:voltage_1
2009-08-08 07:43:55 PDT,-3,+7215.99-0.000288623d,+7083.18-0.000288781d,+7088.69-0.0280693d,+7086.1-0.0730011d,+7080.91-0.149999d,+122.106+0.00586593d,+122.038-0.100611d,+121.952-0.181004d
2009-08-08 07:44:00 PDT,-3,+7215.99-0.000288775d,+7083.18-0.000288933d,+7088.69-0.0281249d,+7086.09-0.0730569d,+7080.91-0.150055d,+122.106+0.0057758d,+122.038-0.100667d,+121.952-0.18106d
2009-08-08 07:44:05 PDT,-3,+7215.99-0.000288772d,+7083.18-0.00028893d,+7088.69-0.0281199d,+7086.09-0.0730518d,+7080.91-0.15005d,+122.106+0.00578393d,+122.038-0.100661d,+121.952-0.181055d
2009-08-08 07:44:10 PDT,-3,+7215.99-0.000288767d,+7083.18-0.000288925d,+7088.69-0.0281122d,+7086.09-0.0730441d,+7080.91-0.150043d,+122.106+0.00579637d,+122.038-0.100654d,+121.952-0.181047d
2009-08-08 07:44:15 PDT,-3,+7215.99-0.00019702d,+7083.18-0.000197178d,+7088.69-0.0280129d,+7086.1-0.0729447d,+7080.91-0.149943d,+122.106+0.00590044d,+122.038-0.100554d,+121.952-0.180947d
2009-08-08 07:44:20 PDT,-3,+7215.99-0.000197016d,+7083.18-0.000197174d,+7088.69-0.0280052d,+7086.1-0.072937d,+7080.91-0.149935d,+122.106+0.00591288d,+122.038-0.100547d,+121.952-0.18094d
2009-08-08 07:44:25 PDT,-3,+7215.99-0.000197012d,+7083.18-0.00019717d,+7088.69-0.0279975d,+7086.1-0.0729293d,+7080.92-0.149928d,+122.106+0.00592531d,+122.038-0.100539d,+121.952-0.180932d
2009-08-08 07:44:30 PDT,-3,+7215.99-0.000197007d,+7083.18-0.000197165d,+7088.7-0.0279898d,+7086.1-0.0729217d,+7080.92-0.14992d,+122.106+0.00593772d,+122.038-0.100531d,+121.952-0.180924d
2009-08-08 07:44:35 PDT,-3,+7215.99-0.000197003d,+7083.18-0.000197161d,+7088.7-0.0279822d,+7086.1-0.072914d,+7080.92-0.149912d,+122.106+0.00595014d,+122.038-0.100524d,+121.952-0.180917d
2009-08-08 07:44:40 PDT,-3,+7215.99-0.000196998d,+7083.18-0.000197156d,+7088.7-0.0279745d,+7086.1-0.0729063d,+7080.92-0.149905d,+122.106+0.00596254d,+122.038-0.100516d,+121.952-0.180909d
2009-08-08 07:44:45 PDT,-3,+7215.99-0.000196994d,+7083.18-0.000197152d,+7088.7-0.0279669d,+7086.1-0.0728987d,+7080.92-0.149897d,+122.106+0.00597495d,+122.038-0.100508d,+121.952-0.180901d
2009-08-08 07:44:50 PDT,-3,+7215.99-0.000196989d,+7083.18-0.000197147d,+7088.7-0.0279592d,+7086.11-0.072891d,+7080.92-0.149889d,+122.106+0.00598735d,+122.038-0.100501d,+121.952-0.180893d
2009-08-08 07:44:55 PDT,-3,+7215.99-0.000196985d,+7083.18-0.000197143d,+7088.7-0.0279516d,+7086.11-0.0728833d,+7080.92-0.149882d,+122.106+0.00599974d,+122.038-0.100493d,+121.952-0.180886d
2009-08-08 07:45:00 PDT,-3,+7215.99-0.000197088d,+7083.18-0.000197246d,+7088.69-0.0280081d,+7086.1-0.0729399d,+7080.91-0.149938d,+122.106+0.00590819d,+122.038-0.10055d,+121.952-0.180943d
2009-08-08 07:45:05 PDT,-3,+7215.99-0.000197085d,+7083.18-0.000197243d,+7088.69-0.0280032d,+7086.1-0.072935d,+7080.91-0.149933d,+122.106+0.00591616d,+122.038-0.100545d,+121.952-0.180938d
2009-08-08 07:45:10 PDT,-3,+7215.99-0.000197081d,+7083.18-0.000197239d,+7088.69-0.0279956d,+7086.1-0.0729274d,+7080.92-0.149926d,+122.106+0.00592845d,+122.038-0.100537d,+121.952-0.18093d
2009-08-08 07:45:15 PDT,-3,+7215.99-0.000197077d,+7083.18-0.000197235d,+7088.7-0.027988d,+7086.1-0.0729198d,+7080.92-0.149918d,+122.106+0.00594073d,+122.038-0.100529d,+121.952-0.180922d
2009-08-08 07:45:20 PDT,-3,+7215.99-0.000197072d,+7083.18-0.00019723d,+7088.7-0.0279804d,+7086.1-0.0729123d,+7080.92-0.149911d,+122.106+0.005953d,+122.038-0.100522d,+121.952-0.180915d
2009-08-08 07:45:25 PDT,-3,+7215.99-0.000197068d,+7083.18-0.000197226d,+7088.7-0.0279729d,+7086.1-0.0729047d,+7080.92-0.149903d,+122.106+0.00596527d,+122.038-0.100514d,+121.952-0.180907d
2009-08-08 07:45:30 PDT,-3,+7215.99-0.000197063d,+7083.18-0.000197221d,+7088.7-0.0279653d,+7086.11-0.0728971d,+7080.92-0.149895d,+122.106+0.00597755d,+122.038-0.100507d,+121.952-0.1809d
2009-08-08 07:45:35 PDT,-3,+7215.99-0.000197059d,+7083.18-0.000197217d,+7088.7-0.0279577d,+7086.11-0.0728895d,+7080.92-0.149888d,+122.106+0.00598981d,+122.038-0.100499d,+121.952-0.180892d
2009-08-08 07:45:40 PDT,-3,+7215.99-0.000197054d,+7083.18-0.000197212d,+7088.7-0.0279501d,+7086.11-0.0728819d,+7080.92-0.14988d,+122.106+0.00600207d,+122.038-0.100492d,+121.952-0.180884d
2009-08-08 07:45:45 PDT,-3,+7215.99-0.00019705d,+7083.18-0.000197208d,+7088.7-0.0279426d,+7086.11-0.0728743d,+7080.92-0.149873d,+122.106+0.00601432d,+122.038-0.100484d,+121.952-0.180877d
2009-08-08 07:45:50 PDT,-3,+7215.99-0.000197046d,+7083.18-0.000197204d,+7088.7-0.027935d,+7086.11-0.0728668d,+7080.92-0.149865d,+122.106+0.00602656d,+122.038-0.100476d,+121.952-0.180869d
2009-08-08 07:45:55 PDT,-3,+7215.99-0.000197041d,+7083.18-0.000197199d,+7088.7-0.0279275d,+7086.11-0.0728592d,+7080.92-0.149857d,+122.106+0.00603881d,+122.038-0.100469d,+121.952-0.180862d
2009-08-08 07:46:00 PDT,-3,+7216-0.000127806d,+7083.19-0.000127964d,+7088.7-0.0279156d,+7086.11-0.0728474d,+7080.92-0.149846d,+122.106+0.00601507d,+122.038-0.100457d,+121.952-0.18085d
2009-08-08 07:46:05 PDT,-3,+7216-0.000127803d,+7083.19-0.000127961d,+7088.7-0.0279108d,+7086.11-0.0728425d,+7080.92-0.149841d,+122.106+0.00602289d,+122.038-0.100452d,+121.952-0.180845d
2009-08-08 07:46:10 PDT,-3,+7216-0.000127799d,+7083.19-0.000127957d,+7088.7-0.0279033d,+7086.11-0.072835d,+7080.92-0.149833d,+122.106+0.00603503d,+122.038-0.100445d,+121.952-0.180837d
2009-08-08 07:46:15 PDT,-3,+7216-0.000127795d,+7083.19-0.000127953d,+7088.7-0.0278958d,+7086.11-0.0728275d,+7080.92-0.149826d,+122.106+0.00604716d,+122.038-0.100437d,+121.952-0.18083d
2009-08-08 07:46:20 PDT,-3,+7216-0.00012779d,+7083.19-0.000127948d,+7088.7-0.0278883d,+7086.11-0.07282d,+7080.92-0.149818d,+122.106+0.00605928d,+122.038-0.10043d,+121.952-0.180822d
2009-08-08 07:46:25 PDT,-3,+7216-0.000127786d,+7083.19-0.000127944d,+7088.7-0.0278808d,+7086.11-0.0728126d,+7080.93-0.149811d,+122.106+0.00607141d,+122.038-0.100422d,+121.952-0.180815d
2009-08-08 07:46:30 PDT,-3,+7216-0.000127781d,+7083.19-0.000127939d,+7088.71-0.0278733d,+7086.11-0.0728051d,+7080.93-0.149803d,+122.106+0.00608352d,+122.038-0.100415d,+121.952-0.180807d
2009-08-08 07:46:35 PDT,-3,+7216-0.000127777d,+7083.19-0.000127935d,+7088.71-0.0278659d,+7086.11-0.0727976d,+7080.93-0.149796d,+122.106+0.00609563d,+122.038-0.100407d,+121.952-0.1808d
2009-08-08 07:46:40 PDT,-3,+7216-0.000127773d,+7083.19-0.000127931d,+7088.71-0.0278584d,+7086.11-0.0727901d,+7080.93-0.149788d,+122.106+0.00610774d,+122.038-0.1004d,+121.952-0.180792d
2009-08-08 07:46:45 PDT,-3,+7216-0.000127768d,+7083.19-0.000127926d,+7088.71-0.0278509d,+7086.11-0.0727826d,+7080.93-0.149781d,+122.106+0.00611985d,+122.038-0.100392d,+121.952-0.180785d
2009-08-08 07:46:50 PDT,-3,+7216-0.000127764d,+7083.19-0.000127922d,+7088.71-0.0278434d,+7086.12-0.0727751d,+7080.93-0.149773d,+122.106+0.00613194d,+122.038-0.100385d,+121.952-0.180777d
2009-08-08 07:46:55 PDT,-3,+7216-0.00012776d,+7083.19-0.000127918d,+7088.71-0.027836d,+7086.12-0.0727677d,+7080.93-0.149766d,+122.107+0.00614404d,+122.038-0.100377d,+121.952-0.18077d
2009-08-08 07:47:00 PDT,-3,+7216-0.000127827d,+7083.19-0.000127985d,+7088.7-0.0278943d,+7086.11-0.072826d,+7080.92-0.149824d,+122.106+0.00604961d,+122.038-0.100436d,+121.952-0.180828d
2009-08-08 07:47:05 PDT,-3,+7216-0.000127824d,+7083.19-0.000127982d,+7088.7-0.0278896d,+7086.11-0.0728213d,+7080.92-0.149819d,+122.106+0.00605726d,+122.038-0.100431d,+121.952-0.180824d
2009-08-08 07:47:10 PDT,-3,+7216-0.00012782d,+7083.19-0.000127978d,+7088.7-0.0278821d,+7086.11-0.0728139d,+7080.93-0.149812d,+122.106+0.00606926d,+122.038-0.100423d,+121.952-0.180816d
2009-08-08 07:47:15 PDT,-3,+7216-0.000127815d,+7083.19-0.000127973d,+7088.71-0.0278748d,+7086.11-0.0728065d,+7080.93-0.149805d,+122.106+0.00608124d,+122.038-0.100416d,+121.952-0.180809d
2009-08-08 07:47:20 PDT,-3,+7216-0.000127811d,+7083.19-0.000127969d,+7088.71-0.0278674d,+7086.11-0.0727991d,+7080.93-0.149797d,+122.106+0.00609322d,+122.038-0.100409d,+121.952-0.180801d
2009-08-08 07:47:25 PDT,-3,+7216-0.000127807d,+7083.19-0.000127965d,+7088.71-0.02786d,+7086.11-0.0727917d,+7080.93-0.14979d,+122.106+0.00610519d,+122.038-0.100401d,+121.952-0.180794d
2009-08-08 07:47:30 PDT,-3,+7216-0.000127803d,+7083.19-0.000127961d,+7088.71-0.0278526d,+7086.11-0.0727843d,+7080.93-0.149782d,+122.106+0.00611716d,+122.038-0.100394d,+121.952-0.180787d
2009-08-08 07:47:35 PDT,-3,+7216-0.000130523d,+7083.19-0.000130681d,+7088.71-0.0278479d,+7086.12-0.0727796d,+7080.93-0.149778d,+122.106+0.00612639d,+122.038-0.100389d,+121.952-0.180782d
2009-08-08 07:47:40 PDT,-3,+7216-0.000130519d,+7083.19-0.000130677d,+7088.71-0.0278405d,+7086.12-0.0727722d,+7080.93-0.14977d,+122.106+0.00613836d,+122.038-0.100382d,+121.952-0.180774d
2009-08-08 07:47:45 PDT,-3,+7216-6.78395e-05d,+7083.19-6.79975e-05d,+7088.71-0.0277705d,+7086.12-0.0727022d,+7080.94-0.1497d,+122.107+0.00621293d,+122.038-0.100312d,+121.952-0.180704d
2009-08-08 07:47:50 PDT,-3,+7216-6.78352e-05d,+7083.19-6.79932e-05d,+7088.71-0.0277631d,+7086.12-0.0726948d,+7080.94-0.149693d,+122.107+0.00622488d,+122.038-0.100304d,+121.952-0.180697d
2009-08-08 07:47:55 PDT,-3,+7216-6.78309e-05d,+7083.19-6.79889e-05d,+7088.72-0.0277557d,+7086.12-0.0726874d,+7080.94-0.149685d,+122.107+0.00623682d,+122.038-0.100297d,+121.952-0.180689d
2009-08-08 07:48:00 PDT,-3,+7216-6.78654e-05d,+7083.19-6.80234e-05d,+7088.71-0.0278149d,+7086.11-0.0727466d,+7080.93-0.149745d,+122.106+0.00614098d,+122.038-0.100356d,+121.952-0.180749d
2009-08-08 07:48:05 PDT,-3,+7216-6.78627e-05d,+7083.19-6.80207e-05d,+7088.71-0.0278103d,+7086.12-0.072742d,+7080.93-0.14974d,+122.106+0.00614848d,+122.038-0.100352d,+121.952-0.180744d
2009-08-08 07:48:10 PDT,-3,+7216-6.78585e-05d,+7083.19-6.80164e-05d,+7088.71-0.027803d,+7086.12-0.0727347d,+7080.93-0.149733d,+122.106+0.00616033d,+122.038-0.100344d,+121.952-0.180737d
2009-08-08 07:48:15 PDT,-3,+7216-6.78542e-05d,+7083.19-6.80122e-05d,+7088.71-0.0277957d,+7086.12-0.0727274d,+7080.93-0.149725d,+122.107+0.00617216d,+122.038-0.100337d,+121.952-0.18073d
2009-08-08 07:48:20 PDT,-3,+7216-6.78499e-05d,+7083.19-6.80079e-05d,+7088.71-0.0277884d,+7086.12-0.07272d,+7080.93-0.149718d,+122.107+0.00618399d,+122.038-0.10033d,+121.952-0.180722d
2009-08-08 07:48:25 PDT,-3,+7216-6.78457e-05d,+7083.19-6.80037e-05d,+7088.71-0.0277811d,+7086.12-0.0727127d,+7080.93-0.149711d,+122.107+0.00619581d,+122.038-0.100322d,+121.952-0.180715d
2009-08-08 07:48:30 PDT,-3,+7216-6.78414e-05d,+7083.19-6.79994e-05d,+7088.71-0.0277738d,+7086.12-0.0727054d,+7080.93-0.149703d,+122.107+0.00620763d,+122.038-0.100315d,+121.952-0.180708d
2009-08-08 07:48:35 PDT,-3,+7216-7.09783e-05d,+7083.19-7.11424e-05d,+7088.23-0.0343676d,+7085.64-0.0793033d,+7080.45-0.156308d,+122.098-0.00467863d,+122.03-0.106915d,+121.944-0.187316d
2009-08-08 07:48:40 PDT,-3,+7216-7.0974e-05d,+7083.19-7.11382e-05d,+7088.23-0.0343603d,+7085.64-0.079296d,+7080.45-0.156301d,+122.098-0.00466681d,+122.03-0.106908d,+121.944-0.187308d
2009-08-08 07:48:45 PDT,-3,+7216-0.000121514d,+7083.19-0.000121577d,+7073.98-0.101097d,+7071.39-0.146152d,+7066.2-0.223369d,+121.78-0.124736d,+121.784-0.173836d,+121.698-0.254466d
2009-08-08 07:48:50 PDT,-3,+7216-0.000121509d,+7083.19-0.000121573d,+7073.98-0.10109d,+7071.39-0.146145d,+7066.2-0.223362d,+121.78-0.124724d,+121.784-0.173829d,+121.699-0.254458d
2009-08-08 07:48:55 PDT,-3,+7216-0.000121505d,+7083.19-0.000121568d,+7073.99-0.101082d,+7071.39-0.146138d,+7066.2-0.223355d,+121.78-0.124712d,+121.784-0.173821d,+121.699-0.254451d
2009-08-08 07:49:00 PDT,-3,+7216-0.000121566d,+7083.19-0.00012163d,+7073.97-0.101177d,+7071.38-0.146233d,+7066.18-0.22345d,+121.779-0.124872d,+121.784-0.173916d,+121.698-0.254546d
2009-08-08 07:49:05 PDT,-3,+7216-0.000121564d,+7083.19-0.000121627d,+7073.97-0.101173d,+7071.38-0.146228d,+7066.18-0.223445d,+121.779-0.124864d,+121.784-0.173912d,+121.698-0.254542d
2009-08-08 07:49:10 PDT,-3,+7216-0.000121559d,+7083.19-0.000121623d,+7073.97-0.101165d,+7071.38-0.146221d,+7066.19-0.223438d,+121.779-0.124853d,+121.784-0.173904d,+121.698-0.254534d
2009-08-08 07:49:15 PDT,-3,+7216-0.000121555d,+7083.19-0.000121619d,+7073.97-0.101158d,+7071.38-0.146214d,+7066.19-0.223431d,+121.779-0.124841d,+121.784-0.173897d,+121.698-0.254527d
2009-08-08 07:49:20 PDT,-3,+7216-0.000121551d,+7083.19-0.000121614d,+7073.97-0.101151d,+7071.38-0.146206d,+7066.19-0.223424d,+121.779-0.124829d,+121.784-0.17389d,+121.698-0.25452d
2009-08-08 07:49:25 PDT,-3,+7216-0.000121547d,+7083.19-0.00012161d,+7073.98-0.101144d,+7071.38-0.146199d,+7066.19-0.223416d,+121.779-0.124818d,+121.784-0.173883d,+121.698-0.254513d
2009-08-08 07:49:30 PDT,-3,+7216-0.000121543d,+7083.19-0.000121606d,+7073.98-0.101136d,+7071.38-0.146192d,+7066.19-0.223409d,+121.779-0.124806d,+121.784-0.173876d,+121.698-0.254505d
2009-08-08 07:49:35 PDT,-3,+7216-0.000121538d,+7083.19-0.000121602d,+7073.98-0.101129d,+7071.38-0.146185d,+7066.19-0.223402d,+121.779-0.124794d,+121.784-0.173868d,+121.698-0.254498d
2009-08-08 07:49:40 PDT,-3,+7216-0.000121534d,+7083.19-0.000121597d,+7073.98-0.101122d,+7071.38-0.146177d,+7066.19-0.223395d,+121.779-0.124782d,+121.784-0.173861d,+121.698-0.254491d
2009-08-08 07:49:45 PDT,-3,+7216-0.00012153d,+7083.19-0.000121593d,+7073.98-0.101115d,+7071.38-0.14617d,+7066.19-0.223387d,+121.779-0.124771d,+121.784-0.173854d,+121.698-0.254484d
2009-08-08 07:49:50 PDT,-3,+7216-0.000121526d,+7083.19-0.000121589d,+7073.98-0.101108d,+7071.38-0.146163d,+7066.19-0.22338d,+121.779-0.124759d,+121.784-0.173847d,+121.698-0.254477d
2009-08-08 07:49:55 PDT,-3,+7216-0.000121522d,+7083.19-0.000121585d,+7073.98-0.1011d,+7071.38-0.146156d,+7066.19-0.223373d,+121.779-0.124747d,+121.784-0.173839d,+121.698-0.254469d
2009-08-08 07:50:00 PDT,-3,+7216-0.000121583d,+7083.19-0.000121647d,+7073.97-0.101196d,+7071.37-0.146252d,+7066.18-0.223469d,+121.779-0.124909d,+121.784-0.173935d,+121.698-0.254565d
2009-08-08 07:50:05 PDT,-3,+7215.98-0.000430587d,+7083.17-0.000429981d,+6985.36-0.504592d,+6938.64-0.75658d,+6933.39-0.835834d,+120.253-0.528332d,+119.046-1.12061d,+119.411-0.867788d
2009-08-08 07:50:10 PDT,-3,+7215.98-0.000430583d,+7083.17-0.000429977d,+6985.36-0.504585d,+6938.64-0.756573d,+6933.4-0.835827d,+120.253-0.52832d,+119.046-1.1206d,+119.411-0.867781d
2009-08-08 07:50:15 PDT,-3,+7215.98-0.000430579d,+7083.17-0.000429973d,+6985.36-0.504577d,+6938.64-0.756565d,+6933.4-0.83582d,+120.253-0.528308d,+119.046-1.12059d,+119.411-0.867774d
2009-08-08 07:50:20 PDT,-3,+7215.98-0.000430575d,+7083.17-0.000429968d,+6985.36-0.50457d,+6938.64-0.756558d,+6933.4-0.835812d,+120.253-0.528296d,+119.046-1.12059d,+119.411-0.867766d
2009-08-08 07:50:25 PDT,-2,+7215.98-0.000431687d,+7126.89-0.000431087d,+7029.42-0.500132d,+6982.88-0.749677d,+6977.66-0.828239d,+121.012-0.523839d,+119.809-1.11006d,+120.174-0.859902d
2009-08-08 07:50:30 PDT,-2,+7215.98-0.000431682d,+7126.89-0.000431083d,+7029.43-0.500125d,+6982.89-0.749669d,+6977.66-0.828232d,+121.012-0.523827d,+119.809-1.11005d,+120.174-0.859894d
2009-08-08 07:50:35 PDT,-2,+7215.98-0.000431678d,+7126.89-0.000431079d,+7029.43-0.500117d,+6982.89-0.749662d,+6977.66-0.828224d,+121.012-0.523815d,+119.809-1.11004d,+120.174-0.859887d
2009-08-08 07:50:40 PDT,-1,+7215.98-0.000432812d,+7171.16-0.00043222d,+7074.03-0.495707d,+7027.67-0.742825d,+7022.46-0.820701d,+121.78-0.519386d,+120.582-1.09959d,+120.945-0.852074d
2009-08-08 07:50:45 PDT,-1,+7215.98-0.000381511d,+7171.16-0.000381024d,+7088.46-0.429239d,+7042.16-0.675581d,+7036.95-0.753237d,+122.102-0.399524d,+120.832-1.03119d,+121.195-0.784518d
2009-08-08 07:50:50 PDT,-1,+7215.98-0.000381507d,+7171.16-0.00038102d,+7088.46-0.429232d,+7042.16-0.675574d,+7036.95-0.75323d,+122.102-0.399512d,+120.832-1.03118d,+121.195-0.784511d
2009-08-08 07:50:55 PDT,0,+7215.98-0.000382539d,+7215.98-0.000382058d,+7133.56-0.425517d,+7087.43-0.669467d,+7082.25-0.746446d,+122.879-0.396314d,+121.614-1.02151d,+121.975-0.777442d
2009-08-08 07:51:00 PDT,0,+7215.98-0.000382742d,+7215.98-0.000382261d,+7133.5-0.425786d,+7087.35-0.669845d,+7082.17-0.746825d,+122.878-0.39662d,+121.612-1.02206d,+121.974-0.777821d
2009-08-08 07:51:05 PDT,0,+7215.98-0.00038274d,+7215.98-0.000382259d,+7133.5-0.425782d,+7087.35-0.669841d,+7082.17-0.74682d,+122.878-0.396613d,+121.612-1.02206d,+121.974-0.777817d
2009-08-08 07:51:10 PDT,1,+7215.98-0.000383793d,+7261.37-0.000383317d,+7179.17-0.422088d,+7133.19-0.663769d,+7128.02-0.740076d,+123.664-0.393432d,+122.403-1.01244d,+122.763-0.77079d
2009-08-08 07:51:15 PDT,1,+7215.98-0.000383788d,+7261.37-0.000383313d,+7179.17-0.422081d,+7133.19-0.663762d,+7128.02-0.740069d,+123.664-0.393421d,+122.404-1.01244d,+122.763-0.770783d
2009-08-08 07:51:20 PDT,1,+7215.98-0.000383784d,+7261.37-0.000383309d,+7179.17-0.422075d,+7133.19-0.663755d,+7128.02-0.740063d,+123.664-0.39341d,+122.404-1.01243d,+122.763-0.770776d
2009-08-08 07:51:25 PDT,2,+7215.98-0.000384858d,+7307.32-0.000384388d,+7225.4-0.418405d,+7179.6-0.657724d,+7174.45-0.733363d,+124.46-0.390249d,+123.204-1.00288d,+123.563-0.763795d
2009-08-08 07:51:30 PDT,2,+7215.98-0.000384854d,+7307.32-0.000384384d,+7225.4-0.418398d,+7179.6-0.657717d,+7174.45-0.733356d,+124.46-0.390238d,+123.204-1.00287d,+123.563-0.763788d
2009-08-08 07:51:35 PDT,2,+7215.98-0.00038485d,+7307.32-0.00038438d,+7225.4-0.418391d,+7179.6-0.65771d,+7174.45-0.733349d,+124.46-0.390227d,+123.205-1.00286d,+123.563-0.763782d
2009-08-08 07:51:40 PDT,3,+7215.98-0.000385945d,+7353.87-0.000385481d,+7272.22-0.414745d,+7226.59-0.651718d,+7221.46-0.726694d,+125.266-0.387087d,+124.015-0.993378d,+124.372-0.756848d
2009-08-08 07:51:45 PDT,3,+7215.98-0.000385941d,+7353.87-0.000385477d,+7272.22-0.414738d,+7226.59-0.651711d,+7221.46-0.726687d,+125.266-0.387076d,+124.016-0.993371d,+124.373-0.756841d
2009-08-08 07:51:50 PDT,3,+7215.98-0.000385937d,+7353.87-0.000385472d,+7272.22-0.414732d,+7226.59-0.651705d,+7221.46-0.726681d,+125.266-0.387066d,+124.016-0.993364d,+124.373-0.756834d
2009-08-08 07:51:55 PDT,4,+7215.98-0.000387055d,+7401.01-0.000386596d,+7319.63-0.411109d,+7274.17-0.645753d,+7269.06-0.72007d,+126.083-0.383946d,+124.837-0.983943d,+125.192-0.749946d
2009-08-08 07:52:00 PDT,4,+7215.98-0.00038726d,+7401.01-0.000386801d,+7319.58-0.411368d,+7274.1-0.646115d,+7268.98-0.720434d,+126.082-0.38424d,+124.835-0.984477d,+125.191-0.75031d
2009-08-08 07:52:05 PDT,4,+7216-7.28831e-05d,+7401.03-7.30387e-05d,+7405.63-0.0355121d,+7403.08-0.0779586d,+7398.01-0.150556d,+127.563-0.0092763d,+127.497-0.104078d,+127.413-0.179708d
2009-08-08 07:52:10 PDT,4,+7216-7.2879e-05d,+7401.03-7.30346e-05d,+7405.63-0.0355057d,+7403.08-0.0779522d,+7398.01-0.150549d,+127.563-0.00926598d,+127.497-0.104072d,+127.413-0.179701d
2009-08-08 07:52:15 PDT,4,+7216-0.000164669d,+7401.02-0.000164825d,+7405.62-0.0355912d,+7403.07-0.0780377d,+7398-0.150635d,+127.563-0.0093474d,+127.497-0.104158d,+127.413-0.179787d
2009-08-08 07:52:20 PDT,4,+7216-0.000164665d,+7401.02-0.000164821d,+7405.62-0.0355848d,+7403.08-0.0780313d,+7398.01-0.150628d,+127.563-0.00933709d,+127.497-0.104151d,+127.413-0.17978d
2009-08-08 07:52:25 PDT,3,+7216-0.000164372d,+7353.88-0.000164529d,+7358.55-0.0354157d,+7355.99-0.0782112d,+7350.91-0.151426d,+126.753-0.00867846d,+126.686-0.10454d,+126.602-0.180838d
2009-08-08 07:52:30 PDT,3,+7215.99-0.000233919d,+7353.88-0.000234076d,+7358.55-0.0354788d,+7355.99-0.0782743d,+7350.9-0.151489d,+126.753-0.00873752d,+126.686-0.104603d,+126.602-0.180902d
2009-08-08 07:52:35 PDT,3,+7215.99-0.000233915d,+7353.88-0.000234072d,+7358.55-0.0354723d,+7355.99-0.0782678d,+7350.9-0.151483d,+126.753-0.00872709d,+126.686-0.104597d,+126.602-0.180895d
2009-08-08 07:52:40 PDT,2,+7215.99-0.000233627d,+7307.33-0.000233785d,+7312.07-0.0353019d,+7309.51-0.0784485d,+7304.4-0.152286d,+125.952-0.0080638d,+125.885-0.104988d,+125.801-0.181959d
2009-08-08 07:52:45 PDT,2,+7215.99-0.000233623d,+7307.33-0.000233781d,+7312.07-0.0352953d,+7309.51-0.078442d,+7304.4-0.152279d,+125.952-0.00805325d,+125.885-0.104982d,+125.801-0.181953d
2009-08-08 07:52:50 PDT,2,+7215.99-0.000233619d,+7307.33-0.000233777d,+7312.07-0.0352888d,+7309.51-0.0784355d,+7304.4-0.152272d,+125.952-0.00804269d,+125.885-0.104975d,+125.801-0.181946d
2009-08-08 07:52:55 PDT,1,+7215.99-0.000233337d,+7261.38-0.000233496d,+7266.17-0.0351169d,+7263.61-0.078617d,+7258.49-0.15308d,+125.162-0.00737475d,+125.095-0.105368d,+125.01-0.183017d
2009-08-08 07:53:00 PDT,1,+7215.99-0.000233459d,+7261.38-0.000233618d,+7266.17-0.0351775d,+7263.6-0.0786776d,+7258.48-0.15314d,+125.162-0.00747283d,+125.095-0.105429d,+125.01-0.183078d
2009-08-08 07:53:05 PDT,1,+7215.99-0.000233456d,+7261.38-0.000233615d,+7266.17-0.0351736d,+7263.6-0.0786736d,+7258.48-0.153137d,+125.162-0.0074664d,+125.095-0.105425d,+125.01-0.183074d
2009-08-08 07:53:10 PDT,0,+7215.99-0.000233179d,+7215.99-0.00023334d,+7220.85-0.0350012d,+7218.27-0.0788569d,+7213.14-0.153949d,+124.382-0.0067953d,+124.314-0.105821d,+124.229-0.184152d
2009-08-08 07:53:15 PDT,0,+7215.99-0.000233175d,+7215.99-0.000233336d,+7220.85-0.0349946d,+7218.27-0.0788503d,+7213.14-0.153943d,+124.382-0.00678459d,+124.314-0.105815d,+124.229-0.184145d
2009-08-08 07:53:20 PDT,0,+7215.99-0.000233171d,+7215.99-0.000233332d,+7220.85-0.034988d,+7218.27-0.0788437d,+7213.14-0.153936d,+124.382-0.00677388d,+124.314-0.105808d,+124.229-0.184138d
2009-08-08 07:53:25 PDT,-1,+7215.99-0.000232899d,+7171.17-0.000233061d,+7176.09-0.0348143d,+7173.51-0.0790278d,+7168.36-0.154754d,+123.611-0.00609814d,+123.543-0.106207d,+123.458-0.185223d
2009-08-08 07:53:30 PDT,-1,+7215.99-0.000232895d,+7171.17-0.000233057d,+7176.09-0.0348076d,+7173.51-0.0790211d,+7168.36-0.154747d,+123.611-0.0060873d,+123.543-0.1062d,+123.458-0.185216d
2009-08-08 07:53:35 PDT,-1,+7215.99-0.000232891d,+7171.17-0.000233053d,+7176.09-0.0348009d,+7173.51-0.0790144d,+7168.36-0.154741d,+123.611-0.00607647d,+123.543-0.106193d,+123.458-0.185209d
2009-08-08 07:53:40 PDT,-2,+7215.99-0.000232624d,+7126.91-0.000232787d,+7131.89-0.0346259d,+7129.3-0.0791993d,+7124.13-0.155563d,+122.85-0.00539607d,+122.782-0.106594d,+122.696-0.1863d
