# file...... voltage_data.csv
# date...... Wed Sep 14 09:17:52 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,substation_reg:tap_A, substation_meter:measured_voltage_A, feeder_meter:measured_voltage_A, branch_1_meter_1:measured_voltage_A, branch_1_meter_2:measured_voltage_A, branch_1_meter_3:measured_voltage_A, b1m1_house_meter:voltage_1, b1m2_house_meter:voltage_1, b1m3_house_meter:voltage_1
2009-08-08 05:40:25 PDT,4,+7215.98-0.00043388d,+7401.01-0.000433427d,+7306.65-0.513922d,+7265.04-0.725966d,+7260.85-0.786369d,+125.809-0.579456d,+124.713-1.03555d,+125.05-0.811042d
2009-08-08 05:40:30 PDT,5,+7215.98-0.000434837d,+7448.76-0.000434389d,+7354.79-0.508708d,+7313.34-0.718631d,+7309.17-0.778479d,+126.638-0.573476d,+125.546-1.02504d,+125.882-0.802915d
2009-08-08 05:40:35 PDT,5,+7215.98-0.000434831d,+7448.76-0.000434382d,+7354.79-0.508698d,+7313.34-0.718621d,+7309.17-0.778469d,+126.638-0.573459d,+125.546-1.02503d,+125.882-0.802905d
2009-08-08 05:40:40 PDT,5,+7215.98-0.000434824d,+7448.76-0.000434376d,+7354.8-0.508687d,+7313.34-0.71861d,+7309.17-0.778458d,+126.638-0.573443d,+125.546-1.02502d,+125.882-0.802894d
2009-08-08 05:40:45 PDT,5,+7215.98-0.000434818d,+7448.76-0.000434369d,+7354.8-0.508677d,+7313.34-0.7186d,+7309.17-0.778448d,+126.638-0.573426d,+125.546-1.02501d,+125.882-0.802884d
2009-08-08 05:40:50 PDT,5,+7215.98-0.000434811d,+7448.76-0.000434363d,+7354.8-0.508667d,+7313.34-0.71859d,+7309.17-0.778438d,+126.638-0.573409d,+125.546-1.025d,+125.882-0.802874d
2009-08-08 05:40:55 PDT,5,+7215.98-0.000434804d,+7448.76-0.000434356d,+7354.8-0.508657d,+7313.34-0.718579d,+7309.17-0.778427d,+126.638-0.573393d,+125.546-1.02499d,+125.882-0.802863d
2009-08-08 05:41:00 PDT,5,+7216-0.000143141d,+7448.77-0.000143259d,+7434.15-0.163128d,+7432.12-0.197128d,+7427.99-0.255657d,+128.005-0.226608d,+127.996-0.218263d,+127.928-0.27953d
2009-08-08 05:41:05 PDT,5,+7216-0.000143135d,+7448.77-0.000143253d,+7434.15-0.163119d,+7432.12-0.197118d,+7427.99-0.255648d,+128.005-0.226593d,+127.996-0.218254d,+127.928-0.279521d
2009-08-08 05:41:10 PDT,5,+7216-0.000143128d,+7448.77-0.000143246d,+7434.15-0.163109d,+7432.12-0.197108d,+7427.99-0.255637d,+128.005-0.226576d,+127.996-0.218244d,+127.928-0.279511d
2009-08-08 05:41:15 PDT,4,+7216-0.000142931d,+7401.02-0.00014305d,+7386.32-0.164782d,+7384.29-0.199075d,+7380.14-0.258128d,+127.181-0.228972d,+127.173-0.220387d,+127.104-0.282225d
2009-08-08 05:41:20 PDT,4,+7216-0.000142924d,+7401.02-0.000143044d,+7386.33-0.164772d,+7384.29-0.199065d,+7380.14-0.258118d,+127.181-0.228955d,+127.173-0.220376d,+127.104-0.282214d
2009-08-08 05:41:25 PDT,4,+7216-0.000142918d,+7401.02-0.000143037d,+7386.33-0.164762d,+7384.29-0.199055d,+7380.15-0.258108d,+127.181-0.228939d,+127.173-0.220366d,+127.104-0.282204d
2009-08-08 05:41:30 PDT,3,+7216-0.000142724d,+7353.88-0.000142844d,+7339.11-0.166445d,+7337.07-0.201034d,+7332.91-0.260614d,+126.368-0.231349d,+126.359-0.222523d,+126.291-0.284935d
2009-08-08 05:41:35 PDT,3,+7216-0.000142718d,+7353.88-0.000142838d,+7339.11-0.166435d,+7337.07-0.201024d,+7332.91-0.260603d,+126.368-0.231332d,+126.359-0.222512d,+126.291-0.284925d
2009-08-08 05:41:40 PDT,3,+7216-0.000142711d,+7353.88-0.000142831d,+7339.11-0.166425d,+7337.07-0.201014d,+7332.91-0.260593d,+126.368-0.231315d,+126.359-0.222502d,+126.291-0.284914d
2009-08-08 05:41:45 PDT,2,+7216-0.000142521d,+7307.34-0.000142642d,+7292.5-0.168119d,+7290.45-0.203005d,+7286.27-0.263115d,+125.565-0.233741d,+125.556-0.224672d,+125.487-0.287663d
2009-08-08 05:41:50 PDT,2,+7216-0.000142515d,+7307.34-0.000142636d,+7292.5-0.168108d,+7290.45-0.202995d,+7286.27-0.263105d,+125.565-0.233724d,+125.556-0.224661d,+125.488-0.287652d
2009-08-08 05:41:55 PDT,2,+7216-0.000142508d,+7307.34-0.000142629d,+7292.5-0.168098d,+7290.45-0.202985d,+7286.27-0.263094d,+125.565-0.233707d,+125.556-0.224651d,+125.488-0.287642d
2009-08-08 05:42:00 PDT,1,+7216-0.000142288d,+7261.38-0.00014241d,+7246.47-0.169747d,+7244.42-0.204934d,+7240.22-0.265577d,+124.772-0.236058d,+124.764-0.226779d,+124.694-0.290352d
2009-08-08 05:42:05 PDT,1,+7216-0.000142282d,+7261.38-0.000142404d,+7246.47-0.169737d,+7244.42-0.204924d,+7240.22-0.265567d,+124.772-0.236041d,+124.764-0.226769d,+124.694-0.290342d
2009-08-08 05:42:10 PDT,1,+7216-0.000142276d,+7261.38-0.000142397d,+7246.47-0.169727d,+7244.42-0.204913d,+7240.22-0.265556d,+124.772-0.236024d,+124.764-0.226759d,+124.694-0.290331d
2009-08-08 05:42:15 PDT,0,+7216-0.000142092d,+7216-0.000142215d,+7201.02-0.171441d,+7198.95-0.206929d,+7194.74-0.268109d,+123.989-0.238478d,+123.981-0.228955d,+123.911-0.293113d
2009-08-08 05:42:20 PDT,0,+7216-0.000142086d,+7216-0.000142209d,+7201.02-0.17143d,+7198.95-0.206918d,+7194.74-0.268098d,+123.989-0.23846d,+123.981-0.228944d,+123.911-0.293102d
2009-08-08 05:42:25 PDT,0,+7216-0.000142079d,+7216-0.000142202d,+7201.02-0.171419d,+7198.96-0.206907d,+7194.74-0.268087d,+123.989-0.238442d,+123.981-0.228933d,+123.911-0.293092d
2009-08-08 05:42:30 PDT,-1,+7216-0.0001419d,+7171.18-0.000142023d,+7156.12-0.173143d,+7154.05-0.208935d,+7149.82-0.270655d,+123.216-0.240911d,+123.207-0.231143d,+123.138-0.295891d
2009-08-08 05:42:35 PDT,-1,+7216-0.000141893d,+7171.18-0.000142017d,+7156.12-0.173133d,+7154.06-0.208924d,+7149.83-0.270645d,+123.216-0.240893d,+123.207-0.231132d,+123.138-0.29588d
2009-08-08 05:42:40 PDT,-1,+7216-0.000141887d,+7171.18-0.00014201d,+7156.13-0.173122d,+7154.06-0.208913d,+7149.83-0.270634d,+123.216-0.240875d,+123.207-0.231121d,+123.138-0.295869d
2009-08-08 05:42:45 PDT,-1,+7216-0.00014188d,+7171.18-0.000142004d,+7156.13-0.173111d,+7154.06-0.208902d,+7149.83-0.270623d,+123.216-0.240858d,+123.207-0.23111d,+123.138-0.295858d
2009-08-08 05:42:50 PDT,-1,+7216-0.000141873d,+7171.18-0.000141997d,+7156.13-0.1731d,+7154.06-0.208891d,+7149.83-0.270612d,+123.216-0.24084d,+123.208-0.231099d,+123.138-0.295847d
2009-08-08 05:42:55 PDT,-1,+7216-0.000141867d,+7171.18-0.000141991d,+7156.13-0.173089d,+7154.06-0.20888d,+7149.83-0.270601d,+123.216-0.240822d,+123.208-0.231088d,+123.138-0.295836d
2009-08-08 05:43:00 PDT,-1,+7215.99-0.000226878d,+7171.17-0.000227001d,+7156.13-0.173106d,+7154.07-0.208898d,+7149.84-0.270618d,+123.216-0.240797d,+123.208-0.231105d,+123.138-0.295853d
2009-08-08 05:43:05 PDT,-1,+7215.99-0.000226871d,+7171.17-0.000226995d,+7156.14-0.173096d,+7154.07-0.208887d,+7149.84-0.270608d,+123.216-0.24078d,+123.208-0.231095d,+123.138-0.295843d
2009-08-08 05:43:10 PDT,-1,+7215.99-0.000226865d,+7171.17-0.000226989d,+7156.14-0.173085d,+7154.07-0.208876d,+7149.84-0.270597d,+123.216-0.240763d,+123.208-0.231084d,+123.138-0.295832d
2009-08-08 05:43:15 PDT,-1,+7215.99-0.000226858d,+7171.17-0.000226982d,+7156.14-0.173074d,+7154.07-0.208865d,+7149.84-0.270586d,+123.216-0.240745d,+123.208-0.231073d,+123.138-0.295821d
2009-08-08 05:43:20 PDT,-1,+7215.99-0.000226852d,+7171.17-0.000226975d,+7156.14-0.173063d,+7154.07-0.208854d,+7149.84-0.270575d,+123.216-0.240727d,+123.208-0.231062d,+123.138-0.29581d
2009-08-08 05:43:25 PDT,-1,+7215.99-0.000226845d,+7171.17-0.000226969d,+7156.14-0.173052d,+7154.07-0.208843d,+7149.84-0.270564d,+123.216-0.240709d,+123.208-0.231051d,+123.138-0.295799d
2009-08-08 05:43:30 PDT,-1,+7215.99-0.000226839d,+7171.17-0.000226962d,+7156.14-0.173041d,+7154.07-0.208832d,+7149.84-0.270553d,+123.216-0.240691d,+123.208-0.23104d,+123.138-0.295788d
2009-08-08 05:43:35 PDT,-1,+7215.99-0.000226832d,+7171.17-0.000226956d,+7156.14-0.17303d,+7154.08-0.208821d,+7149.85-0.270542d,+123.216-0.240673d,+123.208-0.231029d,+123.138-0.295777d
2009-08-08 05:43:40 PDT,-1,+7215.99-0.000226825d,+7171.17-0.000226949d,+7156.15-0.173019d,+7154.08-0.20881d,+7149.85-0.270531d,+123.216-0.240655d,+123.208-0.231018d,+123.138-0.295766d
2009-08-08 05:43:45 PDT,-1,+7215.99-0.000226819d,+7171.17-0.000226943d,+7156.15-0.173008d,+7154.08-0.208799d,+7149.85-0.27052d,+123.217-0.240638d,+123.208-0.231007d,+123.138-0.295755d
2009-08-08 05:43:50 PDT,-1,+7215.99-0.000226812d,+7171.17-0.000226936d,+7156.15-0.172997d,+7154.08-0.208789d,+7149.85-0.270509d,+123.217-0.24062d,+123.208-0.230996d,+123.138-0.295744d
2009-08-08 05:43:55 PDT,-1,+7215.99-0.000226806d,+7171.17-0.000226929d,+7156.15-0.172986d,+7154.08-0.208778d,+7149.85-0.270498d,+123.217-0.240602d,+123.208-0.230985d,+123.138-0.295733d
2009-08-08 05:44:00 PDT,-1,+7215.99-0.000226833d,+7171.17-0.000226957d,+7156.16-0.172918d,+7154.09-0.208709d,+7149.86-0.270429d,+123.217-0.240491d,+123.208-0.230916d,+123.138-0.295664d
2009-08-08 05:44:05 PDT,-1,+7215.99-0.000226827d,+7171.17-0.000226951d,+7156.16-0.172907d,+7154.09-0.208699d,+7149.86-0.270419d,+123.217-0.240474d,+123.208-0.230906d,+123.138-0.295654d
2009-08-08 05:44:10 PDT,-1,+7215.99-0.00022682d,+7171.17-0.000226944d,+7156.16-0.172896d,+7154.09-0.208688d,+7149.86-0.270408d,+123.217-0.240456d,+123.208-0.230895d,+123.138-0.295643d
2009-08-08 05:44:15 PDT,-1,+7215.99-0.000226814d,+7171.17-0.000226937d,+7156.16-0.172885d,+7154.09-0.208677d,+7149.86-0.270397d,+123.217-0.240438d,+123.208-0.230884d,+123.138-0.295632d
2009-08-08 05:44:20 PDT,-1,+7215.99-0.000226807d,+7171.17-0.000226931d,+7156.16-0.172874d,+7154.1-0.208666d,+7149.87-0.270386d,+123.217-0.24042d,+123.208-0.230873d,+123.138-0.295621d
2009-08-08 05:44:25 PDT,-1,+7215.99-0.000226801d,+7171.17-0.000226924d,+7156.17-0.172863d,+7154.1-0.208655d,+7149.87-0.270375d,+123.217-0.240402d,+123.208-0.230862d,+123.138-0.295609d
2009-08-08 05:44:30 PDT,-1,+7215.99-0.000226794d,+7171.17-0.000226918d,+7156.17-0.172852d,+7154.1-0.208644d,+7149.87-0.270364d,+123.217-0.240384d,+123.208-0.230851d,+123.138-0.295598d
2009-08-08 05:44:35 PDT,-1,+7215.99-0.000226787d,+7171.17-0.000226911d,+7156.17-0.172841d,+7154.1-0.208633d,+7149.87-0.270353d,+123.217-0.240366d,+123.208-0.23084d,+123.138-0.295587d
2009-08-08 05:44:40 PDT,-1,+7215.99-0.000226781d,+7171.17-0.000226904d,+7156.17-0.17283d,+7154.1-0.208622d,+7149.87-0.270342d,+123.217-0.240349d,+123.208-0.230829d,+123.138-0.295576d
2009-08-08 05:44:45 PDT,-1,+7215.99-0.000226774d,+7171.17-0.000226898d,+7156.17-0.172819d,+7154.1-0.208611d,+7149.87-0.27033d,+123.217-0.240331d,+123.208-0.230818d,+123.138-0.295565d
2009-08-08 05:44:50 PDT,-1,+7215.99-0.000226768d,+7171.17-0.000226891d,+7156.17-0.172808d,+7154.1-0.2086d,+7149.87-0.270319d,+123.217-0.240313d,+123.208-0.230807d,+123.138-0.295554d
2009-08-08 05:44:55 PDT,-1,+7215.99-0.000226761d,+7171.17-0.000226885d,+7156.17-0.172797d,+7154.11-0.208589d,+7149.88-0.270308d,+123.217-0.240295d,+123.208-0.230796d,+123.138-0.295543d
2009-08-08 05:45:00 PDT,-1,+7215.99-0.000226788d,+7171.17-0.000226912d,+7156.18-0.172728d,+7154.11-0.208519d,+7149.89-0.270239d,+123.217-0.240182d,+123.208-0.230727d,+123.139-0.295474d
2009-08-08 05:45:05 PDT,-1,+7215.99-0.000226782d,+7171.17-0.000226905d,+7156.19-0.172718d,+7154.12-0.208509d,+7149.89-0.270229d,+123.217-0.240166d,+123.208-0.230716d,+123.139-0.295463d
2009-08-08 05:45:10 PDT,-1,+7215.99-0.000226775d,+7171.17-0.000226899d,+7156.19-0.172707d,+7154.12-0.208498d,+7149.89-0.270218d,+123.217-0.240148d,+123.209-0.230705d,+123.139-0.295452d
2009-08-08 05:45:15 PDT,-1,+7215.99-0.000226769d,+7171.17-0.000226892d,+7156.19-0.172696d,+7154.12-0.208487d,+7149.89-0.270207d,+123.217-0.24013d,+123.209-0.230694d,+123.139-0.295441d
2009-08-08 05:45:20 PDT,-1,+7215.99-0.000226762d,+7171.17-0.000226886d,+7156.19-0.172685d,+7154.12-0.208476d,+7149.89-0.270195d,+123.217-0.240112d,+123.209-0.230683d,+123.139-0.29543d
2009-08-08 05:45:25 PDT,-1,+7215.99-0.000226755d,+7171.17-0.000226879d,+7156.19-0.172674d,+7154.12-0.208465d,+7149.89-0.270184d,+123.217-0.240094d,+123.209-0.230672d,+123.139-0.295419d
2009-08-08 05:45:30 PDT,-1,+7215.99-0.000226749d,+7171.17-0.000226872d,+7156.19-0.172663d,+7154.12-0.208454d,+7149.89-0.270173d,+123.217-0.240076d,+123.209-0.230661d,+123.139-0.295408d
2009-08-08 05:45:35 PDT,-1,+7215.99-0.000226742d,+7171.17-0.000226866d,+7156.19-0.172652d,+7154.12-0.208443d,+7149.9-0.270162d,+123.217-0.240058d,+123.209-0.23065d,+123.139-0.295397d
2009-08-08 05:45:40 PDT,-1,+7215.99-0.000226735d,+7171.17-0.000226859d,+7156.2-0.172641d,+7154.13-0.208432d,+7149.9-0.270151d,+123.217-0.24004d,+123.209-0.230639d,+123.139-0.295386d
2009-08-08 05:45:45 PDT,-1,+7215.99-0.000226729d,+7171.17-0.000226853d,+7156.2-0.172629d,+7154.13-0.20842d,+7149.9-0.27014d,+123.217-0.240022d,+123.209-0.230628d,+123.139-0.295375d
2009-08-08 05:45:50 PDT,-1,+7215.99-0.000226722d,+7171.17-0.000226846d,+7156.2-0.172618d,+7154.13-0.208409d,+7149.9-0.270129d,+123.218-0.240004d,+123.209-0.230617d,+123.139-0.295364d
2009-08-08 05:45:55 PDT,-1,+7215.99-0.000226716d,+7171.17-0.000226839d,+7156.2-0.172607d,+7154.13-0.208398d,+7149.9-0.270118d,+123.218-0.239986d,+123.209-0.230606d,+123.139-0.295353d
2009-08-08 05:46:00 PDT,-1,+7215.99-0.000226742d,+7171.17-0.000226866d,+7156.21-0.172537d,+7154.14-0.208328d,+7149.91-0.270048d,+123.218-0.239872d,+123.209-0.230536d,+123.139-0.295282d
2009-08-08 05:46:05 PDT,-1,+7215.99-0.000226736d,+7171.17-0.000226859d,+7156.21-0.172527d,+7154.14-0.208318d,+7149.91-0.270038d,+123.218-0.239856d,+123.209-0.230525d,+123.139-0.295272d
2009-08-08 05:46:10 PDT,-1,+7215.99-0.000226729d,+7171.17-0.000226853d,+7156.21-0.172516d,+7154.14-0.208307d,+7149.91-0.270026d,+123.218-0.239838d,+123.209-0.230514d,+123.139-0.295261d
2009-08-08 05:46:15 PDT,-1,+7215.99-0.000226723d,+7171.17-0.000226846d,+7156.21-0.172505d,+7154.14-0.208296d,+7149.91-0.270015d,+123.218-0.23982d,+123.209-0.230503d,+123.139-0.29525d
2009-08-08 05:46:20 PDT,-1,+7215.99-0.000226716d,+7171.17-0.00022684d,+7156.21-0.172494d,+7154.14-0.208285d,+7149.92-0.270004d,+123.218-0.239802d,+123.209-0.230492d,+123.139-0.295239d
2009-08-08 05:46:25 PDT,-1,+7215.99-0.000226709d,+7171.17-0.000226833d,+7156.22-0.172483d,+7154.15-0.208274d,+7149.92-0.269993d,+123.218-0.239784d,+123.209-0.230481d,+123.139-0.295228d
2009-08-08 05:46:30 PDT,-1,+7215.99-0.000226703d,+7171.17-0.000226826d,+7156.22-0.172472d,+7154.15-0.208263d,+7149.92-0.269982d,+123.218-0.239766d,+123.209-0.23047d,+123.139-0.295217d
2009-08-08 05:46:35 PDT,-1,+7215.99-0.000226696d,+7171.17-0.00022682d,+7156.22-0.172461d,+7154.15-0.208252d,+7149.92-0.269971d,+123.218-0.239748d,+123.209-0.230459d,+123.139-0.295205d
2009-08-08 05:46:40 PDT,-1,+7215.99-0.000226689d,+7171.17-0.000226813d,+7156.22-0.17245d,+7154.15-0.20824d,+7149.92-0.26996d,+123.218-0.23973d,+123.209-0.230448d,+123.139-0.295194d
2009-08-08 05:46:45 PDT,-1,+7215.99-0.000226683d,+7171.17-0.000226806d,+7156.22-0.172439d,+7154.15-0.208229d,+7149.92-0.269949d,+123.218-0.239712d,+123.209-0.230437d,+123.139-0.295183d
2009-08-08 05:46:50 PDT,-1,+7215.99-0.000226676d,+7171.17-0.0002268d,+7156.22-0.172427d,+7154.15-0.208218d,+7149.92-0.269938d,+123.218-0.239694d,+123.209-0.230426d,+123.139-0.295172d
2009-08-08 05:46:55 PDT,-1,+7216-0.000141413d,+7171.18-0.000141536d,+7156.23-0.172331d,+7154.16-0.208122d,+7149.93-0.269841d,+123.218-0.23959d,+123.209-0.230329d,+123.139-0.295076d
2009-08-08 05:47:00 PDT,-1,+7216-0.00014137d,+7171.18-0.000141494d,+7156.24-0.17226d,+7154.17-0.208051d,+7149.94-0.26977d,+123.218-0.239475d,+123.209-0.230258d,+123.14-0.295004d
2009-08-08 05:47:05 PDT,-1,+7216-0.000141364d,+7171.18-0.000141488d,+7156.24-0.17225d,+7154.17-0.208041d,+7149.94-0.26976d,+123.218-0.239458d,+123.209-0.230248d,+123.14-0.294994d
2009-08-08 05:47:10 PDT,-1,+7216-0.000141357d,+7171.18-0.000141481d,+7156.24-0.172239d,+7154.17-0.208029d,+7149.94-0.269749d,+123.218-0.23944d,+123.209-0.230237d,+123.14-0.294983d
2009-08-08 05:47:15 PDT,-1,+7216-0.000141351d,+7171.18-0.000141474d,+7156.24-0.172228d,+7154.17-0.208018d,+7149.94-0.269737d,+123.218-0.239422d,+123.209-0.230225d,+123.14-0.294972d
2009-08-08 05:47:20 PDT,-1,+7216-0.000141344d,+7171.18-0.000141468d,+7156.24-0.172217d,+7154.17-0.208007d,+7149.95-0.269726d,+123.218-0.239404d,+123.209-0.230214d,+123.14-0.294961d
2009-08-08 05:47:25 PDT,-1,+7216-0.000141337d,+7171.18-0.000141461d,+7156.25-0.172205d,+7154.18-0.207996d,+7149.95-0.269715d,+123.218-0.239386d,+123.21-0.230203d,+123.14-0.29495d
2009-08-08 05:47:30 PDT,-1,+7216-0.000141331d,+7171.18-0.000141454d,+7156.25-0.172194d,+7154.18-0.207985d,+7149.95-0.269704d,+123.218-0.239368d,+123.21-0.230192d,+123.14-0.294938d
2009-08-08 05:47:35 PDT,-1,+7216-0.000142213d,+7171.18-0.000142336d,+7156.25-0.172184d,+7154.18-0.207975d,+7149.95-0.269694d,+123.218-0.239351d,+123.21-0.230182d,+123.14-0.294928d
2009-08-08 05:47:40 PDT,-1,+7216-0.000142206d,+7171.18-0.00014233d,+7156.25-0.172173d,+7154.18-0.207964d,+7149.95-0.269683d,+123.218-0.239333d,+123.21-0.230171d,+123.14-0.294917d
2009-08-08 05:47:45 PDT,-1,+7216-0.000142199d,+7171.18-0.000142323d,+7156.25-0.172162d,+7154.18-0.207953d,+7149.95-0.269672d,+123.219-0.239315d,+123.21-0.23016d,+123.14-0.294906d
2009-08-08 05:47:50 PDT,-1,+7216-0.000142193d,+7171.18-0.000142316d,+7156.25-0.172151d,+7154.18-0.207941d,+7149.95-0.26966d,+123.219-0.239297d,+123.21-0.230149d,+123.14-0.294895d
2009-08-08 05:47:55 PDT,-1,+7216-0.000142186d,+7171.18-0.00014231d,+7156.25-0.17214d,+7154.18-0.20793d,+7149.96-0.269649d,+123.219-0.239279d,+123.21-0.230137d,+123.14-0.294884d
2009-08-08 05:48:00 PDT,-1,+7216-0.000142143d,+7171.18-0.000142267d,+7156.26-0.172068d,+7154.19-0.207859d,+7149.96-0.269578d,+123.219-0.239162d,+123.21-0.230066d,+123.14-0.294812d
2009-08-08 05:48:05 PDT,-1,+7216-0.000142137d,+7171.18-0.000142261d,+7156.26-0.172058d,+7154.19-0.207848d,+7149.97-0.269567d,+123.219-0.239145d,+123.21-0.230055d,+123.14-0.294802d
2009-08-08 05:48:10 PDT,-1,+7216-0.00014213d,+7171.18-0.000142254d,+7156.27-0.172047d,+7154.2-0.207837d,+7149.97-0.269556d,+123.219-0.239127d,+123.21-0.230044d,+123.14-0.29479d
2009-08-08 05:48:15 PDT,-1,+7216-0.000142124d,+7171.18-0.000142247d,+7156.27-0.172036d,+7154.2-0.207826d,+7149.97-0.269545d,+123.219-0.239109d,+123.21-0.230033d,+123.14-0.294779d
2009-08-08 05:48:20 PDT,-1,+7216-0.000142117d,+7171.18-0.000142241d,+7156.27-0.172024d,+7154.2-0.207815d,+7149.97-0.269534d,+123.219-0.239091d,+123.21-0.230022d,+123.14-0.294768d
2009-08-08 05:48:25 PDT,-1,+7216-0.00014211d,+7171.18-0.000142234d,+7156.27-0.172013d,+7154.2-0.207804d,+7149.97-0.269523d,+123.219-0.239073d,+123.21-0.230011d,+123.14-0.294757d
2009-08-08 05:48:30 PDT,-1,+7216-0.000142104d,+7171.18-0.000142227d,+7156.27-0.172002d,+7154.2-0.207793d,+7149.97-0.269511d,+123.219-0.239055d,+123.21-0.23d,+123.14-0.294746d
2009-08-08 05:48:35 PDT,-1,+7216-0.000143102d,+7171.18-0.000143229d,+7156.14-0.174207d,+7154.07-0.209998d,+7149.85-0.271718d,+123.217-0.242715d,+123.208-0.232206d,+123.138-0.296953d
2009-08-08 05:48:40 PDT,-1,+7216-0.000143096d,+7171.18-0.000143222d,+7156.15-0.174196d,+7154.08-0.209987d,+7149.85-0.271707d,+123.217-0.242697d,+123.208-0.232194d,+123.138-0.296942d
2009-08-08 05:48:45 PDT,-1,+7216-0.000143089d,+7171.18-0.000143215d,+7156.15-0.174184d,+7154.08-0.209976d,+7149.85-0.271696d,+123.217-0.242679d,+123.208-0.232183d,+123.138-0.296931d
2009-08-08 05:48:50 PDT,-1,+7216-0.000143082d,+7171.18-0.000143209d,+7156.15-0.174173d,+7154.08-0.209965d,+7149.85-0.271685d,+123.217-0.24266d,+123.208-0.232172d,+123.138-0.29692d
2009-08-08 05:48:55 PDT,-1,+7216-0.000143076d,+7171.18-0.000143202d,+7156.15-0.174162d,+7154.08-0.209953d,+7149.85-0.271674d,+123.217-0.242642d,+123.208-0.232161d,+123.138-0.296909d
2009-08-08 05:49:00 PDT,-1,+7216-0.000143032d,+7171.18-0.000143159d,+7156.16-0.17409d,+7154.09-0.209881d,+7149.86-0.271601d,+123.217-0.242525d,+123.208-0.232089d,+123.138-0.296836d
2009-08-08 05:49:05 PDT,-1,+7216-0.000143026d,+7171.18-0.000143153d,+7156.16-0.17408d,+7154.09-0.209871d,+7149.86-0.271591d,+123.217-0.242508d,+123.208-0.232078d,+123.138-0.296826d
2009-08-08 05:49:10 PDT,-1,+7216-0.00014302d,+7171.18-0.000143146d,+7156.16-0.174068d,+7154.09-0.20986d,+7149.86-0.27158d,+123.217-0.24249d,+123.208-0.232067d,+123.138-0.296815d
2009-08-08 05:49:15 PDT,-1,+7216-0.000143013d,+7171.18-0.000143139d,+7156.16-0.174057d,+7154.09-0.209848d,+7149.86-0.271568d,+123.217-0.242472d,+123.208-0.232056d,+123.138-0.296803d
2009-08-08 05:49:20 PDT,-1,+7216-0.000143006d,+7171.18-0.000143133d,+7156.16-0.174046d,+7154.1-0.209837d,+7149.87-0.271557d,+123.217-0.242454d,+123.208-0.232045d,+123.138-0.296792d
2009-08-08 05:49:25 PDT,-1,+7216-0.000142999d,+7171.18-0.000143126d,+7156.17-0.174035d,+7154.1-0.209826d,+7149.87-0.271546d,+123.217-0.242435d,+123.208-0.232034d,+123.138-0.296781d
2009-08-08 05:49:30 PDT,-1,+7216-0.000142993d,+7171.18-0.000143119d,+7156.17-0.174024d,+7154.1-0.209815d,+7149.87-0.271535d,+123.217-0.242417d,+123.208-0.232022d,+123.138-0.29677d
2009-08-08 05:49:35 PDT,-1,+7216-0.000142986d,+7171.18-0.000143112d,+7156.17-0.174012d,+7154.1-0.209804d,+7149.87-0.271524d,+123.217-0.242399d,+123.208-0.232011d,+123.138-0.296758d
2009-08-08 05:49:40 PDT,-1,+7216-0.000142979d,+7171.18-0.000143106d,+7156.17-0.174001d,+7154.1-0.209792d,+7149.87-0.271512d,+123.217-0.242381d,+123.208-0.232d,+123.138-0.296747d
2009-08-08 05:49:45 PDT,-1,+7216-0.000142973d,+7171.18-0.000143099d,+7156.17-0.17399d,+7154.1-0.209781d,+7149.87-0.271501d,+123.217-0.242363d,+123.208-0.231989d,+123.138-0.296736d
2009-08-08 05:49:50 PDT,-1,+7216-0.000142966d,+7171.18-0.000143092d,+7156.17-0.173979d,+7154.1-0.20977d,+7149.88-0.27149d,+123.217-0.242345d,+123.208-0.231978d,+123.138-0.296725d
2009-08-08 05:49:55 PDT,-1,+7216-0.000142959d,+7171.18-0.000143086d,+7156.18-0.173968d,+7154.11-0.209759d,+7149.88-0.271479d,+123.217-0.242327d,+123.208-0.231966d,+123.138-0.296714d
2009-08-08 05:50:00 PDT,-1,+7216-0.000142916d,+7171.18-0.000143042d,+7156.18-0.173895d,+7154.12-0.209686d,+7149.89-0.271406d,+123.218-0.242208d,+123.208-0.231893d,+123.139-0.29664d
2009-08-08 05:50:05 PDT,-1,+7216-0.000142909d,+7171.18-0.000143036d,+7156.19-0.173885d,+7154.12-0.209676d,+7149.89-0.271395d,+123.218-0.242191d,+123.208-0.231883d,+123.139-0.29663d
2009-08-08 05:50:10 PDT,-1,+7216-0.000142903d,+7171.18-0.000143029d,+7156.19-0.173873d,+7154.12-0.209664d,+7149.89-0.271384d,+123.218-0.242173d,+123.209-0.231872d,+123.139-0.296619d
2009-08-08 05:50:15 PDT,-1,+7216-0.000142896d,+7171.18-0.000143022d,+7156.19-0.173862d,+7154.12-0.209653d,+7149.89-0.271373d,+123.218-0.242155d,+123.209-0.231861d,+123.139-0.296608d
2009-08-08 05:50:20 PDT,-1,+7216-0.000142889d,+7171.18-0.000143016d,+7156.19-0.173851d,+7154.12-0.209642d,+7149.89-0.271362d,+123.218-0.242136d,+123.209-0.231849d,+123.139-0.296596d
2009-08-08 05:50:25 PDT,-1,+7216-0.000142883d,+7171.18-0.000143009d,+7156.19-0.17384d,+7154.12-0.209631d,+7149.89-0.27135d,+123.218-0.242118d,+123.209-0.231838d,+123.139-0.296585d
