# file...... 
# date...... Thu Apr 16 15:54:46 2009
# user...... D3G637
# host...... (null)
# target.... house 0
# trigger... (none)
# interval.. 300
# limit..... 100
# timestamp,air_temperature
2001-01-01 00:00:00 PST,+73.0634
2001-01-01 00:05:00 PST,+71.9876
2001-01-01 00:10:00 PST,+71.4189
2001-01-01 00:15:00 PST,+71.1107
2001-01-01 00:20:00 PST,+70.9361
2001-01-01 00:25:00 PST,+70.8303
2001-01-01 00:30:00 PST,+70.7599
2001-01-01 00:35:00 PST,+70.7076
2001-01-01 00:40:00 PST,+70.6647
2001-01-01 00:45:00 PST,+70.6266
2001-01-01 00:50:00 PST,+70.591
2001-01-01 00:55:00 PST,+70.5568
2001-01-01 01:00:00 PST,+70.4479
2001-01-01 01:05:00 PST,+70.375
2001-01-01 01:10:00 PST,+70.3205
2001-01-01 01:15:00 PST,+70.2756
2001-01-01 01:20:00 PST,+70.2357
2001-01-01 01:25:00 PST,+70.1983
2001-01-01 01:30:00 PST,+70.1623
2001-01-01 01:35:00 PST,+70.127
2001-01-01 01:40:00 PST,+70.0922
2001-01-01 01:45:00 PST,+70.0576
2001-01-01 01:50:00 PST,+70.0232
2001-01-01 01:55:00 PST,+69.9889
2001-01-01 02:00:00 PST,+69.8984
2001-01-01 02:05:00 PST,+69.8346
2001-01-01 02:10:00 PST,+69.7844
2001-01-01 02:15:00 PST,+69.7414
2001-01-01 02:20:00 PST,+69.702
2001-01-01 02:25:00 PST,+69.6646
2001-01-01 02:30:00 PST,+69.6282
2001-01-01 02:35:00 PST,+69.5923
2001-01-01 02:40:00 PST,+69.5569
2001-01-01 02:45:00 PST,+69.5216
2001-01-01 02:50:00 PST,+69.4864
2001-01-01 02:55:00 PST,+69.4514
2001-01-01 03:00:00 PST,+69.3597
2001-01-01 03:05:00 PST,+69.2949
2001-01-01 03:10:00 PST,+69.2439
2001-01-01 03:15:00 PST,+69.2
2001-01-01 03:20:00 PST,+69.1599
2001-01-01 03:25:00 PST,+69.1217
2001-01-01 03:30:00 PST,+69.0845
2001-01-01 03:35:00 PST,+69.048
2001-01-01 03:40:00 PST,+69.0117
2001-01-01 03:45:00 PST,+68.9757
2001-01-01 03:50:00 PST,+68.9399
2001-01-01 03:55:00 PST,+68.9041
2001-01-01 04:00:00 PST,+68.8182
2001-01-01 04:05:00 PST,+68.7561
2001-01-01 04:10:00 PST,+68.724
2001-01-01 04:15:00 PST,+71.8393
2001-01-01 04:20:00 PST,+70.3179
2001-01-01 04:25:00 PST,+69.5188
2001-01-01 04:30:00 PST,+69.0905
2001-01-01 04:35:00 PST,+68.8528
2001-01-01 04:40:00 PST,+68.724
2001-01-01 04:45:00 PST,+72.4552
2001-01-01 04:50:00 PST,+70.6103
2001-01-01 04:55:00 PST,+69.6451
2001-01-01 05:00:00 PST,+69.3327
2001-01-01 05:05:00 PST,+69.1576
2001-01-01 05:10:00 PST,+69.0529
2001-01-01 05:15:00 PST,+68.9844
2001-01-01 05:20:00 PST,+68.9346
2001-01-01 05:25:00 PST,+68.8943
2001-01-01 05:30:00 PST,+68.8591
2001-01-01 05:35:00 PST,+68.8264
2001-01-01 05:40:00 PST,+68.795
2001-01-01 05:45:00 PST,+68.7644
2001-01-01 05:50:00 PST,+68.7343
2001-01-01 05:55:00 PST,+68.724
2001-01-01 06:00:00 PST,+71.4857
2001-01-01 06:05:00 PST,+70.5313
2001-01-01 06:10:00 PST,+70.0327
2001-01-01 06:15:00 PST,+69.7682
2001-01-01 06:20:00 PST,+69.6238
2001-01-01 06:25:00 PST,+69.5412
2001-01-01 06:30:00 PST,+69.4903
2001-01-01 06:35:00 PST,+69.4558
2001-01-01 06:40:00 PST,+69.4296
2001-01-01 06:45:00 PST,+69.4077
2001-01-01 06:50:00 PST,+69.3881
2001-01-01 06:55:00 PST,+69.3697
2001-01-01 07:00:00 PST,+69.6852
2001-01-01 07:05:00 PST,+69.844
2001-01-01 07:10:00 PST,+69.9222
2001-01-01 07:15:00 PST,+69.9592
2001-01-01 07:20:00 PST,+69.9749
2001-01-01 07:25:00 PST,+69.9797
2001-01-01 07:30:00 PST,+69.9789
2001-01-01 07:35:00 PST,+69.9753
2001-01-01 07:40:00 PST,+69.9702
2001-01-01 07:45:00 PST,+69.9644
2001-01-01 07:50:00 PST,+69.9582
2001-01-01 07:55:00 PST,+69.9518
2001-01-01 08:00:00 PST,+70.1777
2001-01-01 08:05:00 PST,+70.294
2001-01-01 08:10:00 PST,+70.354
2001-01-01 08:15:00 PST,+70.3852
2001-01-01 08:20:00 PST,+70.4016
# end of tape
