# file...... Voltage_611.csv
# date...... Wed Dec 01 12:18:16 2010
# user...... D3P313
# host...... (null)
# target.... node 50
# trigger... (none)
# interval.. 60
# limit..... 10000
# timestamp,voltage_A.real,voltage_A.imag,voltage_B.real,voltage_B.imag,voltage_C.real,voltage_C.imag
2000-01-01 00:00:00 PST,+2410.18,-65.2184,-1268.7,-2096.94,-1190.78,+2123.11
2000-01-01 00:01:00 PST,+2410.32,-65.2967,-1260.87,-2083.97,-1183.23,+2109.79
2000-01-01 00:02:00 PST,+2409.18,-65.6438,-1254.25,-2069.77,-1183.81,+2109.98
2000-01-01 00:03:00 PST,+2400.38,-80.3128,-1259.13,-2065.99,-1166.93,+2104.75
2000-01-01 00:04:00 PST,+2400.86,-80.9058,-1258.11,-2067.32,-1166.61,+2104.23
2000-01-01 00:05:00 PST,+2356.84,-86.7924,-1250.52,-2046.99,-1167.32,+2067.08
2000-01-01 00:06:00 PST,+2373.72,-78.9633,-1250.81,-2042.89,-1177.57,+2083.55
2000-01-01 00:07:00 PST,+2392.52,-71.3137,-1249.16,-2037.39,-1176.23,+2086.6
2000-01-01 00:08:00 PST,+2393.85,-69.8776,-1247.52,-2038.97,-1176.85,+2086.36
2000-01-01 00:09:00 PST,+2399.66,-61.1046,-1243.63,-2038.15,-1177.97,+2088.83
2000-01-01 00:10:00 PST,+2404.45,-48.178,-1241.39,-2033.24,-1184.5,+2093.46
2000-01-01 00:11:00 PST,+2406.31,-41.1068,-1241.66,-2032.17,-1193.77,+2095.67
2000-01-01 00:12:00 PST,+2419.62,-28.8438,-1231.28,-2035.73,-1191.11,+2098.08
2000-01-01 00:13:00 PST,+2409.31,-32.2578,-1250.66,-2027.18,-1180.52,+2101.61
2000-01-01 00:14:00 PST,+2400.81,-40.6951,-1255.78,-2026.27,-1181.38,+2099.26
2000-01-01 00:15:00 PST,+2401.86,-44.9132,-1252.16,-2032.77,-1177.41,+2095.96
2000-01-01 00:16:00 PST,+2401.73,-49.9143,-1249.8,-2038.36,-1174.7,+2092.7
2000-01-01 00:17:00 PST,+2399.86,-54.9832,-1248.04,-2048.32,-1182.08,+2089.42
2000-01-01 00:18:00 PST,+2414.53,-47.9992,-1234.11,-2063.56,-1183.15,+2087.97
2000-01-01 00:19:00 PST,+2419.46,-43.7693,-1230.07,-2066.46,-1183.44,+2088.59
2000-01-01 00:20:00 PST,+2401.14,-46.998,-1232.41,-2064.73,-1181.67,+2087.71
2000-01-01 00:21:00 PST,+2398.34,-45.4941,-1236.17,-2060.08,-1185.39,+2089.41
2000-01-01 00:22:00 PST,+2399.86,-42.1083,-1236.25,-2058.33,-1187.57,+2090.94
2000-01-01 00:23:00 PST,+2400.26,-40.437,-1236.43,-2057.31,-1187.45,+2091.66
2000-01-01 00:24:00 PST,+2393.01,-41.4012,-1244.46,-2047.82,-1190.04,+2093.71
2000-01-01 00:25:00 PST,+2380.79,-45.7947,-1257.17,-2032.23,-1189.77,+2096.36
2000-01-01 00:26:00 PST,+2383.39,-50.7261,-1253.37,-2035.73,-1177.35,+2093.12
2000-01-01 00:27:00 PST,+2380.79,-54.0103,-1254.33,-2035.67,-1175.74,+2092.04
2000-01-01 00:28:00 PST,+2383.34,-56.4485,-1250.42,-2041.8,-1172.36,+2089.69
2000-01-01 00:29:00 PST,+2390.76,-55.4109,-1242.72,-2050.08,-1167.47,+2087.54
2000-01-01 00:30:00 PST,+2388.72,-62.353,-1242,-2054.76,-1164.06,+2084.42
2000-01-01 00:31:00 PST,+2389.56,-57.0437,-1243.68,-2045.37,-1160.09,+2087.86
2000-01-01 00:32:00 PST,+2387.61,-53.6557,-1247.18,-2041.49,-1166.37,+2090.37
2000-01-01 00:33:00 PST,+2390.26,-49.1215,-1245.59,-2042.58,-1171.74,+2091.77
2000-01-01 00:34:00 PST,+2379.2,-62.113,-1251.73,-2047.39,-1177.42,+2087.05
