# file...... b1m1_house_data.csv
# date...... Thu Jun 23 16:11:33 2016
# user...... hard312
# host...... (null)
# trigger... (none)
# interval.. 5
# limit..... 0
# timestamp,b1m1_house:air_temperature, b1m1_house:outdoor_temperature, b1m1_house:is_COOL_on, b1m1_house:cooling_setpoint, b1m1_house_node:measured_real_power, b1m1_house_node:measured_real_energy, b1m1_solar_inv:VA_Out.real, b1m1_solar_meter:measured_real_energy
2009-08-08 04:30:00 PDT,+72.5,+63.052,+0,+75,+945.066,+0,+0.00212091,+0
2009-08-08 04:30:05 PDT,+72.4841,+63.052,+0,+75,+945.066,+1.31259,+0.00212076,-2.94571e-06
2009-08-08 04:30:10 PDT,+72.4686,+63.052,+0,+75,+945.066,+2.62518,+0.00210914,-5.89121e-06
2009-08-08 04:30:15 PDT,+72.4533,+63.052,+0,+75,+945.066,+3.93777,+0.002109,-8.82058e-06
2009-08-08 04:30:20 PDT,+72.4384,+63.052,+0,+75,+945.066,+5.25037,+0.00210885,-1.17497e-05
2009-08-08 04:30:25 PDT,+72.4237,+63.052,+0,+75,+945.066,+6.56296,+0.00210871,-1.46787e-05
2009-08-08 04:30:30 PDT,+72.4094,+63.052,+0,+75,+945.066,+7.87555,+0.00210856,-1.76075e-05
2009-08-08 04:30:35 PDT,+72.3953,+63.052,+0,+75,+945.066,+9.18814,+0.00210841,-2.0536e-05
2009-08-08 04:30:40 PDT,+72.3814,+63.052,+0,+75,+945.066,+10.5007,+0.00210827,-2.34644e-05
2009-08-08 04:30:45 PDT,+72.3679,+63.052,+0,+75,+945.066,+11.8133,+0.00210812,-2.63925e-05
2009-08-08 04:30:50 PDT,+72.3546,+63.052,+0,+75,+945.066,+13.1259,+0.00210797,-2.93205e-05
2009-08-08 04:30:55 PDT,+72.3416,+63.052,+0,+75,+945.066,+14.4385,+0.00210783,-3.22482e-05
2009-08-08 04:31:00 PDT,+72.3288,+63.085,+0,+75,+945.066,+15.7511,+0.00215681,-3.51757e-05
2009-08-08 04:31:05 PDT,+72.3164,+63.085,+0,+75,+945.066,+17.0637,+0.00215656,-3.81713e-05
2009-08-08 04:31:10 PDT,+72.3042,+63.085,+0,+75,+945.066,+18.3763,+0.00215641,-4.11665e-05
2009-08-08 04:31:15 PDT,+72.2923,+63.085,+0,+75,+945.066,+19.6889,+0.00215626,-4.41616e-05
2009-08-08 04:31:20 PDT,+72.2806,+63.085,+0,+75,+945.066,+21.0015,+0.00215611,-4.71564e-05
2009-08-08 04:31:25 PDT,+72.2691,+63.085,+0,+75,+945.066,+22.3141,+0.00215596,-5.0151e-05
2009-08-08 04:31:30 PDT,+72.2579,+63.085,+0,+75,+945.066,+23.6266,+0.00215581,-5.31453e-05
2009-08-08 04:31:35 PDT,+72.2468,+63.085,+0,+75,+945.066,+24.9392,+0.00215566,-5.61395e-05
2009-08-08 04:31:40 PDT,+72.236,+63.085,+0,+75,+945.066,+26.2518,+0.00215551,-5.91335e-05
2009-08-08 04:31:45 PDT,+72.2254,+63.085,+0,+75,+945.066,+27.5644,+0.00215535,-6.21272e-05
2009-08-08 04:31:50 PDT,+72.2149,+63.085,+0,+75,+945.066,+28.877,+0.0021552,-6.51208e-05
2009-08-08 04:31:55 PDT,+72.2047,+63.085,+0,+75,+945.066,+30.1896,+0.00215505,-6.81141e-05
2009-08-08 04:32:00 PDT,+72.1946,+63.118,+0,+75,+945.066,+31.5022,+0.00220397,-7.11073e-05
2009-08-08 04:32:05 PDT,+72.1849,+63.118,+0,+75,+945.066,+32.8148,+0.00220372,-7.41683e-05
2009-08-08 04:32:10 PDT,+72.1754,+63.118,+0,+75,+945.066,+34.1274,+0.00220356,-7.7229e-05
2009-08-08 04:32:15 PDT,+72.166,+63.118,+0,+75,+945.066,+35.44,+0.0022034,-8.02895e-05
2009-08-08 04:32:20 PDT,+72.1569,+63.118,+0,+75,+945.066,+36.7526,+0.00220325,-8.33498e-05
2009-08-08 04:32:25 PDT,+72.1478,+63.118,+0,+75,+945.066,+38.0652,+0.00220309,-8.64099e-05
2009-08-08 04:32:30 PDT,+72.139,+63.118,+0,+75,+945.066,+39.3777,+0.00220294,-8.94697e-05
2009-08-08 04:32:35 PDT,+72.1303,+63.118,+0,+75,+945.066,+40.6903,+0.00220278,-9.25294e-05
2009-08-08 04:32:40 PDT,+72.1218,+63.118,+0,+75,+945.066,+42.0029,+0.00220262,-9.55888e-05
2009-08-08 04:32:45 PDT,+72.1134,+63.118,+0,+75,+945.066,+43.3155,+0.00220247,-9.8648e-05
2009-08-08 04:32:50 PDT,+72.1052,+63.118,+0,+75,+945.066,+44.6281,+0.00220231,-0.000101707
2009-08-08 04:32:55 PDT,+72.0971,+63.118,+0,+75,+945.066,+45.9407,+0.00220215,-0.000104766
2009-08-08 04:33:00 PDT,+72.0892,+63.151,+0,+75,+945.066,+47.2533,+0.00225101,-0.000107824
2009-08-08 04:33:05 PDT,+72.0815,+63.151,+0,+75,+945.066,+48.5659,+0.00225075,-0.000110951
2009-08-08 04:33:10 PDT,+72.074,+63.151,+0,+75,+945.066,+49.8785,+0.00225059,-0.000114077
2009-08-08 04:33:15 PDT,+72.0667,+63.151,+0,+75,+945.066,+51.1911,+0.00225043,-0.000117203
2009-08-08 04:33:20 PDT,+72.0594,+63.151,+0,+75,+945.066,+52.5037,+0.00225026,-0.000120328
2009-08-08 04:33:25 PDT,+72.0523,+63.151,+0,+75,+945.066,+53.8162,+0.0022501,-0.000123453
2009-08-08 04:33:30 PDT,+72.0453,+63.151,+0,+75,+945.066,+55.1288,+0.00224994,-0.000126579
2009-08-08 04:33:35 PDT,+72.0385,+63.151,+0,+75,+945.066,+56.4414,+0.00224978,-0.000129704
2009-08-08 04:33:40 PDT,+72.0317,+63.151,+0,+75,+945.066,+57.754,+0.00224962,-0.000132828
2009-08-08 04:33:45 PDT,+72.0251,+63.151,+0,+75,+945.066,+59.0666,+0.00224946,-0.000135953
2009-08-08 04:33:50 PDT,+72.0186,+63.151,+0,+75,+945.066,+60.3792,+0.0022493,-0.000139077
2009-08-08 04:33:55 PDT,+72.0122,+63.151,+0,+75,+945.066,+61.6918,+0.00224913,-0.000142201
2009-08-08 04:34:00 PDT,+72.0059,+63.184,+0,+75,+945.066,+63.0044,+0.00229792,-0.000145325
2009-08-08 04:34:05 PDT,+71.9999,+63.184,+0,+75,+945.066,+64.317,+0.00229766,-0.000148516
2009-08-08 04:34:10 PDT,+71.994,+63.184,+0,+75,+945.066,+65.6296,+0.00229749,-0.000151708
2009-08-08 04:34:15 PDT,+71.9882,+63.184,+0,+75,+945.066,+66.9422,+0.00229733,-0.000154898
2009-08-08 04:34:20 PDT,+71.9824,+63.184,+0,+75,+945.066,+68.2548,+0.00229716,-0.000158089
2009-08-08 04:34:25 PDT,+71.9768,+63.184,+0,+75,+945.066,+69.5673,+0.00229699,-0.00016128
2009-08-08 04:34:30 PDT,+71.9713,+63.184,+0,+75,+945.066,+70.8799,+0.00229683,-0.00016447
2009-08-08 04:34:35 PDT,+71.9658,+63.184,+0,+75,+945.066,+72.1925,+0.00229666,-0.00016766
2009-08-08 04:34:40 PDT,+71.9605,+63.184,+0,+75,+945.066,+73.5051,+0.00229649,-0.00017085
2009-08-08 04:34:45 PDT,+71.9552,+63.184,+0,+75,+945.066,+74.8177,+0.00229633,-0.000174039
2009-08-08 04:34:50 PDT,+71.95,+63.184,+0,+75,+945.066,+76.1303,+0.00229616,-0.000177229
2009-08-08 04:34:55 PDT,+71.9449,+63.184,+0,+75,+945.066,+77.4429,+0.00229599,-0.000180418
2009-08-08 04:35:00 PDT,+71.9399,+63.217,+0,+75,+945.066,+78.7555,+0.00234472,-0.000183607
2009-08-08 04:35:05 PDT,+71.9352,+63.217,+0,+75,+945.066,+80.0681,+0.00234445,-0.000186863
2009-08-08 04:35:10 PDT,+71.9304,+63.217,+0,+75,+945.066,+81.3807,+0.00234427,-0.000190119
2009-08-08 04:35:15 PDT,+71.9258,+63.217,+0,+75,+945.066,+82.6933,+0.0023441,-0.000193375
2009-08-08 04:35:20 PDT,+71.9213,+63.217,+0,+75,+945.066,+84.0058,+0.00234393,-0.000196631
2009-08-08 04:35:25 PDT,+71.9168,+63.217,+0,+75,+945.066,+85.3184,+0.00234376,-0.000199887
2009-08-08 04:35:30 PDT,+71.9124,+63.217,+0,+75,+945.066,+86.631,+0.00234359,-0.000203142
2009-08-08 04:35:35 PDT,+71.908,+63.217,+0,+75,+945.066,+87.9436,+0.00234342,-0.000206397
2009-08-08 04:35:40 PDT,+71.9038,+63.217,+0,+75,+945.066,+89.2562,+0.00234325,-0.000209652
2009-08-08 04:35:45 PDT,+71.8996,+63.217,+0,+75,+945.066,+90.5688,+0.00234307,-0.000212906
2009-08-08 04:35:50 PDT,+71.8954,+63.217,+0,+75,+945.066,+91.8814,+0.0023429,-0.00021616
2009-08-08 04:35:55 PDT,+71.8913,+63.217,+0,+75,+945.066,+93.194,+0.00234273,-0.000219414
2009-08-08 04:36:00 PDT,+71.8873,+63.25,+0,+75,+945.066,+94.5066,+0.00239139,-0.000222668
2009-08-08 04:36:05 PDT,+71.8835,+63.25,+0,+75,+945.066,+95.8192,+0.00239111,-0.00022599
2009-08-08 04:36:10 PDT,+71.8798,+63.25,+0,+75,+945.066,+97.1318,+0.00239094,-0.00022931
2009-08-08 04:36:15 PDT,+71.8761,+63.25,+0,+75,+945.066,+98.4443,+0.00239076,-0.000232631
2009-08-08 04:36:20 PDT,+71.8724,+63.25,+0,+75,+945.066,+99.7569,+0.00239058,-0.000235952
2009-08-08 04:36:25 PDT,+71.8688,+63.25,+0,+75,+945.066,+101.07,+0.00239041,-0.000239272
2009-08-08 04:36:30 PDT,+71.8653,+63.25,+0,+75,+945.066,+102.382,+0.00239023,-0.000242592
2009-08-08 04:36:35 PDT,+71.8618,+63.25,+0,+75,+945.066,+103.695,+0.00239005,-0.000245912
2009-08-08 04:36:40 PDT,+71.8584,+63.25,+0,+75,+945.066,+105.007,+0.00238988,-0.000249231
2009-08-08 04:36:45 PDT,+71.855,+63.25,+0,+75,+945.066,+106.32,+0.0023897,-0.000252551
2009-08-08 04:36:50 PDT,+71.8517,+63.25,+0,+75,+945.066,+107.632,+0.00238952,-0.00025587
2009-08-08 04:36:55 PDT,+71.8484,+63.25,+0,+75,+945.066,+108.945,+0.00238935,-0.000259188
2009-08-08 04:37:00 PDT,+71.8452,+63.283,+0,+75,+945.066,+110.258,+0.00243794,-0.000262507
