# file...... reg1_output.csv
# date...... Tue Nov 16 13:13:55 2010
# user...... D3P313
# host...... (null)
# target.... regulator 58
# trigger... (none)
# interval.. 60
# limit..... 2880
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-08-01 00:00:00 PDT,1,1,1,+184316,-148744,+200968,-149364,+136671,-151902,+521955,-450009
2000-08-01 00:01:00 PDT,1,0,0,+184189,-148749,+198955,-147513,+135314,-149995,+518457,-446257
2000-08-01 00:02:00 PDT,1,-1,0,+183156,-148815,+197135,-145636,+134956,-149995,+515247,-444447
2000-08-01 00:03:00 PDT,1,-1,0,+182919,-148823,+196837,-145651,+134702,-150002,+514458,-444476
2000-08-01 00:04:00 PDT,1,-1,0,+182695,-148830,+186595,-146374,+139167,-149631,+508457,-444834
2000-08-01 00:05:00 PDT,1,-1,0,+178885,-47313.2,+186542,+2365.14,+134782,+1632.47,+500210,-43315.6
2000-08-01 00:06:00 PDT,1,-1,0,+178287,-47205.5,+169028,+1841.93,+130119,+1509.27,+477434,-43854.3
2000-08-01 00:07:00 PDT,1,-1,0,+164187,-47732.6,+164151,+1830.52,+120823,+1324.31,+449160,-44577.8
2000-08-01 00:08:00 PDT,1,-1,0,+163886,-47667.6,+159282,+1819.35,+107004,+988.223,+430171,-44860
2000-08-01 00:09:00 PDT,1,-1,0,+145329,-48366.9,+158785,+1897.56,+97681.2,+863.241,+401795,-45606.1
2000-08-01 00:10:00 PDT,1,-1,0,+131804,-48735.9,+145635,+1548.39,+92839.9,+815.628,+370279,-46371.9
2000-08-01 00:11:00 PDT,1,-1,0,+131664,-48672.9,+135807,+1291.87,+88276.8,+728.907,+355748,-46652.2
2000-08-01 00:12:00 PDT,1,-1,0,+126840,-48741.5,+121558,+965.419,+83530.3,+664.292,+331928,-47111.7
2000-08-01 00:13:00 PDT,1,-1,0,+126580,-48711,+111402,+781.013,+83201.5,+660.337,+321183,-47269.6
2000-08-01 00:14:00 PDT,1,-1,0,+130911,-48557.6,+110453,+757.746,+82632.9,+633.279,+323997,-47166.6
2000-08-01 00:15:00 PDT,1,-1,0,+121302,-48910.2,+110460,+766.459,+82145.3,+663.534,+313907,-47480.2
2000-08-01 00:16:00 PDT,1,-1,0,+121413,-48791,+110802,+977.888,+76786.8,+570.761,+309002,-47242.3
2000-08-01 00:17:00 PDT,1,-1,0,+121443,-48658.4,+110370,+971.251,+76462.7,+564.757,+308275,-47122.4
2000-08-01 00:18:00 PDT,1,-1,0,+120889,-48788.2,+110081,+939.529,+81029.9,+655.607,+312000,-47193.1
2000-08-01 00:19:00 PDT,1,-1,0,+120195,-48937.6,+109766,+843.228,+80979.2,+657.704,+310940,-47436.7
2000-08-01 00:20:00 PDT,1,-1,0,+124580,-48752.3,+109128,+740.873,+80564,+630.415,+314272,-47381
2000-08-01 00:21:00 PDT,1,-1,0,+124650,-48559.7,+108756,+736.364,+80206.3,+714.871,+313612,-47108.4
2000-08-01 00:22:00 PDT,1,-1,0,+124942,-48367.8,+109022,+1008.5,+81158.1,+1099.59,+315122,-46259.7
2000-08-01 00:23:00 PDT,1,-1,0,+126270,-47836.3,+109224,+1216.54,+77335.4,+1388.13,+312830,-45231.6
2000-08-01 00:24:00 PDT,1,-1,0,+125563,-46675.1,+115471,+2008.72,+77292,+1390.05,+318326,-43276.3
2000-08-01 00:25:00 PDT,1,-1,0,+125016,-46797.4,+116426,+2455.19,+77474.3,+1490.43,+318916,-42851.8
2000-08-01 00:26:00 PDT,1,-1,0,+123866,-47103.2,+115359,+2253.89,+76723,+1386.89,+315948,-43462.4
2000-08-01 00:27:00 PDT,1,-1,0,+122763,-47352.4,+119191,+2122.54,+75598.4,+1097.23,+317552,-44132.6
