# file...... HVAC_Data.csv
# date...... Tue Nov 16 13:13:55 2010
# user...... D3P313
# host...... (null)
# group..... class=house
# trigger... (none)
# interval.. 60
# limit..... 2880
# property.. timestamp,sum(hvac_power.real),sum(hvac_power.imag),sum(is_HEAT_on),sum(is_AUX_on),sum(is_COOL_on) 
2000-08-01 01:19:00 PDT,+8.67254,+2.52949,+29,+0,+0
2000-08-01 01:20:00 PDT,+7.7128,+2.24957,+26,+0,+0
2000-08-01 01:21:00 PDT,+8.12251,+2.36906,+27,+0,+0
2000-08-01 01:22:00 PDT,+10.2328,+2.98457,+35,+0,+0
2000-08-01 01:23:00 PDT,+9.71013,+2.83212,+33,+0,+0
2000-08-01 01:24:00 PDT,+9.82459,+2.86551,+32,+0,+0
2000-08-01 01:25:00 PDT,+11.2244,+3.27378,+37,+0,+0
2000-08-01 01:26:00 PDT,+10.8854,+3.1749,+36,+0,+0
2000-08-01 01:27:00 PDT,+9.18446,+2.6788,+31,+0,+0
2000-08-01 01:28:00 PDT,+8.13422,+2.37248,+27,+0,+0
2000-08-01 01:29:00 PDT,+7.7084,+2.24828,+26,+0,+0
2000-08-01 01:30:00 PDT,+6.96561,+2.03163,+24,+0,+0
2000-08-01 01:31:00 PDT,+8.97171,+2.61675,+31,+0,+0
2000-08-01 01:32:00 PDT,+12.5689,+3.66592,+43,+0,+0
2000-08-01 01:33:00 PDT,+12.2646,+3.57716,+42,+0,+0
2000-08-01 01:34:00 PDT,+10.473,+3.05462,+36,+0,+0
2000-08-01 01:35:00 PDT,+13.0232,+3.79843,+43,+0,+0
2000-08-01 01:36:00 PDT,+11.1182,+3.24282,+37,+0,+0
2000-08-01 01:37:00 PDT,+8.58413,+2.5037,+29,+0,+0
2000-08-01 01:38:00 PDT,+11.5607,+3.37187,+38,+0,+0
2000-08-01 01:39:00 PDT,+12.7147,+3.70845,+42,+0,+0
2000-08-01 01:40:00 PDT,+11.3197,+3.30159,+38,+0,+0
2000-08-01 01:41:00 PDT,+9.62654,+2.80774,+33,+0,+0
2000-08-01 01:42:00 PDT,+9.30745,+2.71467,+32,+0,+0
2000-08-01 01:43:00 PDT,+10.3655,+3.02327,+35,+0,+0
2000-08-01 01:44:00 PDT,+11.0952,+3.2361,+37,+0,+0
2000-08-01 01:45:00 PDT,+10.7711,+3.14158,+37,+0,+0
2000-08-01 01:46:00 PDT,+10.5702,+3.08298,+35,+0,+0
2000-08-01 01:47:00 PDT,+11.6171,+3.38833,+38,+0,+0
2000-08-01 01:48:00 PDT,+11.7244,+3.41963,+39,+0,+0
2000-08-01 01:49:00 PDT,+8.98313,+2.62008,+30,+0,+0
2000-08-01 01:50:00 PDT,+7.63783,+2.2277,+25,+0,+0
2000-08-01 01:51:00 PDT,+9.63031,+2.80884,+31,+0,+0
2000-08-01 01:52:00 PDT,+7.52247,+2.19406,+24,+0,+0
2000-08-01 01:53:00 PDT,+6.88103,+2.00697,+23,+0,+0
2000-08-01 01:54:00 PDT,+9.10848,+2.65664,+30,+0,+0
2000-08-01 01:55:00 PDT,+7.94555,+2.31745,+26,+0,+0
2000-08-01 01:56:00 PDT,+7.84414,+2.28787,+26,+0,+0
2000-08-01 01:57:00 PDT,+8.26353,+2.4102,+27,+0,+0
2000-08-01 01:58:00 PDT,+8.78564,+2.56248,+28,+0,+0
2000-08-01 01:59:00 PDT,+10.1591,+2.96308,+33,+0,+0
2000-08-01 02:00:00 PDT,+6.98097,+2.03612,+23,+0,+0
2000-08-01 02:01:00 PDT,+7.06574,+2.06084,+24,+0,+0
2000-08-01 02:02:00 PDT,+9.82532,+2.86572,+33,+0,+0
2000-08-01 02:03:00 PDT,+10.0451,+2.92981,+33,+0,+0
2000-08-01 02:04:00 PDT,+9.2879,+2.70897,+31,+0,+0
2000-08-01 02:05:00 PDT,+10.0386,+2.92793,+33,+0,+0
2000-08-01 02:06:00 PDT,+8.55938,+2.49649,+28,+0,+0
2000-08-01 02:07:00 PDT,+9.2891,+2.70932,+30,+0,+0
2000-08-01 02:08:00 PDT,+11.6083,+3.38576,+38,+0,+0
2000-08-01 02:09:00 PDT,+13.2065,+3.85191,+44,+0,+0
2000-08-01 02:10:00 PDT,+12.5747,+3.66763,+42,+0,+0
2000-08-01 02:11:00 PDT,+9.60778,+2.80227,+32,+0,+0
2000-08-01 02:12:00 PDT,+9.81445,+2.86255,+33,+0,+0
2000-08-01 02:13:00 PDT,+10.3665,+3.02357,+35,+0,+0
2000-08-01 02:14:00 PDT,+10.7824,+3.14486,+37,+0,+0
2000-08-01 02:15:00 PDT,+10.6822,+3.11564,+37,+0,+0
2000-08-01 02:16:00 PDT,+11.2299,+3.27538,+38,+0,+0
2000-08-01 02:17:00 PDT,+10.1822,+2.96981,+34,+0,+0
2000-08-01 02:18:00 PDT,+11.0162,+3.21304,+37,+0,+0
2000-08-01 02:19:00 PDT,+13.2259,+3.85756,+45,+0,+0
2000-08-01 02:20:00 PDT,+13.2081,+3.85237,+45,+0,+0
2000-08-01 02:21:00 PDT,+11.0658,+3.22751,+38,+0,+0
2000-08-01 02:22:00 PDT,+11.9105,+3.4739,+40,+0,+0
2000-08-01 02:23:00 PDT,+12,+3.5,+40,+0,+0
2000-08-01 02:24:00 PDT,+11.9136,+3.47479,+40,+0,+0
2000-08-01 02:25:00 PDT,+14.8074,+4.31884,+49,+0,+0
2000-08-01 02:26:00 PDT,+11.8436,+3.45438,+39,+0,+0
2000-08-01 02:27:00 PDT,+9.83093,+2.86736,+32,+0,+0
2000-08-01 02:28:00 PDT,+10.8862,+3.17514,+36,+0,+0
2000-08-01 02:29:00 PDT,+12.7923,+3.73109,+43,+0,+0
2000-08-01 02:30:00 PDT,+11.4129,+3.32877,+38,+0,+0
2000-08-01 02:31:00 PDT,+10.2477,+2.98892,+34,+0,+0
2000-08-01 02:32:00 PDT,+9.93244,+2.89696,+33,+0,+0
2000-08-01 02:33:00 PDT,+9.93576,+2.89793,+33,+0,+0
2000-08-01 02:34:00 PDT,+11.3043,+3.2971,+38,+0,+0
2000-08-01 02:35:00 PDT,+12.8983,+3.76199,+43,+0,+0
2000-08-01 02:36:00 PDT,+13.2136,+3.85396,+44,+0,+0
2000-08-01 02:37:00 PDT,+11.4098,+3.32786,+38,+0,+0
2000-08-01 02:38:00 PDT,+10.985,+3.20395,+37,+0,+0
2000-08-01 02:39:00 PDT,+10.6733,+3.11303,+36,+0,+0
2000-08-01 02:40:00 PDT,+9.30187,+2.71304,+31,+0,+0
2000-08-01 02:41:00 PDT,+9.18414,+2.67871,+31,+0,+0
2000-08-01 02:42:00 PDT,+8.76732,+2.55713,+30,+0,+0
2000-08-01 02:43:00 PDT,+10.4573,+3.05005,+36,+0,+0
2000-08-01 02:44:00 PDT,+12.2536,+3.57398,+41,+0,+0
2000-08-01 02:45:00 PDT,+11.0976,+3.23679,+37,+0,+0
2000-08-01 02:46:00 PDT,+11.7408,+3.4244,+39,+0,+0
2000-08-01 02:47:00 PDT,+13.5421,+3.94978,+45,+0,+0
2000-08-01 02:48:00 PDT,+12.0496,+3.51447,+40,+0,+0
2000-08-01 02:49:00 PDT,+10.7835,+3.14518,+36,+0,+0
2000-08-01 02:50:00 PDT,+12.1461,+3.54263,+40,+0,+0
2000-08-01 02:51:00 PDT,+12.1365,+3.5398,+41,+0,+0
2000-08-01 02:52:00 PDT,+9.18794,+2.67982,+32,+0,+0
2000-08-01 02:53:00 PDT,+8.75825,+2.55449,+30,+0,+0
2000-08-01 02:54:00 PDT,+9.29058,+2.70975,+31,+0,+0
2000-08-01 02:55:00 PDT,+11.5175,+3.35928,+38,+0,+0
2000-08-01 02:56:00 PDT,+12.6814,+3.69874,+41,+0,+0
2000-08-01 02:57:00 PDT,+12.8915,+3.76003,+42,+0,+0
2000-08-01 02:58:00 PDT,+11.9399,+3.48246,+40,+0,+0
2000-08-01 02:59:00 PDT,+12.8819,+3.75721,+44,+0,+0
2000-08-01 03:00:00 PDT,+12.6585,+3.69207,+43,+0,+0
2000-08-01 03:01:00 PDT,+12.4414,+3.62873,+42,+0,+0
2000-08-01 03:02:00 PDT,+11.3829,+3.32,+39,+0,+0
2000-08-01 03:03:00 PDT,+12.2253,+3.56572,+41,+0,+0
2000-08-01 03:04:00 PDT,+12.131,+3.5382,+41,+0,+0
2000-08-01 03:05:00 PDT,+11.7089,+3.41511,+39,+0,+0
2000-08-01 03:06:00 PDT,+12.8774,+3.75591,+42,+0,+0
2000-08-01 03:07:00 PDT,+11.1969,+3.26576,+37,+0,+0
2000-08-01 03:08:00 PDT,+13.628,+3.97484,+45,+0,+0
2000-08-01 03:09:00 PDT,+14.3856,+4.19579,+46,+0,+0
2000-08-01 03:10:00 PDT,+13.4312,+3.91743,+44,+0,+0
2000-08-01 03:11:00 PDT,+11.297,+3.29496,+38,+0,+0
2000-08-01 03:12:00 PDT,+11.9268,+3.47865,+40,+0,+0
2000-08-01 03:13:00 PDT,+13.8267,+4.03277,+47,+0,+0
2000-08-01 03:14:00 PDT,+14.364,+4.18949,+48,+0,+0
2000-08-01 03:15:00 PDT,+11.9263,+3.47852,+40,+0,+0
2000-08-01 03:16:00 PDT,+12.2425,+3.57073,+41,+0,+0
2000-08-01 03:17:00 PDT,+12.4553,+3.63281,+41,+0,+0
2000-08-01 03:18:00 PDT,+14.1439,+4.12531,+46,+0,+0
2000-08-01 03:19:00 PDT,+12.8927,+3.76037,+43,+0,+0
2000-08-01 03:20:00 PDT,+12.3671,+3.60706,+42,+0,+0
2000-08-01 03:21:00 PDT,+12.4737,+3.63816,+42,+0,+0
2000-08-01 03:22:00 PDT,+11.5249,+3.36142,+40,+0,+0
2000-08-01 03:23:00 PDT,+12.049,+3.51429,+42,+0,+0
2000-08-01 03:24:00 PDT,+12.4681,+3.63654,+42,+0,+0
2000-08-01 03:25:00 PDT,+14.0515,+4.09837,+48,+0,+0
2000-08-01 03:26:00 PDT,+12.6758,+3.69712,+43,+0,+0
2000-08-01 03:27:00 PDT,+14.682,+4.28225,+49,+0,+0
2000-08-01 03:28:00 PDT,+15.3191,+4.46808,+51,+0,+0
2000-08-01 03:29:00 PDT,+12.9975,+3.79092,+43,+0,+0
2000-08-01 03:30:00 PDT,+13.206,+3.85175,+45,+0,+0
2000-08-01 03:31:00 PDT,+13.9459,+4.06754,+47,+0,+0
2000-08-01 03:32:00 PDT,+11.511,+3.35739,+38,+0,+0
2000-08-01 03:33:00 PDT,+10.9776,+3.20181,+37,+0,+0
2000-08-01 03:34:00 PDT,+12.4618,+3.63468,+42,+0,+0
2000-08-01 03:35:00 PDT,+12.575,+3.6677,+42,+0,+0
2000-08-01 03:36:00 PDT,+15.7439,+4.59197,+52,+0,+0
2000-08-01 03:37:00 PDT,+15.8478,+4.62228,+52,+0,+0
2000-08-01 03:38:00 PDT,+14.7867,+4.31279,+49,+0,+0
2000-08-01 03:39:00 PDT,+13.9341,+4.06412,+46,+0,+0
2000-08-01 03:40:00 PDT,+13.315,+3.88354,+45,+0,+0
2000-08-01 03:41:00 PDT,+13.8441,+4.03786,+47,+0,+0
2000-08-01 03:42:00 PDT,+13.4145,+3.91255,+45,+0,+0
2000-08-01 03:43:00 PDT,+15.3251,+4.46981,+52,+0,+0
2000-08-01 03:44:00 PDT,+15.3169,+4.46743,+52,+0,+0
2000-08-01 03:45:00 PDT,+16.0633,+4.68512,+53,+0,+0
2000-08-01 03:46:00 PDT,+13.6364,+3.9773,+45,+0,+0
2000-08-01 03:47:00 PDT,+12.7993,+3.73313,+42,+0,+0
2000-08-01 03:48:00 PDT,+12.5886,+3.67168,+42,+0,+0
2000-08-01 03:49:00 PDT,+9.20366,+2.6844,+32,+0,+0
2000-08-01 03:50:00 PDT,+10.4751,+3.05524,+36,+0,+0
2000-08-01 03:51:00 PDT,+12.5825,+3.6699,+43,+0,+0
2000-08-01 03:52:00 PDT,+14.0558,+4.09959,+47,+0,+0
2000-08-01 03:53:00 PDT,+17.1265,+4.99524,+56,+0,+0
2000-08-01 03:54:00 PDT,+17.2449,+5.02977,+56,+0,+0
2000-08-01 03:55:00 PDT,+15.1356,+4.41455,+49,+0,+0
2000-08-01 03:56:00 PDT,+12.2783,+3.58116,+40,+0,+0
2000-08-01 03:57:00 PDT,+10.5861,+3.08763,+35,+0,+0
2000-08-01 03:58:00 PDT,+10.8096,+3.15279,+37,+0,+0
2000-08-01 03:59:00 PDT,+11.5459,+3.36755,+40,+0,+0
2000-08-01 04:00:00 PDT,+13.1212,+3.82702,+45,+0,+0
2000-08-01 04:01:00 PDT,+14.1686,+4.13251,+47,+0,+0
2000-08-01 04:02:00 PDT,+14.1693,+4.13273,+47,+0,+0
2000-08-01 04:03:00 PDT,+15.3504,+4.47719,+51,+0,+0
2000-08-01 04:04:00 PDT,+13.1291,+3.82932,+43,+0,+0
2000-08-01 04:05:00 PDT,+12.4943,+3.64417,+41,+0,+0
2000-08-01 04:06:00 PDT,+12.2763,+3.58057,+41,+0,+0
2000-08-01 04:07:00 PDT,+14.0689,+4.10344,+48,+0,+0
2000-08-01 04:08:00 PDT,+13.3297,+3.88783,+45,+0,+0
2000-08-01 04:09:00 PDT,+16.1843,+4.72041,+53,+0,+0
2000-08-01 04:10:00 PDT,+17.7532,+5.17803,+59,+0,+0
2000-08-01 04:11:00 PDT,+15.6637,+4.56857,+52,+0,+0
2000-08-01 04:12:00 PDT,+14.9417,+4.358,+50,+0,+0
2000-08-01 04:13:00 PDT,+14.3972,+4.19919,+49,+0,+0
2000-08-01 04:14:00 PDT,+13.5497,+3.95199,+45,+0,+0
2000-08-01 04:15:00 PDT,+11.4259,+3.33257,+38,+0,+0
2000-08-01 04:16:00 PDT,+11.7442,+3.42539,+40,+0,+0
2000-08-01 04:17:00 PDT,+13.4342,+3.9183,+45,+0,+0
2000-08-01 04:18:00 PDT,+13.747,+4.00955,+45,+0,+0
2000-08-01 04:19:00 PDT,+13.8473,+4.03879,+45,+0,+0
2000-08-01 04:20:00 PDT,+13.5399,+3.94913,+45,+0,+0
2000-08-01 04:21:00 PDT,+11.5375,+3.3651,+39,+0,+0
2000-08-01 04:22:00 PDT,+9.84338,+2.87099,+34,+0,+0
2000-08-01 04:23:00 PDT,+10.7971,+3.14917,+38,+0,+0
2000-08-01 04:24:00 PDT,+11.1105,+3.24058,+38,+0,+0
2000-08-01 04:25:00 PDT,+11.1153,+3.24195,+37,+0,+0
2000-08-01 04:26:00 PDT,+14.2926,+4.16867,+47,+0,+0
2000-08-01 04:27:00 PDT,+15.8813,+4.63205,+51,+0,+0
2000-08-01 04:28:00 PDT,+16.7248,+4.87807,+53,+0,+0
2000-08-01 04:29:00 PDT,+16.3053,+4.75572,+52,+0,+0
2000-08-01 04:30:00 PDT,+16.2974,+4.75342,+53,+0,+0
2000-08-01 04:31:00 PDT,+16.5073,+4.81464,+54,+0,+0
2000-08-01 04:32:00 PDT,+13.55,+3.95208,+45,+0,+0
2000-08-01 04:33:00 PDT,+13.5505,+3.95224,+46,+0,+0
2000-08-01 04:34:00 PDT,+11.4303,+3.33383,+40,+0,+0
2000-08-01 04:35:00 PDT,+13.2303,+3.85884,+46,+0,+0
2000-08-01 04:36:00 PDT,+15.3428,+4.47498,+52,+0,+0
2000-08-01 04:37:00 PDT,+14.0736,+4.10481,+47,+0,+0
2000-08-01 04:38:00 PDT,+11.9646,+3.48966,+40,+0,+0
2000-08-01 04:39:00 PDT,+11.1207,+3.24353,+37,+0,+0
2000-08-01 04:40:00 PDT,+12.5007,+3.64603,+41,+0,+0
2000-08-01 04:41:00 PDT,+12.4927,+3.64371,+42,+0,+0
2000-08-01 04:42:00 PDT,+10.5792,+3.08561,+35,+0,+0
2000-08-01 04:43:00 PDT,+9.73938,+2.84065,+32,+0,+0
2000-08-01 04:44:00 PDT,+11.0124,+3.21194,+36,+0,+0
2000-08-01 04:45:00 PDT,+13.7734,+4.01724,+46,+0,+0
2000-08-01 04:46:00 PDT,+12.0805,+3.52347,+41,+0,+0
2000-08-01 04:47:00 PDT,+11.1312,+3.24659,+38,+0,+0
2000-08-01 04:48:00 PDT,+11.6555,+3.39951,+40,+0,+0
2000-08-01 04:49:00 PDT,+13.7778,+4.01853,+47,+0,+0
2000-08-01 04:50:00 PDT,+12.5018,+3.64636,+42,+0,+0
2000-08-01 04:51:00 PDT,+11.7525,+3.42782,+40,+0,+0
2000-08-01 04:52:00 PDT,+11.8569,+3.45827,+40,+0,+0
2000-08-01 04:53:00 PDT,+10.4917,+3.06009,+35,+0,+0
2000-08-01 04:54:00 PDT,+10.0679,+2.93646,+33,+0,+0
2000-08-01 04:55:00 PDT,+9.0016,+2.62547,+30,+0,+0
2000-08-01 04:56:00 PDT,+9.08584,+2.65004,+30,+0,+0
2000-08-01 04:57:00 PDT,+10.5735,+3.08393,+35,+0,+0
2000-08-01 04:58:00 PDT,+9.20323,+2.68428,+30,+0,+0
2000-08-01 04:59:00 PDT,+8.03749,+2.34427,+26,+0,+0
2000-08-01 05:00:00 PDT,+7.29678,+2.12823,+24,+0,+0
2000-08-01 05:01:00 PDT,+8.77023,+2.55798,+28,+0,+0
2000-08-01 05:02:00 PDT,+12.9904,+3.78885,+42,+0,+0
2000-08-01 05:03:00 PDT,+13.9272,+4.06211,+45,+0,+0
2000-08-01 05:04:00 PDT,+10.3374,+3.01508,+33,+0,+0
2000-08-01 05:05:00 PDT,+7.81627,+2.27974,+25,+0,+0
2000-08-01 05:06:00 PDT,+7.92662,+2.31193,+25,+0,+0
2000-08-01 05:07:00 PDT,+7.92823,+2.3124,+25,+0,+0
2000-08-01 05:08:00 PDT,+6.66737,+1.94465,+21,+0,+0
2000-08-01 05:09:00 PDT,+7.61832,+2.22201,+24,+0,+0
2000-08-01 05:10:00 PDT,+9.5124,+2.77445,+30,+0,+0
2000-08-01 05:11:00 PDT,+8.56415,+2.49788,+27,+0,+0
2000-08-01 05:12:00 PDT,+7.71785,+2.25104,+24,+0,+0
2000-08-01 05:13:00 PDT,+5.70383,+1.66362,+18,+0,+0
2000-08-01 05:14:00 PDT,+3.91146,+1.14084,+13,+0,+0
2000-08-01 05:15:00 PDT,+6.34175,+1.84968,+21,+0,+0
2000-08-01 05:16:00 PDT,+5.49318,+1.60218,+18,+0,+0
2000-08-01 05:17:00 PDT,+4.32899,+1.26262,+14,+0,+0
2000-08-01 05:18:00 PDT,+6.13107,+1.78823,+20,+0,+0
2000-08-01 05:19:00 PDT,+5.28002,+1.54001,+17,+0,+0
2000-08-01 05:20:00 PDT,+6.1233,+1.78596,+20,+0,+0
2000-08-01 05:21:00 PDT,+5.80621,+1.69348,+19,+0,+0
2000-08-01 05:22:00 PDT,+5.27669,+1.53903,+17,+0,+0
2000-08-01 05:23:00 PDT,+7.28281,+2.12415,+23,+0,+0
2000-08-01 05:24:00 PDT,+6.64375,+1.93776,+21,+0,+0
2000-08-01 05:25:00 PDT,+5.69358,+1.66063,+18,+0,+0
2000-08-01 05:26:00 PDT,+4.11521,+1.20027,+13,+0,+0
2000-08-01 05:27:00 PDT,+5.38059,+1.56934,+17,+0,+0
2000-08-01 05:28:00 PDT,+5.69093,+1.65985,+18,+0,+0
2000-08-01 05:29:00 PDT,+5.89813,+1.72029,+19,+0,+0
2000-08-01 05:30:00 PDT,+4.9414,+1.44124,+16,+0,+0
2000-08-01 05:31:00 PDT,+3.98364,+1.1619,+13,+0,+0
2000-08-01 05:32:00 PDT,+3.04655,+0.888577,+10,+0,+0
2000-08-01 05:33:00 PDT,+3.04903,+0.8893,+10,+0,+0
2000-08-01 05:34:00 PDT,+3.68905,+1.07597,+12,+0,+0
2000-08-01 05:35:00 PDT,+3.68913,+1.076,+12,+0,+0
2000-08-01 05:36:00 PDT,+3.15672,+0.920711,+10,+0,+0
2000-08-01 05:37:00 PDT,+2.84021,+0.828395,+9,+0,+0
2000-08-01 05:38:00 PDT,+3.25738,+0.950068,+10,+0,+0
2000-08-01 05:39:00 PDT,+2.84065,+0.828522,+9,+0,+0
2000-08-01 05:40:00 PDT,+2.5302,+0.737976,+8,+0,+0
2000-08-01 05:41:00 PDT,+1.58124,+0.461194,+5,+0,+0
2000-08-01 05:42:00 PDT,+2.20529,+0.643209,+7,+0,+0
2000-08-01 05:43:00 PDT,+2.20417,+0.642882,+7,+0,+0
2000-08-01 05:44:00 PDT,+2.20014,+0.641708,+7,+0,+0
2000-08-01 05:45:00 PDT,+2.20591,+0.643389,+7,+0,+0
2000-08-01 05:46:00 PDT,+1.2613,+0.367879,+4,+0,+0
2000-08-01 05:47:00 PDT,+0.944822,+0.275573,+3,+0,+0
2000-08-01 05:48:00 PDT,+1.26127,+0.367872,+4,+0,+0
2000-08-01 05:49:00 PDT,+1.25916,+0.367255,+4,+0,+0
2000-08-01 05:50:00 PDT,+0.943193,+0.275098,+3,+0,+0
2000-08-01 05:51:00 PDT,+0.631461,+0.184176,+2,+0,+0
2000-08-01 05:52:00 PDT,+0.315935,+0.0921478,+1,+0,+0
2000-08-01 05:53:00 PDT,+0.63017,+0.1838,+2,+0,+0
2000-08-01 05:54:00 PDT,+0.946744,+0.276134,+3,+0,+0
2000-08-01 05:55:00 PDT,+0.631292,+0.184127,+2,+0,+0
2000-08-01 05:56:00 PDT,+1.26363,+0.368559,+4,+0,+0
2000-08-01 05:57:00 PDT,+0.633133,+0.184664,+2,+0,+0
2000-08-01 05:58:00 PDT,+0.945951,+0.275902,+3,+0,+0
2000-08-01 05:59:00 PDT,+1.25894,+0.36719,+4,+0,+0
2000-08-01 06:00:00 PDT,+0.943357,+0.275146,+3,+0,+0
2000-08-01 06:01:00 PDT,+1.04662,+0.305263,+3,+0,+0
2000-08-01 06:02:00 PDT,+1.04574,+0.305007,+3,+0,+0
