# file...... HVAC_Data2.csv
# date...... Tue Nov 16 13:13:55 2010
# user...... D3P313
# host...... (null)
# group..... class=house
# trigger... (none)
# interval.. 60
# limit..... 2880
# property.. timestamp,avg(cooling_setpoint),sum(hvac_load)
2000-08-01 01:05:00 PDT,+71.5548,+5.9307
2000-08-01 01:06:00 PDT,+71.5548,+5.92984
2000-08-01 01:07:00 PDT,+71.5548,+6.24728
2000-08-01 01:08:00 PDT,+71.5548,+5.93134
2000-08-01 01:09:00 PDT,+71.5548,+6.98843
2000-08-01 01:10:00 PDT,+71.5548,+6.56494
2000-08-01 01:11:00 PDT,+71.5548,+9.21336
2000-08-01 01:12:00 PDT,+71.5548,+8.26
2000-08-01 01:13:00 PDT,+71.5548,+8.1587
2000-08-01 01:14:00 PDT,+71.5548,+8.0545
2000-08-01 01:15:00 PDT,+71.5548,+7.31422
2000-08-01 01:16:00 PDT,+71.5548,+8.36906
2000-08-01 01:17:00 PDT,+71.5548,+8.89466
2000-08-01 01:18:00 PDT,+71.5548,+9.00098
2000-08-01 01:19:00 PDT,+71.5548,+8.68343
2000-08-01 01:20:00 PDT,+71.5548,+7.7291
2000-08-01 01:21:00 PDT,+71.5548,+8.15052
2000-08-01 01:22:00 PDT,+71.5548,+10.2676
2000-08-01 01:23:00 PDT,+71.5548,+9.73915
2000-08-01 01:24:00 PDT,+71.5548,+9.84645
2000-08-01 01:25:00 PDT,+71.5548,+11.2271
2000-08-01 01:26:00 PDT,+71.5548,+10.9059
2000-08-01 01:27:00 PDT,+71.5548,+9.21018
2000-08-01 01:28:00 PDT,+71.5548,+8.15242
2000-08-01 01:29:00 PDT,+71.5548,+7.72839
2000-08-01 01:30:00 PDT,+71.5548,+6.98673
2000-08-01 01:31:00 PDT,+71.5548,+8.99819
2000-08-01 01:32:00 PDT,+71.5548,+12.5988
2000-08-01 01:33:00 PDT,+71.5548,+12.2832
2000-08-01 01:34:00 PDT,+71.5548,+10.484
2000-08-01 01:35:00 PDT,+71.5548,+13.0275
2000-08-01 01:36:00 PDT,+71.5548,+11.1211
2000-08-01 01:37:00 PDT,+71.5548,+8.58033
2000-08-01 01:38:00 PDT,+71.5548,+11.5479
2000-08-01 01:39:00 PDT,+71.5548,+12.7112
2000-08-01 01:40:00 PDT,+71.5548,+11.3313
2000-08-01 01:41:00 PDT,+71.5548,+9.63684
2000-08-01 01:42:00 PDT,+71.5548,+9.31886
2000-08-01 01:43:00 PDT,+71.5548,+10.3779
2000-08-01 01:44:00 PDT,+71.5548,+11.1174
2000-08-01 01:45:00 PDT,+71.5548,+10.7986
2000-08-01 01:46:00 PDT,+71.5548,+10.5886
2000-08-01 01:47:00 PDT,+71.5548,+11.6458
2000-08-01 01:48:00 PDT,+71.5548,+11.7519
2000-08-01 01:49:00 PDT,+71.5548,+9.00003
2000-08-01 01:50:00 PDT,+71.5548,+7.62817
2000-08-01 01:51:00 PDT,+71.5548,+9.63744
2000-08-01 01:52:00 PDT,+71.5548,+7.52073
2000-08-01 01:53:00 PDT,+71.5548,+6.88425
2000-08-01 01:54:00 PDT,+71.5548,+9.10909
2000-08-01 01:55:00 PDT,+71.5548,+7.94431
2000-08-01 01:56:00 PDT,+71.5548,+7.83912
2000-08-01 01:57:00 PDT,+71.5548,+8.26211
2000-08-01 01:58:00 PDT,+71.5548,+8.79051
2000-08-01 01:59:00 PDT,+71.5548,+10.1669
2000-08-01 02:00:00 PDT,+71.5548,+6.98921
2000-08-01 02:01:00 PDT,+71.5548,+7.09172
2000-08-01 02:02:00 PDT,+71.5548,+9.84657
2000-08-01 02:03:00 PDT,+71.5548,+10.0597
2000-08-01 02:04:00 PDT,+71.5548,+9.31571
2000-08-01 02:05:00 PDT,+71.5548,+10.0587
2000-08-01 02:06:00 PDT,+71.5548,+8.57635
2000-08-01 02:07:00 PDT,+71.5548,+9.3159
2000-08-01 02:08:00 PDT,+71.5548,+11.6444
2000-08-01 02:09:00 PDT,+71.5548,+13.2347
2000-08-01 02:10:00 PDT,+71.5548,+12.5998
2000-08-01 02:11:00 PDT,+71.5548,+9.63381
2000-08-01 02:12:00 PDT,+71.5548,+9.84482
2000-08-01 02:13:00 PDT,+71.5548,+10.378
2000-08-01 02:14:00 PDT,+71.5548,+10.8005
2000-08-01 02:15:00 PDT,+71.5548,+10.6955
2000-08-01 02:16:00 PDT,+71.5548,+11.228
2000-08-01 02:17:00 PDT,+71.5548,+10.1706
2000-08-01 02:18:00 PDT,+71.5548,+11.0158
2000-08-01 02:19:00 PDT,+71.5548,+13.2378
2000-08-01 02:20:00 PDT,+71.5548,+13.235
2000-08-01 02:21:00 PDT,+71.5548,+11.1127
2000-08-01 02:22:00 PDT,+71.5548,+11.9596
2000-08-01 02:23:00 PDT,+71.5548,+12.0629
2000-08-01 02:24:00 PDT,+71.5548,+11.9601
2000-08-01 02:25:00 PDT,+71.5548,+14.8255
2000-08-01 02:26:00 PDT,+71.5548,+11.86
2000-08-01 02:27:00 PDT,+71.5548,+9.84749
2000-08-01 02:28:00 PDT,+71.5548,+10.9061
2000-08-01 02:29:00 PDT,+71.5548,+12.8126
2000-08-01 02:30:00 PDT,+71.5548,+11.4352
2000-08-01 02:31:00 PDT,+71.5548,+10.2701
2000-08-01 02:32:00 PDT,+71.5548,+9.9527
2000-08-01 02:33:00 PDT,+71.5548,+9.95323
2000-08-01 02:34:00 PDT,+71.5548,+11.3289
2000-08-01 02:35:00 PDT,+71.5548,+12.9185
2000-08-01 02:36:00 PDT,+71.5548,+13.2359
2000-08-01 02:37:00 PDT,+71.5548,+11.4347
2000-08-01 02:38:00 PDT,+71.5548,+11.0108
2000-08-01 02:39:00 PDT,+71.5548,+10.694
2000-08-01 02:40:00 PDT,+71.5548,+9.31797
2000-08-01 02:41:00 PDT,+71.5548,+9.21014
2000-08-01 02:42:00 PDT,+71.5548,+8.78756
2000-08-01 02:43:00 PDT,+71.5548,+10.4815
2000-08-01 02:44:00 PDT,+71.5548,+12.2815
2000-08-01 02:45:00 PDT,+71.5548,+11.1178
2000-08-01 02:46:00 PDT,+71.5548,+11.7546
2000-08-01 02:47:00 PDT,+71.5548,+13.5554
2000-08-01 02:48:00 PDT,+71.5548,+12.0709
2000-08-01 02:49:00 PDT,+71.5548,+10.8007
2000-08-01 02:50:00 PDT,+71.5548,+12.1753
2000-08-01 02:51:00 PDT,+71.5548,+12.1738
2000-08-01 02:52:00 PDT,+71.5548,+9.21076
2000-08-01 02:53:00 PDT,+71.5548,+8.7861
2000-08-01 02:54:00 PDT,+71.5548,+9.31615
2000-08-01 02:55:00 PDT,+71.5548,+11.5409
2000-08-01 02:56:00 PDT,+71.5548,+12.7058
2000-08-01 02:57:00 PDT,+71.5548,+12.9174
2000-08-01 02:58:00 PDT,+71.5548,+11.9644
2000-08-01 02:59:00 PDT,+71.5548,+12.9158
2000-08-01 03:00:00 PDT,+71.5548,+12.7022
2000-08-01 03:01:00 PDT,+71.5548,+12.4894
2000-08-01 03:02:00 PDT,+71.5548,+11.4304
2000-08-01 03:03:00 PDT,+71.5548,+12.2769
2000-08-01 03:04:00 PDT,+71.5548,+12.1729
2000-08-01 03:05:00 PDT,+71.5548,+11.7495
2000-08-01 03:06:00 PDT,+71.5548,+12.9151
2000-08-01 03:07:00 PDT,+71.5548,+11.2227
2000-08-01 03:08:00 PDT,+71.5548,+13.6581
2000-08-01 03:09:00 PDT,+71.5548,+14.4021
2000-08-01 03:10:00 PDT,+71.5548,+13.4486
2000-08-01 03:11:00 PDT,+71.5548,+11.3277
2000-08-01 03:12:00 PDT,+71.5548,+11.9623
2000-08-01 03:13:00 PDT,+71.5548,+13.8678
2000-08-01 03:14:00 PDT,+71.5548,+14.3986
2000-08-01 03:15:00 PDT,+71.5548,+11.9622
2000-08-01 03:16:00 PDT,+71.5548,+12.2797
2000-08-01 03:17:00 PDT,+71.5548,+12.4917
2000-08-01 03:18:00 PDT,+71.5548,+14.1854
2000-08-01 03:19:00 PDT,+71.5548,+12.9176
2000-08-01 03:20:00 PDT,+71.5548,+12.3886
2000-08-01 03:21:00 PDT,+71.5548,+12.4947
2000-08-01 03:22:00 PDT,+71.5548,+11.5421
2000-08-01 03:23:00 PDT,+71.5548,+12.0708
2000-08-01 03:24:00 PDT,+71.5548,+12.4938
2000-08-01 03:25:00 PDT,+71.5548,+14.0817
2000-08-01 03:26:00 PDT,+71.5548,+12.7049
2000-08-01 03:27:00 PDT,+71.5548,+14.7164
2000-08-01 03:28:00 PDT,+71.5548,+15.3522
2000-08-01 03:29:00 PDT,+71.5548,+13.0233
2000-08-01 03:30:00 PDT,+71.5548,+13.2346
2000-08-01 03:31:00 PDT,+71.5548,+13.9758
2000-08-01 03:32:00 PDT,+71.5548,+11.5399
2000-08-01 03:33:00 PDT,+71.5548,+11.0096
2000-08-01 03:34:00 PDT,+71.5548,+12.4927
2000-08-01 03:35:00 PDT,+71.5548,+12.5998
2000-08-01 03:36:00 PDT,+71.5548,+15.7761
2000-08-01 03:37:00 PDT,+71.5548,+15.8817
2000-08-01 03:38:00 PDT,+71.5548,+14.8222
2000-08-01 03:39:00 PDT,+71.5548,+13.9739
2000-08-01 03:40:00 PDT,+71.5548,+13.3411
2000-08-01 03:41:00 PDT,+71.5548,+13.8706
2000-08-01 03:42:00 PDT,+71.5548,+13.4459
2000-08-01 03:43:00 PDT,+71.5548,+15.3532
2000-08-01 03:44:00 PDT,+71.5548,+15.3519
2000-08-01 03:45:00 PDT,+71.5548,+16.0941
2000-08-01 03:46:00 PDT,+71.5548,+13.6594
2000-08-01 03:47:00 PDT,+71.5548,+12.8137
2000-08-01 03:48:00 PDT,+71.5548,+12.602
2000-08-01 03:49:00 PDT,+71.5548,+9.21329
2000-08-01 03:50:00 PDT,+71.5548,+10.4844
2000-08-01 03:51:00 PDT,+71.5548,+12.6011
2000-08-01 03:52:00 PDT,+71.5548,+14.0824
2000-08-01 03:53:00 PDT,+71.5548,+17.154
2000-08-01 03:54:00 PDT,+71.5548,+17.2619
2000-08-01 03:55:00 PDT,+71.5548,+15.1449
2000-08-01 03:56:00 PDT,+71.5548,+12.2855
2000-08-01 03:57:00 PDT,+71.5548,+10.5912
2000-08-01 03:58:00 PDT,+71.5548,+10.8049
2000-08-01 03:59:00 PDT,+71.5548,+11.5455
2000-08-01 04:00:00 PDT,+71.5548,+13.1321
2000-08-01 04:01:00 PDT,+71.5548,+14.1894
2000-08-01 04:02:00 PDT,+71.5548,+14.1896
2000-08-01 04:03:00 PDT,+71.5548,+15.3573
2000-08-01 04:04:00 PDT,+71.5548,+13.1334
2000-08-01 04:05:00 PDT,+71.5548,+12.498
2000-08-01 04:06:00 PDT,+71.5548,+12.2851
2000-08-01 04:07:00 PDT,+71.5548,+14.0845
2000-08-01 04:08:00 PDT,+71.5548,+13.3434
2000-08-01 04:09:00 PDT,+71.5548,+16.2024
2000-08-01 04:10:00 PDT,+71.5548,+17.7881
2000-08-01 04:11:00 PDT,+71.5548,+15.6743
2000-08-01 04:12:00 PDT,+71.5548,+14.936
2000-08-01 04:13:00 PDT,+71.5548,+14.404
2000-08-01 04:14:00 PDT,+71.5548,+13.5566
2000-08-01 04:15:00 PDT,+71.5548,+11.4373
2000-08-01 04:16:00 PDT,+71.5548,+11.7551
2000-08-01 04:17:00 PDT,+71.5548,+13.4491
2000-08-01 04:18:00 PDT,+71.5548,+13.7661
2000-08-01 04:19:00 PDT,+71.5548,+13.8711
2000-08-01 04:20:00 PDT,+71.5548,+13.555
2000-08-01 04:21:00 PDT,+71.5548,+11.5441
2000-08-01 04:22:00 PDT,+71.5548,+9.8495
2000-08-01 04:23:00 PDT,+71.5548,+10.8029
2000-08-01 04:24:00 PDT,+71.5548,+11.1199
2000-08-01 04:25:00 PDT,+71.9603,+11.1207
2000-08-01 04:26:00 PDT,+71.9603,+14.2983
2000-08-01 04:27:00 PDT,+71.9603,+15.8871
2000-08-01 04:28:00 PDT,+71.9603,+16.7338
2000-08-01 04:29:00 PDT,+71.9603,+16.3108
2000-08-01 04:30:00 PDT,+71.9603,+16.3095
2000-08-01 04:31:00 PDT,+71.9603,+16.5211
2000-08-01 04:32:00 PDT,+71.9603,+13.5566
2000-08-01 04:33:00 PDT,+71.9603,+13.5567
2000-08-01 04:34:00 PDT,+71.9603,+11.438
2000-08-01 04:35:00 PDT,+71.9603,+13.2386
2000-08-01 04:36:00 PDT,+71.9603,+15.356
2000-08-01 04:37:00 PDT,+71.9603,+14.0853
2000-08-01 04:38:00 PDT,+71.9603,+11.9684
2000-08-01 04:39:00 PDT,+71.9603,+11.1216
2000-08-01 04:40:00 PDT,+71.9603,+12.499
2000-08-01 04:41:00 PDT,+71.9603,+12.4977
2000-08-01 04:42:00 PDT,+71.9603,+10.59
2000-08-01 04:43:00 PDT,+71.9603,+9.74388
2000-08-01 04:44:00 PDT,+71.9603,+11.0153
2000-08-01 04:45:00 PDT,+72.3132,+13.7703
2000-08-01 04:46:00 PDT,+72.3132,+12.0759
2000-08-01 04:47:00 PDT,+72.3132,+11.1232
2000-08-01 04:48:00 PDT,+72.3132,+11.652
2000-08-01 04:49:00 PDT,+72.3132,+13.7711
2000-08-01 04:50:00 PDT,+72.3132,+12.4992
2000-08-01 04:51:00 PDT,+72.3132,+11.7565
2000-08-01 04:52:00 PDT,+72.3132,+11.8622
2000-08-01 04:53:00 PDT,+72.3132,+10.4871
2000-08-01 04:54:00 PDT,+72.3132,+10.0634
2000-08-01 04:55:00 PDT,+72.3132,+9.00303
2000-08-01 04:56:00 PDT,+72.3132,+9.10545
2000-08-01 04:57:00 PDT,+72.3132,+10.5891
2000-08-01 04:58:00 PDT,+72.3132,+9.21322
2000-08-01 04:59:00 PDT,+72.3132,+8.04799
2000-08-01 05:00:00 PDT,+72.3132,+7.30666
2000-08-01 05:01:00 PDT,+72.3132,+8.78803
2000-08-01 05:02:00 PDT,+72.3132,+13.0222
2000-08-01 05:03:00 PDT,+72.3132,+13.9728
2000-08-01 05:04:00 PDT,+72.3132,+10.3734
2000-08-01 05:05:00 PDT,+72.3132,+7.83463
2000-08-01 05:06:00 PDT,+72.3132,+7.94127
2000-08-01 05:07:00 PDT,+72.3132,+7.94153
2000-08-01 05:08:00 PDT,+72.3132,+6.67212
2000-08-01 05:09:00 PDT,+72.3132,+7.62504
2000-08-01 05:10:00 PDT,+72.3132,+9.5296
2000-08-01 05:11:00 PDT,+72.3132,+8.57712
2000-08-01 05:12:00 PDT,+72.3132,+7.72993
2000-08-01 05:13:00 PDT,+72.3132,+5.71718
2000-08-01 05:14:00 PDT,+72.3132,+3.91786
2000-08-01 05:15:00 PDT,+72.3132,+6.35309
2000-08-01 05:16:00 PDT,+72.3132,+5.50553
2000-08-01 05:17:00 PDT,+72.3132,+4.34055
2000-08-01 05:18:00 PDT,+72.3132,+6.14144
2000-08-01 05:19:00 PDT,+72.3132,+5.29347
2000-08-01 05:20:00 PDT,+72.3132,+6.14018
2000-08-01 05:21:00 PDT,+72.3132,+5.82253
2000-08-01 05:22:00 PDT,+72.3132,+5.29294
2000-08-01 05:23:00 PDT,+72.3132,+7.30441
2000-08-01 05:24:00 PDT,+72.3132,+6.66831
2000-08-01 05:25:00 PDT,+72.3132,+5.71552
2000-08-01 05:26:00 PDT,+72.3132,+4.12839
2000-08-01 05:27:00 PDT,+72.3132,+5.39853
2000-08-01 05:28:00 PDT,+72.3132,+5.71509
2000-08-01 05:29:00 PDT,+72.3132,+5.92618
2000-08-01 05:30:00 PDT,+72.7424,+4.97234
2000-08-01 05:31:00 PDT,+72.7424,+4.01832
2000-08-01 05:32:00 PDT,+72.7424,+3.06765
2000-08-01 05:33:00 PDT,+72.7424,+3.06805
2000-08-01 05:34:00 PDT,+72.7424,+3.7043
2000-08-01 05:35:00 PDT,+72.7424,+3.70432
2000-08-01 05:36:00 PDT,+72.7424,+3.17426
2000-08-01 05:37:00 PDT,+72.7424,+2.8567
2000-08-01 05:38:00 PDT,+72.7424,+3.27933
2000-08-01 05:39:00 PDT,+72.7424,+2.85677
2000-08-01 05:40:00 PDT,+72.7424,+2.54019
2000-08-01 05:41:00 PDT,+72.7424,+1.58759
2000-08-01 05:42:00 PDT,+72.7424,+2.22127
2000-08-01 05:43:00 PDT,+72.7424,+2.22109
2000-08-01 05:44:00 PDT,+72.7424,+2.22044
2000-08-01 05:45:00 PDT,+72.7424,+2.22137
2000-08-01 05:46:00 PDT,+72.7424,+1.26948
2000-08-01 05:47:00 PDT,+72.7424,+0.951923
2000-08-01 05:48:00 PDT,+72.7424,+1.26948
2000-08-01 05:49:00 PDT,+72.7424,+1.26913
2000-08-01 05:50:00 PDT,+72.7424,+0.951659
2000-08-01 05:51:00 PDT,+72.7424,+0.634871
2000-08-01 05:52:00 PDT,+72.7424,+0.317469
2000-08-01 05:53:00 PDT,+72.7424,+0.634662
2000-08-01 05:54:00 PDT,+72.7424,+0.952234
2000-08-01 05:55:00 PDT,+72.7424,+0.634844
2000-08-01 05:56:00 PDT,+72.7424,+1.26986
2000-08-01 05:57:00 PDT,+72.7424,+0.635141
2000-08-01 05:58:00 PDT,+72.7424,+0.952105
2000-08-01 05:59:00 PDT,+72.7424,+1.2691
2000-08-01 06:00:00 PDT,+72.7424,+0.951686
2000-08-01 06:01:00 PDT,+72.7424,+1.05718
2000-08-01 06:02:00 PDT,+72.7424,+1.05703
2000-08-01 06:03:00 PDT,+72.7424,+0.422556
2000-08-01 06:04:00 PDT,+72.7424,+0
2000-08-01 06:05:00 PDT,+72.7424,+0
2000-08-01 06:06:00 PDT,+72.7424,+0
2000-08-01 06:07:00 PDT,+72.7424,+0
2000-08-01 06:08:00 PDT,+72.7424,+0
2000-08-01 06:09:00 PDT,+72.7424,+0
2000-08-01 06:10:00 PDT,+72.7424,+0
2000-08-01 06:11:00 PDT,+72.7424,+0
2000-08-01 06:12:00 PDT,+72.7424,+0
2000-08-01 06:13:00 PDT,+72.7424,+0
2000-08-01 06:14:00 PDT,+72.7424,+0
2000-08-01 06:15:00 PDT,+72.3704,+0
2000-08-01 06:16:00 PDT,+72.3704,+0
2000-08-01 06:17:00 PDT,+72.3704,+0
2000-08-01 06:18:00 PDT,+72.3704,+0
2000-08-01 06:19:00 PDT,+72.3704,+0
2000-08-01 06:20:00 PDT,+72.3704,+0
2000-08-01 06:21:00 PDT,+72.3704,+0
2000-08-01 06:22:00 PDT,+72.3704,+0
2000-08-01 06:23:00 PDT,+72.3704,+0
2000-08-01 06:24:00 PDT,+72.3704,+0
2000-08-01 06:25:00 PDT,+72.3704,+0
2000-08-01 06:26:00 PDT,+72.3704,+0
2000-08-01 06:27:00 PDT,+72.3704,+0
2000-08-01 06:28:00 PDT,+72.3704,+0
2000-08-01 06:29:00 PDT,+72.3704,+0
2000-08-01 06:30:00 PDT,+72.3704,+0
2000-08-01 06:31:00 PDT,+72.3704,+0
2000-08-01 06:32:00 PDT,+72.3704,+0
2000-08-01 06:33:00 PDT,+72.3704,+0
2000-08-01 06:34:00 PDT,+72.3704,+0
2000-08-01 06:35:00 PDT,+72.3704,+0
2000-08-01 06:36:00 PDT,+72.3704,+0
2000-08-01 06:37:00 PDT,+72.3704,+0
2000-08-01 06:38:00 PDT,+72.3704,+0
2000-08-01 06:39:00 PDT,+72.3704,+0
2000-08-01 06:40:00 PDT,+72.3704,+0
2000-08-01 06:41:00 PDT,+72.3704,+0
2000-08-01 06:42:00 PDT,+72.3704,+0
2000-08-01 06:43:00 PDT,+72.3704,+0
2000-08-01 06:44:00 PDT,+72.3704,+0
2000-08-01 06:45:00 PDT,+72.3704,+0
2000-08-01 06:46:00 PDT,+72.3704,+0
2000-08-01 06:47:00 PDT,+72.3704,+0
2000-08-01 06:48:00 PDT,+72.3704,+0
2000-08-01 06:49:00 PDT,+72.3704,+0
2000-08-01 06:50:00 PDT,+72.3704,+0
2000-08-01 06:51:00 PDT,+72.3704,+0
2000-08-01 06:52:00 PDT,+72.3704,+0
2000-08-01 06:53:00 PDT,+72.3704,+0
2000-08-01 06:54:00 PDT,+72.3704,+0
2000-08-01 06:55:00 PDT,+72.8792,+0
2000-08-01 06:56:00 PDT,+72.8792,+0
2000-08-01 06:57:00 PDT,+72.8792,+0
2000-08-01 06:58:00 PDT,+72.8792,+0
2000-08-01 06:59:00 PDT,+72.8792,+0
2000-08-01 07:00:00 PDT,+72.8792,+0
2000-08-01 07:01:00 PDT,+72.8792,+0
2000-08-01 07:02:00 PDT,+72.8792,+0
2000-08-01 07:03:00 PDT,+72.8792,+0
2000-08-01 07:04:00 PDT,+72.8792,+0
2000-08-01 07:05:00 PDT,+72.8792,+0
2000-08-01 07:06:00 PDT,+72.8792,+0
2000-08-01 07:07:00 PDT,+72.8792,+0
2000-08-01 07:08:00 PDT,+72.8792,+0
2000-08-01 07:09:00 PDT,+72.8792,+0
2000-08-01 07:10:00 PDT,+72.8792,+0
2000-08-01 07:11:00 PDT,+72.8792,+0
2000-08-01 07:12:00 PDT,+72.8792,+0
2000-08-01 07:13:00 PDT,+72.8792,+0
2000-08-01 07:14:00 PDT,+72.8792,+0
2000-08-01 07:15:00 PDT,+72.8792,+0
2000-08-01 07:16:00 PDT,+72.8792,+0
2000-08-01 07:17:00 PDT,+72.8792,+0
2000-08-01 07:18:00 PDT,+72.8792,+0
2000-08-01 07:19:00 PDT,+72.8792,+0
2000-08-01 07:20:00 PDT,+72.8792,+5.17971
2000-08-01 07:21:00 PDT,+72.8792,+5.17607
2000-08-01 07:22:00 PDT,+72.8792,+5.17319
2000-08-01 07:23:00 PDT,+72.8792,+2.51352
2000-08-01 07:24:00 PDT,+72.8792,+0
2000-08-01 07:25:00 PDT,+72.8792,+0
2000-08-01 07:26:00 PDT,+72.8792,+0
2000-08-01 07:27:00 PDT,+72.8792,+0
2000-08-01 07:28:00 PDT,+72.8792,+0
2000-08-01 07:29:00 PDT,+72.8792,+3.15177
2000-08-01 07:30:00 PDT,+72.8792,+3.14991
2000-08-01 07:31:00 PDT,+72.8792,+5.81653
2000-08-01 07:32:00 PDT,+72.8792,+5.81457
2000-08-01 07:33:00 PDT,+72.8792,+5.81263
2000-08-01 07:34:00 PDT,+72.8792,+2.6657
2000-08-01 07:35:00 PDT,+72.8792,+6.04107
2000-08-01 07:36:00 PDT,+72.8792,+3.37508
2000-08-01 07:37:00 PDT,+72.8792,+3.37383
2000-08-01 07:38:00 PDT,+72.8792,+3.37312
2000-08-01 07:39:00 PDT,+72.8792,+6.56887
2000-08-01 07:40:00 PDT,+72.8792,+6.56765
2000-08-01 07:41:00 PDT,+72.8792,+10.5878
2000-08-01 07:42:00 PDT,+72.8792,+10.5864
2000-08-01 07:43:00 PDT,+72.8792,+13.228
2000-08-01 07:44:00 PDT,+72.8792,+10.032
2000-08-01 07:45:00 PDT,+72.8792,+5.14072
2000-08-01 07:46:00 PDT,+72.8792,+5.14129
2000-08-01 07:47:00 PDT,+72.8792,+2.49998
2000-08-01 07:48:00 PDT,+72.8792,+6.96582
2000-08-01 07:49:00 PDT,+72.8792,+7.70511
2000-08-01 07:50:00 PDT,+72.8792,+12.1711
2000-08-01 07:51:00 PDT,+72.8792,+12.1728
2000-08-01 07:52:00 PDT,+72.8792,+7.70679
2000-08-01 07:53:00 PDT,+72.8792,+4.46825
2000-08-01 07:54:00 PDT,+72.8792,+0
2000-08-01 07:55:00 PDT,+72.8792,+0
2000-08-01 07:56:00 PDT,+72.8792,+3.14648
2000-08-01 07:57:00 PDT,+72.8792,+3.14772
2000-08-01 07:58:00 PDT,+72.8792,+3.14954
2000-08-01 07:59:00 PDT,+72.8792,+3.15086
2000-08-01 08:00:00 PDT,+72.8792,+5.82571
2000-08-01 08:01:00 PDT,+72.8792,+5.81603
2000-08-01 08:02:00 PDT,+72.8792,+9.41769
2000-08-01 08:03:00 PDT,+72.8792,+9.43612
2000-08-01 08:04:00 PDT,+72.8792,+9.45467
2000-08-01 08:05:00 PDT,+72.8792,+14.8983
